row_id,name,startdate,enddate,description,eventattendancemode,page_url
956,87,171,169,358,0,6
957,88,9,9,296,0,6
958,90,196,194,301,0,6
959,89,198,196,301,0,6
960,91,197,195,301,0,6
961,148,201,199,351,0,6
962,150,230,228,355,0,6
963,86,183,181,343,0,6
964,153,128,126,321,0,6
965,153,114,112,321,0,6
966,152,105,103,335,0,6
967,92,43,43,345,0,6
968,92,39,41,297,0,6
969,98,125,123,347,0,6
970,103,148,146,348,0,6
971,103,149,147,348,0,6
972,104,147,145,349,0,6
973,120,219,217,329,0,6
974,120,218,216,329,0,6
975,120,217,215,329,0,6
976,105,3,3,350,0,6
977,106,173,171,325,0,6
978,113,160,158,305,0,6
979,108,194,192,341,0,6
980,111,193,191,311,0,6
981,111,213,211,354,0,6
982,112,15,15,327,0,6
983,112,17,17,327,0,6
984,112,16,16,327,0,6
985,112,14,14,327,0,6
986,135,161,159,318,0,6
987,24,124,122,353,0,6
988,24,123,121,353,0,6
989,24,122,120,353,0,6
990,134,33,33,359,0,6
991,138,137,135,323,0,6
992,18,235,233,352,0,6
993,20,23,23,360,0,6
994,138,137,135,1337,0,258
995,69,130,128,1355,0,121
996,0,112,110,2002,0,264
997,5,31,31,1998,0,264
998,5,30,30,1998,0,264
999,11,111,109,2003,0,264
1000,9,73,71,2022,0,264
1001,21,2,2,2010,0,264
1002,10,154,152,2025,0,264
1003,14,142,139,1999,0,264
1004,12,143,140,1999,0,264
1005,13,141,138,2035,0,264
1006,17,113,111,2031,0,264
1007,144,78,76,2024,0,264
1008,144,77,75,2051,0,264
1009,145,22,22,2047,0,264
1010,145,21,21,2046,0,264
1011,146,20,20,2053,0,264
1012,22,86,84,2015,0,264
1013,23,24,24,2005,0,264
1014,1,97,94,1993,0,264
1015,1,95,93,1992,0,264
1016,2,98,96,1994,0,264
1017,9,72,70,2022,0,264
1018,26,69,67,2022,0,264
1019,9,71,69,2022,0,264
1020,141,103,101,2006,0,264
1021,29,103,101,1997,0,264
1022,30,106,104,2007,0,264
1023,31,103,101,2006,0,264
1024,31,108,106,2008,0,264
1025,32,107,105,2007,0,264
1026,47,58,56,2018,0,264
1027,37,127,125,2001,0,264
1028,38,88,86,2016,0,264
1029,34,132,130,2014,0,264
1030,36,134,132,2013,0,264
1031,35,133,131,2013,0,264
1032,51,79,77,2027,0,264
1033,53,121,119,2020,0,264
1034,54,155,153,2025,0,264
1035,54,156,154,2025,0,264
1036,55,158,156,2038,0,264
1037,57,49,49,2004,0,264
1038,65,64,62,2052,0,264
1039,70,166,163,2030,0,264
1040,80,207,205,2012,0,264
1041,80,208,206,2011,0,264
1042,80,209,207,2011,0,264
1043,142,206,204,2011,0,264
1044,78,180,178,2032,0,264
1045,75,38,38,2028,0,264
1046,75,40,39,2026,0,264
1047,75,41,40,2028,0,264
1048,75,37,36,2028,0,264
1049,83,102,100,2033,0,264
1050,87,171,169,2048,0,264
1051,88,9,9,1995,0,264
1052,90,196,194,2000,0,264
1053,89,198,196,2000,0,264
1054,91,197,195,2000,0,264
1055,150,230,228,2045,0,264
1056,86,183,181,2036,0,264
1057,153,128,126,2017,0,264
1058,153,114,112,2017,0,264
1059,152,105,103,2029,0,264
1060,92,43,43,2037,0,264
1061,92,39,41,1996,0,264
1062,103,148,146,2039,0,264
1063,103,149,147,2039,0,264
1064,104,147,145,2040,0,264
1065,105,3,3,2041,0,264
1066,106,173,171,2021,0,264
1067,108,194,192,2034,0,264
1068,111,193,191,2009,0,264
1069,111,213,211,2044,0,264
1070,112,15,15,2023,0,264
1071,112,17,17,2023,0,264
1072,112,16,16,2023,0,264
1073,112,14,14,2023,0,264
1074,24,124,122,2043,0,264
1075,24,123,121,2043,0,264
1076,24,122,120,2043,0,264
1077,134,33,33,2049,0,264
1078,138,137,135,2019,0,264
1079,18,235,233,2042,0,264
1080,20,23,23,2050,0,264
1081,129,250,248,2698,0,241
1082,31,108,106,723,0,68
1083,0,112,110,1449,0,17
1084,5,31,31,1445,0,17
1085,5,30,30,1445,0,17
1086,11,111,109,1450,0,17
1087,9,73,71,1472,0,17
1088,21,2,2,1458,0,17
1089,10,154,152,1476,0,17
1090,14,142,139,1446,0,17
1091,12,143,140,1446,0,17
1092,13,141,138,1488,0,17
1093,17,113,111,1483,0,17
1094,144,78,76,1474,0,17
1095,144,77,75,1507,0,17
1096,145,22,22,1503,0,17
1097,145,21,21,1502,0,17
1098,146,20,20,1509,0,17
1099,22,86,84,1465,0,17
1100,23,24,24,1453,0,17
1101,1,97,94,1440,0,17
1102,1,95,93,1439,0,17
1103,2,98,96,1441,0,17
1104,9,72,70,1472,0,17
1105,26,69,67,1472,0,17
1106,9,71,69,1472,0,17
1107,141,103,101,1454,0,17
1108,29,103,101,1444,0,17
1109,30,106,104,1455,0,17
1110,31,103,101,1454,0,17
1111,31,108,106,1456,0,17
1112,32,107,105,1455,0,17
1113,47,58,56,1468,0,17
1114,37,127,125,1448,0,17
1115,38,88,86,1466,0,17
1116,39,45,44,1485,0,17
1117,33,47,45,1461,0,17
1118,34,132,130,1463,0,17
1119,36,134,132,1462,0,17
1120,35,133,131,1462,0,17
1121,51,79,77,1478,0,17
1122,53,121,119,1470,0,17
1123,54,155,153,1476,0,17
1124,54,156,154,1476,0,17
1125,55,158,156,1492,0,17
1126,57,49,49,1452,0,17
1127,58,44,42,1490,0,17
1128,65,64,62,1508,0,17
1129,70,166,163,1482,0,17
1130,80,207,205,1460,0,17
1131,80,208,206,1459,0,17
1132,80,209,207,1459,0,17
1133,142,206,204,1459,0,17
1134,78,180,178,1484,0,17
1135,75,38,38,1479,0,17
1136,75,40,39,1477,0,17
1137,75,41,40,1479,0,17
1138,75,37,36,1479,0,17
1139,82,8,8,1480,0,17
1140,83,102,100,1486,0,17
1141,87,171,169,1504,0,17
1142,88,9,9,1442,0,17
1143,90,196,194,1447,0,17
1144,89,198,196,1447,0,17
1145,91,197,195,1447,0,17
1146,148,201,199,1497,0,17
1147,150,230,228,1501,0,17
1148,86,183,181,1489,0,17
1149,153,128,126,1467,0,17
1150,153,114,112,1467,0,17
1151,152,105,103,1481,0,17
1152,92,43,43,1491,0,17
1153,92,39,41,1443,0,17
1154,98,125,123,1493,0,17
1155,103,148,146,1494,0,17
1156,103,149,147,1494,0,17
1157,104,147,145,1495,0,17
1158,120,219,217,1475,0,17
1159,120,218,216,1475,0,17
1160,120,217,215,1475,0,17
1161,105,3,3,1496,0,17
1162,106,173,171,1471,0,17
1163,113,160,158,1451,0,17
1164,108,194,192,1487,0,17
1165,111,193,191,1457,0,17
1166,111,213,211,1500,0,17
1167,112,15,15,1473,0,17
1168,112,17,17,1473,0,17
1169,112,16,16,1473,0,17
1170,112,14,14,1473,0,17
1171,135,161,159,1464,0,17
1172,24,124,122,1499,0,17
1173,24,123,121,1499,0,17
1174,24,122,120,1499,0,17
1175,134,33,33,1505,0,17
1176,138,137,135,1469,0,17
1177,18,235,233,1498,0,17
1178,20,23,23,1506,0,17
1179,136,68,66,2698,0,251
1180,0,112,110,232,0,2
1181,5,31,31,228,0,2
1182,5,30,30,228,0,2
1183,11,111,109,233,0,2
1184,9,73,71,255,0,2
1185,21,2,2,241,0,2
1186,10,154,152,259,0,2
1187,14,142,139,229,0,2
1188,12,143,140,229,0,2
1189,13,141,138,271,0,2
1190,17,113,111,266,0,2
1191,144,78,76,257,0,2
1192,144,77,75,290,0,2
1193,145,22,22,286,0,2
1194,145,21,21,285,0,2
1195,146,20,20,292,0,2
1196,22,86,84,248,0,2
1197,23,24,24,236,0,2
1198,1,97,94,223,0,2
1199,1,95,93,222,0,2
1200,2,98,96,224,0,2
1201,9,72,70,255,0,2
1202,26,69,67,255,0,2
1203,9,71,69,255,0,2
1204,141,103,101,237,0,2
1205,29,103,101,227,0,2
1206,30,106,104,238,0,2
1207,31,103,101,237,0,2
1208,31,108,106,239,0,2
1209,32,107,105,238,0,2
1210,47,58,56,251,0,2
1211,37,127,125,231,0,2
1212,38,88,86,249,0,2
1213,39,45,44,268,0,2
1214,33,47,45,244,0,2
1215,34,132,130,246,0,2
1216,36,134,132,245,0,2
1217,35,133,131,245,0,2
1218,51,79,77,261,0,2
1219,53,121,119,253,0,2
1220,54,155,153,259,0,2
1221,54,156,154,259,0,2
1222,55,158,156,275,0,2
1223,57,49,49,235,0,2
1224,58,44,42,273,0,2
1225,65,64,62,291,0,2
1226,70,166,163,265,0,2
1227,80,207,205,243,0,2
1228,80,208,206,242,0,2
1229,80,209,207,242,0,2
1230,142,206,204,242,0,2
1231,78,180,178,267,0,2
1232,75,38,38,262,0,2
1233,75,40,39,260,0,2
1234,75,41,40,262,0,2
1235,75,37,36,262,0,2
1236,82,8,8,263,0,2
1237,83,102,100,269,0,2
1238,87,171,169,287,0,2
1239,88,9,9,225,0,2
1240,90,196,194,230,0,2
1241,89,198,196,230,0,2
1242,91,197,195,230,0,2
1243,148,201,199,280,0,2
1244,150,230,228,284,0,2
1245,86,183,181,272,0,2
1246,153,128,126,250,0,2
1247,153,114,112,250,0,2
1248,152,105,103,264,0,2
1249,92,43,43,274,0,2
1250,92,39,41,226,0,2
1251,98,125,123,276,0,2
1252,103,148,146,277,0,2
1253,103,149,147,277,0,2
1254,104,147,145,278,0,2
1255,120,219,217,258,0,2
1256,120,218,216,258,0,2
1257,120,217,215,258,0,2
1258,105,3,3,279,0,2
1259,106,173,171,254,0,2
1260,113,160,158,234,0,2
1261,108,194,192,270,0,2
1262,111,193,191,240,0,2
1263,111,213,211,283,0,2
1264,112,15,15,256,0,2
1265,112,17,17,256,0,2
1266,112,16,16,256,0,2
1267,112,14,14,256,0,2
1268,135,161,159,247,0,2
1269,24,124,122,282,0,2
1270,24,123,121,282,0,2
1271,24,122,120,282,0,2
1272,134,33,33,288,0,2
1273,138,137,135,252,0,2
1274,18,235,233,281,0,2
1275,20,23,23,289,0,2
1276,147,110,108,3346,0,162
1277,97,28,28,2698,0,168
1278,10,154,152,1345,0,33
1279,111,54,52,2698,0,205
1280,116,228,226,2698,0,220
1281,0,112,110,735,0,7
1282,5,31,31,731,0,7
1283,5,30,30,731,0,7
1284,11,111,109,736,0,7
1285,9,73,71,758,0,7
1286,21,2,2,744,0,7
1287,10,154,152,762,0,7
1288,14,142,139,732,0,7
1289,12,143,140,732,0,7
1290,13,141,138,774,0,7
1291,17,113,111,769,0,7
1292,144,78,76,760,0,7
1293,144,77,75,793,0,7
1294,145,22,22,789,0,7
1295,145,21,21,788,0,7
1296,146,20,20,795,0,7
1297,22,86,84,751,0,7
1298,23,24,24,739,0,7
1299,1,97,94,726,0,7
1300,1,95,93,725,0,7
1301,2,98,96,727,0,7
1302,9,72,70,758,0,7
1303,26,69,67,758,0,7
1304,9,71,69,758,0,7
1305,141,103,101,740,0,7
1306,29,103,101,730,0,7
1307,30,106,104,741,0,7
1308,31,103,101,740,0,7
1309,31,108,106,742,0,7
1310,32,107,105,741,0,7
1311,47,58,56,754,0,7
1312,37,127,125,734,0,7
1313,38,88,86,752,0,7
1314,39,45,44,771,0,7
1315,33,47,45,747,0,7
1316,34,132,130,749,0,7
1317,36,134,132,748,0,7
1318,35,133,131,748,0,7
1319,51,79,77,764,0,7
1320,53,121,119,756,0,7
1321,54,155,153,762,0,7
1322,54,156,154,762,0,7
1323,55,158,156,778,0,7
1324,57,49,49,738,0,7
1325,58,44,42,776,0,7
1326,65,64,62,794,0,7
1327,70,166,163,768,0,7
1328,80,207,205,746,0,7
1329,80,208,206,745,0,7
1330,80,209,207,745,0,7
1331,142,206,204,745,0,7
1332,78,180,178,770,0,7
1333,75,38,38,765,0,7
1334,75,40,39,763,0,7
1335,75,41,40,765,0,7
1336,75,37,36,765,0,7
1337,82,8,8,766,0,7
1338,83,102,100,772,0,7
1339,87,171,169,790,0,7
1340,88,9,9,728,0,7
1341,90,196,194,733,0,7
1342,89,198,196,733,0,7
1343,91,197,195,733,0,7
1344,148,201,199,783,0,7
1345,150,230,228,787,0,7
1346,86,183,181,775,0,7
1347,153,128,126,753,0,7
1348,153,114,112,753,0,7
1349,152,105,103,767,0,7
1350,92,43,43,777,0,7
1351,92,39,41,729,0,7
1352,98,125,123,779,0,7
1353,103,148,146,780,0,7
1354,103,149,147,780,0,7
1355,104,147,145,781,0,7
1356,120,219,217,761,0,7
1357,120,218,216,761,0,7
1358,120,217,215,761,0,7
1359,105,3,3,782,0,7
1360,106,173,171,757,0,7
1361,113,160,158,737,0,7
1362,108,194,192,773,0,7
1363,111,193,191,743,0,7
1364,111,213,211,786,0,7
1365,112,15,15,759,0,7
1366,112,17,17,759,0,7
1367,112,16,16,759,0,7
1368,112,14,14,759,0,7
1369,135,161,159,750,0,7
1370,24,124,122,785,0,7
1371,24,123,121,785,0,7
1372,24,122,120,785,0,7
1373,134,33,33,791,0,7
1374,138,137,135,755,0,7
1375,18,235,233,784,0,7
1376,20,23,23,792,0,7
1377,0,112,110,2709,0,281
1378,5,31,31,2705,0,281
1379,5,30,30,2705,0,281
1380,11,111,109,2710,0,281
1381,9,73,71,2732,0,281
1382,21,2,2,2718,0,281
1383,10,154,152,2736,0,281
1384,14,142,139,2706,0,281
1385,12,143,140,2706,0,281
1386,13,141,138,2748,0,281
1387,17,113,111,2743,0,281
1388,144,78,76,2734,0,281
1389,144,77,75,2767,0,281
1390,145,22,22,2763,0,281
1391,145,21,21,2762,0,281
1392,146,20,20,2769,0,281
1393,22,86,84,2725,0,281
1394,23,24,24,2713,0,281
1395,1,97,94,2700,0,281
1396,1,95,93,2699,0,281
1397,2,98,96,2701,0,281
1398,9,72,70,2732,0,281
1399,26,69,67,2732,0,281
1400,9,71,69,2732,0,281
1401,141,103,101,2714,0,281
1402,29,103,101,2704,0,281
1403,30,106,104,2715,0,281
1404,31,103,101,2714,0,281
1405,31,108,106,2716,0,281
1406,32,107,105,2715,0,281
1407,47,58,56,2728,0,281
1408,37,127,125,2708,0,281
1409,38,88,86,2726,0,281
1410,39,45,44,2745,0,281
1411,33,47,45,2721,0,281
1412,34,132,130,2723,0,281
1413,36,134,132,2722,0,281
1414,35,133,131,2722,0,281
1415,51,79,77,2738,0,281
1416,53,121,119,2730,0,281
1417,54,155,153,2736,0,281
1418,54,156,154,2736,0,281
1419,55,158,156,2752,0,281
1420,57,49,49,2712,0,281
1421,58,44,42,2750,0,281
1422,65,64,62,2768,0,281
1423,70,166,163,2742,0,281
1424,80,207,205,2720,0,281
1425,80,208,206,2719,0,281
1426,80,209,207,2719,0,281
1427,142,206,204,2719,0,281
1428,78,180,178,2744,0,281
1429,75,38,38,2739,0,281
1430,75,40,39,2737,0,281
1431,75,41,40,2739,0,281
1432,75,37,36,2739,0,281
1433,82,8,8,2740,0,281
1434,83,102,100,2746,0,281
1435,87,171,169,2764,0,281
1436,88,9,9,2702,0,281
1437,90,196,194,2707,0,281
1438,89,198,196,2707,0,281
1439,91,197,195,2707,0,281
1440,148,201,199,2757,0,281
1441,150,230,228,2761,0,281
1442,86,183,181,2749,0,281
1443,153,128,126,2727,0,281
1444,153,114,112,2727,0,281
1445,152,105,103,2741,0,281
1446,92,43,43,2751,0,281
1447,92,39,41,2703,0,281
1448,98,125,123,2753,0,281
1449,103,148,146,2754,0,281
1450,103,149,147,2754,0,281
1451,104,147,145,2755,0,281
1452,120,219,217,2735,0,281
1453,120,218,216,2735,0,281
1454,120,217,215,2735,0,281
1455,105,3,3,2756,0,281
1456,106,173,171,2731,0,281
1457,113,160,158,2711,0,281
1458,108,194,192,2747,0,281
1459,111,193,191,2717,0,281
1460,111,213,211,2760,0,281
1461,112,15,15,2733,0,281
1462,112,17,17,2733,0,281
1463,112,16,16,2733,0,281
1464,112,14,14,2733,0,281
1465,135,161,159,2724,0,281
1466,24,124,122,2759,0,281
1467,24,123,121,2759,0,281
1468,24,122,120,2759,0,281
1469,134,33,33,2765,0,281
1470,138,137,135,2729,0,281
1471,18,235,233,2758,0,281
1472,20,23,23,2766,0,281
1473,40,126,124,1355,0,80
1474,81,90,88,1355,0,147
1475,68,48,46,1355,0,124
1476,99,27,27,2698,0,175
1477,51,79,77,1347,0,95
1478,63,42,43,2698,0,117
1479,0,112,110,1851,0,263
1480,5,31,31,1847,0,263
1481,5,30,30,1847,0,263
1482,11,111,109,1852,0,263
1483,9,73,71,1874,0,263
1484,21,2,2,1860,0,263
1485,10,154,152,1878,0,263
1486,14,142,139,1848,0,263
1487,12,143,140,1848,0,263
1488,13,141,138,1890,0,263
1489,17,113,111,1885,0,263
1490,144,78,76,1876,0,263
1491,144,77,75,1909,0,263
1492,145,22,22,1905,0,263
1493,145,21,21,1904,0,263
1494,146,20,20,1911,0,263
1495,22,86,84,1867,0,263
1496,23,24,24,1855,0,263
1497,1,97,94,1842,0,263
1498,1,95,93,1841,0,263
1499,2,98,96,1843,0,263
1500,9,72,70,1874,0,263
1501,26,69,67,1874,0,263
1502,9,71,69,1874,0,263
1503,141,103,101,1856,0,263
1504,29,103,101,1846,0,263
1505,30,106,104,1857,0,263
1506,31,103,101,1856,0,263
1507,31,108,106,1858,0,263
1508,32,107,105,1857,0,263
1509,47,58,56,1870,0,263
1510,37,127,125,1850,0,263
1511,38,88,86,1868,0,263
1512,39,45,44,1887,0,263
1513,33,47,45,1863,0,263
1514,34,132,130,1865,0,263
1515,36,134,132,1864,0,263
1516,35,133,131,1864,0,263
1517,51,79,77,1880,0,263
1518,53,121,119,1872,0,263
1519,54,155,153,1878,0,263
1520,54,156,154,1878,0,263
1521,55,158,156,1894,0,263
1522,57,49,49,1854,0,263
1523,58,44,42,1892,0,263
1524,65,64,62,1910,0,263
1525,70,166,163,1884,0,263
1526,80,207,205,1862,0,263
1527,80,208,206,1861,0,263
1528,80,209,207,1861,0,263
1529,142,206,204,1861,0,263
1530,78,180,178,1886,0,263
1531,75,38,38,1881,0,263
1532,75,40,39,1879,0,263
1533,75,41,40,1881,0,263
1534,75,37,36,1881,0,263
1535,82,8,8,1882,0,263
1536,83,102,100,1888,0,263
1537,87,171,169,1906,0,263
1538,88,9,9,1844,0,263
1539,90,196,194,1849,0,263
1540,89,198,196,1849,0,263
1541,91,197,195,1849,0,263
1542,148,201,199,1899,0,263
1543,150,230,228,1903,0,263
1544,86,183,181,1891,0,263
1545,153,128,126,1869,0,263
1546,153,114,112,1869,0,263
1547,152,105,103,1883,0,263
1548,92,43,43,1893,0,263
1549,92,39,41,1845,0,263
1550,98,125,123,1895,0,263
1551,103,148,146,1896,0,263
1552,103,149,147,1896,0,263
1553,104,147,145,1897,0,263
1554,120,219,217,1877,0,263
1555,120,218,216,1877,0,263
1556,120,217,215,1877,0,263
1557,105,3,3,1898,0,263
1558,106,173,171,1873,0,263
1559,113,160,158,1853,0,263
1560,108,194,192,1889,0,263
1561,111,193,191,1859,0,263
1562,111,213,211,1902,0,263
1563,112,15,15,1875,0,263
1564,112,17,17,1875,0,263
1565,112,16,16,1875,0,263
1566,112,14,14,1875,0,263
1567,135,161,159,1866,0,263
1568,24,124,122,1901,0,263
1569,24,123,121,1901,0,263
1570,24,122,120,1901,0,263
1571,134,33,33,1907,0,263
1572,138,137,135,1871,0,263
1573,18,235,233,1900,0,263
1574,20,23,23,1908,0,263
1575,7,191,189,1359,0,31
1576,115,210,208,2698,0,215
1577,136,186,184,2698,0,252
1578,125,189,187,2698,0,234
1579,50,252,250,2698,0,90
1580,143,0,0,2698,0,42
1581,96,253,251,2698,0,169
1582,60,49,47,2698,0,114
1583,78,56,54,2698,0,142
1584,99,81,79,1636,0,174
1585,1,95,93,0,0,53
1586,101,168,166,2698,0,41
1587,52,244,242,2698,0,100
1588,0,112,110,95,0,268
1589,5,31,31,91,0,268
1590,5,30,30,91,0,268
1591,11,111,109,96,0,268
1592,9,73,71,115,0,268
1593,21,2,2,103,0,268
1594,10,154,152,118,0,268
1595,14,142,139,92,0,268
1596,12,143,140,92,0,268
1597,13,141,138,128,0,268
1598,17,113,111,124,0,268
1599,144,78,76,117,0,268
1600,144,77,75,144,0,268
1601,145,22,22,140,0,268
1602,145,21,21,139,0,268
1603,146,20,20,146,0,268
1604,22,86,84,108,0,268
1605,23,24,24,98,0,268
1606,1,97,94,86,0,268
1607,1,95,93,85,0,268
1608,2,98,96,87,0,268
1609,9,72,70,115,0,268
1610,26,69,67,115,0,268
1611,9,71,69,115,0,268
1612,141,103,101,99,0,268
1613,29,103,101,90,0,268
1614,30,106,104,100,0,268
1615,31,103,101,99,0,268
1616,31,108,106,101,0,268
1617,32,107,105,100,0,268
1618,47,58,56,111,0,268
1619,37,127,125,94,0,268
1620,38,88,86,109,0,268
1621,34,132,130,107,0,268
1622,36,134,132,106,0,268
1623,35,133,131,106,0,268
1624,51,79,77,120,0,268
1625,53,121,119,113,0,268
1626,54,155,153,118,0,268
1627,54,156,154,118,0,268
1628,55,158,156,131,0,268
1629,57,49,49,97,0,268
1630,65,64,62,145,0,268
1631,70,166,163,123,0,268
1632,80,207,205,105,0,268
1633,80,208,206,104,0,268
1634,80,209,207,104,0,268
1635,142,206,204,104,0,268
1636,78,180,178,125,0,268
1637,75,38,38,121,0,268
1638,75,40,39,119,0,268
1639,75,41,40,121,0,268
1640,75,37,36,121,0,268
1641,83,102,100,126,0,268
1642,87,171,169,141,0,268
1643,88,9,9,88,0,268
1644,90,196,194,93,0,268
1645,89,198,196,93,0,268
1646,91,197,195,93,0,268
1647,150,230,228,138,0,268
1648,86,183,181,129,0,268
1649,153,128,126,110,0,268
1650,153,114,112,110,0,268
1651,152,105,103,122,0,268
1652,92,43,43,130,0,268
1653,92,39,41,89,0,268
1654,103,148,146,132,0,268
1655,103,149,147,132,0,268
1656,104,147,145,133,0,268
1657,105,3,3,134,0,268
1658,106,173,171,114,0,268
1659,108,194,192,127,0,268
1660,111,193,191,102,0,268
1661,111,213,211,137,0,268
1662,112,15,15,116,0,268
1663,112,17,17,116,0,268
1664,112,16,16,116,0,268
1665,112,14,14,116,0,268
1666,24,124,122,136,0,268
1667,24,123,121,136,0,268
1668,24,122,120,136,0,268
1669,134,33,33,142,0,268
1670,138,137,135,112,0,268
1671,18,235,233,135,0,268
1672,20,23,23,143,0,268
1673,0,112,110,3141,0,282
1674,5,31,31,3137,0,282
1675,5,30,30,3137,0,282
1676,11,111,109,3142,0,282
1677,9,73,71,3164,0,282
1678,21,2,2,3150,0,282
1679,10,154,152,3168,0,282
1680,14,142,139,3138,0,282
1681,12,143,140,3138,0,282
1682,13,141,138,3180,0,282
1683,17,113,111,3175,0,282
1684,144,78,76,3166,0,282
1685,144,77,75,3199,0,282
1686,145,22,22,3195,0,282
1687,145,21,21,3194,0,282
1688,146,20,20,3201,0,282
1689,22,86,84,3157,0,282
1690,23,24,24,3145,0,282
1691,1,97,94,3132,0,282
1692,1,95,93,3131,0,282
1693,2,98,96,3133,0,282
1694,9,72,70,3164,0,282
1695,26,69,67,3164,0,282
1696,9,71,69,3164,0,282
1697,141,103,101,3146,0,282
1698,29,103,101,3136,0,282
1699,30,106,104,3147,0,282
1700,31,103,101,3146,0,282
1701,31,108,106,3148,0,282
1702,32,107,105,3147,0,282
1703,47,58,56,3160,0,282
1704,37,127,125,3140,0,282
1705,38,88,86,3158,0,282
1706,39,45,44,3177,0,282
1707,33,47,45,3153,0,282
1708,34,132,130,3155,0,282
1709,36,134,132,3154,0,282
1710,35,133,131,3154,0,282
1711,51,79,77,3170,0,282
1712,53,121,119,3162,0,282
1713,54,155,153,3168,0,282
1714,54,156,154,3168,0,282
1715,55,158,156,3184,0,282
1716,57,49,49,3144,0,282
1717,58,44,42,3182,0,282
1718,65,64,62,3200,0,282
1719,70,166,163,3174,0,282
1720,80,207,205,3152,0,282
1721,80,208,206,3151,0,282
1722,80,209,207,3151,0,282
1723,142,206,204,3151,0,282
1724,78,180,178,3176,0,282
1725,75,38,38,3171,0,282
1726,75,40,39,3169,0,282
1727,75,41,40,3171,0,282
1728,75,37,36,3171,0,282
1729,82,8,8,3172,0,282
1730,83,102,100,3178,0,282
1731,87,171,169,3196,0,282
1732,88,9,9,3134,0,282
1733,90,196,194,3139,0,282
1734,89,198,196,3139,0,282
1735,91,197,195,3139,0,282
1736,148,201,199,3189,0,282
1737,150,230,228,3193,0,282
1738,86,183,181,3181,0,282
1739,153,128,126,3159,0,282
1740,153,114,112,3159,0,282
1741,152,105,103,3173,0,282
1742,92,43,43,3183,0,282
1743,92,39,41,3135,0,282
1744,98,125,123,3185,0,282
1745,103,148,146,3186,0,282
1746,103,149,147,3186,0,282
1747,104,147,145,3187,0,282
1748,120,219,217,3167,0,282
1749,120,218,216,3167,0,282
1750,120,217,215,3167,0,282
1751,105,3,3,3188,0,282
1752,106,173,171,3163,0,282
1753,113,160,158,3143,0,282
1754,108,194,192,3179,0,282
1755,111,193,191,3149,0,282
1756,111,213,211,3192,0,282
1757,112,15,15,3165,0,282
1758,112,17,17,3165,0,282
1759,112,16,16,3165,0,282
1760,112,14,14,3165,0,282
1761,135,161,159,3156,0,282
1762,24,124,122,3191,0,282
1763,24,123,121,3191,0,282
1764,24,122,120,3191,0,282
1765,134,33,33,3197,0,282
1766,138,137,135,3161,0,282
1767,18,235,233,3190,0,282
1768,20,23,23,3198,0,282
1769,39,89,87,1204,0,78
1770,50,199,197,2698,0,92
1771,43,19,19,2698,0,71
1772,58,44,42,1437,0,112
1773,116,182,180,2698,0,226
1774,23,24,24,720,0,49
1775,77,241,239,2698,0,140
1776,0,112,110,2565,0,275
1777,5,31,31,2561,0,275
1778,5,30,30,2561,0,275
1779,11,111,109,2566,0,275
1780,9,73,71,2588,0,275
1781,21,2,2,2574,0,275
1782,10,154,152,2592,0,275
1783,14,142,139,2562,0,275
1784,12,143,140,2562,0,275
1785,13,141,138,2604,0,275
1786,17,113,111,2599,0,275
1787,144,78,76,2590,0,275
1788,144,77,75,2623,0,275
1789,145,22,22,2619,0,275
1790,145,21,21,2618,0,275
1791,146,20,20,2625,0,275
1792,22,86,84,2581,0,275
1793,23,24,24,2569,0,275
1794,1,97,94,2556,0,275
1795,1,95,93,2555,0,275
1796,2,98,96,2557,0,275
1797,9,72,70,2588,0,275
1798,26,69,67,2588,0,275
1799,9,71,69,2588,0,275
1800,141,103,101,2570,0,275
1801,29,103,101,2560,0,275
1802,30,106,104,2571,0,275
1803,31,103,101,2570,0,275
1804,31,108,106,2572,0,275
1805,32,107,105,2571,0,275
1806,47,58,56,2584,0,275
1807,37,127,125,2564,0,275
1808,38,88,86,2582,0,275
1809,39,45,44,2601,0,275
1810,33,47,45,2577,0,275
1811,34,132,130,2579,0,275
1812,36,134,132,2578,0,275
1813,35,133,131,2578,0,275
1814,51,79,77,2594,0,275
1815,53,121,119,2586,0,275
1816,54,155,153,2592,0,275
1817,54,156,154,2592,0,275
1818,55,158,156,2608,0,275
1819,57,49,49,2568,0,275
1820,58,44,42,2606,0,275
1821,65,64,62,2624,0,275
1822,70,166,163,2598,0,275
1823,80,207,205,2576,0,275
1824,80,208,206,2575,0,275
1825,80,209,207,2575,0,275
1826,142,206,204,2575,0,275
1827,78,180,178,2600,0,275
1828,75,38,38,2595,0,275
1829,75,40,39,2593,0,275
1830,75,41,40,2595,0,275
1831,75,37,36,2595,0,275
1832,82,8,8,2596,0,275
1833,83,102,100,2602,0,275
1834,87,171,169,2620,0,275
1835,88,9,9,2558,0,275
1836,90,196,194,2563,0,275
1837,89,198,196,2563,0,275
1838,91,197,195,2563,0,275
1839,148,201,199,2613,0,275
1840,150,230,228,2617,0,275
1841,86,183,181,2605,0,275
1842,153,128,126,2583,0,275
1843,153,114,112,2583,0,275
1844,152,105,103,2597,0,275
1845,92,43,43,2607,0,275
1846,92,39,41,2559,0,275
1847,98,125,123,2609,0,275
1848,103,148,146,2610,0,275
1849,103,149,147,2610,0,275
1850,104,147,145,2611,0,275
