row_id,name,startdate,enddate,description,offers,page_url
1715,225,565,512,939,0,225
1716,823,528,481,718,0,5065
1717,240,598,539,2130,0,2125
1718,973,312,300,4582,1,3589
1719,958,135,139,1854,1,2958
1720,607,161,267,1768,0,4520
1721,684,286,271,2010,1,2795
1722,1189,503,463,3574,0,3731
1723,1087,464,427,1647,1,2058
1724,539,452,415,2800,1,4485
1725,708,255,245,3948,1,5041
1726,481,213,211,1907,1,2793
1727,110,207,363,100,1,1709
1728,851,451,417,3253,0,1864
1729,1210,500,456,1054,0,124
1730,833,557,506,34,0,917
1731,762,498,463,2467,0,1214
1732,686,469,431,1860,1,2981
1733,1168,473,432,3553,0,1668
1734,130,350,426,1525,0,103
1735,785,459,580,2350,1,2235
1736,25,486,445,3292,1,502
1737,1100,509,469,4563,1,3438
1738,349,311,302,1156,1,937
1739,292,86,107,776,1,3396
1740,1064,402,370,2776,0,4190
1741,983,451,420,997,1,80
1742,707,216,250,306,1,699
1743,1142,332,315,3738,0,454
1744,113,242,232,1577,1,1083
1745,1082,463,430,563,0,4142
1746,155,197,194,2796,0,4311
1747,777,457,420,3998,1,5053
1748,1232,462,427,1791,0,1471
1749,28,183,189,4119,1,4904
1750,1022,463,427,4714,0,3658
1751,1138,445,415,3536,0,1621
1752,508,473,444,1636,0,2975
1753,140,219,216,309,1,1522
1754,693,265,257,4295,1,3195
1755,1200,241,230,1723,1,774
1756,319,619,558,849,0,1790
1757,155,197,194,2361,0,2261
1758,1211,151,150,539,0,2187
1759,1038,624,563,3170,0,3603
1760,396,367,347,2833,1,4242
1761,219,491,451,624,0,1747
1762,919,429,397,2991,0,2207
1763,1195,446,413,3319,0,773
1764,739,208,205,3193,0,1973
1765,663,450,415,2473,0,3836
1766,806,576,522,2545,0,715
1767,730,155,155,2144,0,4287
1768,1257,500,456,3557,0,2068
1769,233,501,461,3395,0,4893
1770,944,107,111,948,0,303
1771,775,637,577,4583,0,3293
1772,824,624,568,28,0,12
1773,839,493,451,1749,1,1967
1774,837,256,249,1050,0,162
1775,221,353,336,1838,0,2869
1776,309,461,427,3292,1,663
1777,316,346,325,3550,1,595
1778,930,485,445,4807,0,4081
1779,545,499,462,1698,0,1582
1780,588,497,454,1546,1,1922
1781,440,211,207,18,1,161
1782,1233,473,431,49,0,1646
1783,1316,635,576,2442,1,2188
1784,307,225,225,2715,0,1054
1785,1224,512,469,1296,0,1323
1786,261,449,415,712,1,4332
1787,527,317,462,1482,0,3801
1788,434,505,463,1136,1,1101
1789,5,518,475,646,0,1584
1790,1286,492,455,3848,0,2227
1791,128,134,138,251,0,3216
1792,1219,524,480,3679,1,466
1793,59,458,419,2704,0,2303
1794,645,438,403,1777,0,2706
1795,935,437,404,1943,0,1623
1796,509,187,185,56,0,864
1797,776,204,203,4643,0,4043
1798,1145,520,476,1905,0,3100
1799,824,624,568,4577,0,3163
1800,464,630,572,1993,0,1463
1801,777,457,420,2489,1,1956
1802,278,512,419,3406,0,628
1803,186,330,316,4691,0,3864
1804,874,279,488,1657,0,2234
1805,903,415,382,3663,0,1988
1806,1132,396,365,4775,0,3924
1807,781,377,351,4063,0,5132
1808,419,494,456,1163,1,896
1809,27,466,427,4387,0,3549
1810,556,192,190,4896,0,3760
1811,856,569,514,4440,0,3564
1812,311,462,474,1971,1,1550
1813,180,513,481,496,1,2321
1814,499,568,517,229,1,3442
1815,1096,322,306,3142,0,843
1816,672,486,446,1795,0,1194
1817,76,121,126,1010,0,190
1818,1055,456,419,573,0,1295
1819,658,513,469,4193,0,4806
1820,427,235,227,4401,0,3418
1821,434,505,463,4120,1,4950
1822,807,73,73,3317,0,805
1823,424,496,464,2124,0,2712
1824,403,467,432,4327,0,3174
1825,1207,247,237,3006,1,1452
1826,324,225,219,1014,1,2899
1827,339,601,543,1082,0,3903
1828,646,496,456,3632,1,661
1829,23,415,382,3743,1,1546
1830,334,474,446,1072,1,1794
1831,710,69,70,3772,0,5043
1832,94,499,463,4564,1,3162
1833,55,100,105,397,1,994
1834,141,587,535,2941,0,2854
1835,534,608,545,1488,1,3495
1836,727,424,394,4848,1,3679
1837,451,511,474,168,1,3206
1838,568,588,532,4897,0,3702
1839,821,623,563,2857,0,4558
1840,338,184,182,3785,0,637
1841,314,627,566,824,0,2728
1842,39,523,535,4794,0,4005
1843,1293,499,468,3786,0,537
1844,752,262,256,640,0,1631
1845,829,460,419,2249,0,2253
1846,105,453,415,477,0,2838
1847,442,61,60,3398,1,1439
1848,811,471,435,2104,0,2909
1849,839,493,451,4901,1,4060
1850,896,220,214,2642,0,109
1851,254,140,142,716,0,231
1852,563,418,386,4333,0,3196
1853,875,210,206,4547,0,3297
1854,716,169,166,2063,0,4269
1855,432,470,433,1517,1,1811
1856,1075,543,497,2779,1,4430
1857,1085,505,463,3428,1,1968
1858,978,413,383,1947,1,145
1859,414,455,423,516,0,2084
1860,965,337,324,3046,0,3082
1861,66,176,172,294,0,533
1862,314,627,566,4026,0,4750
1863,507,411,389,4821,0,3978
1864,882,44,43,2623,0,383
1865,547,387,360,300,0,5012
1866,1032,502,466,200,1,2385
1867,780,506,463,4123,0,4953
1868,513,161,267,131,0,2766
1869,362,511,468,3022,0,4407
1870,1158,450,414,3603,1,1493
1871,21,526,485,1731,0,478
1872,139,464,427,3001,1,1008
1873,568,588,532,1178,0,1171
1874,11,333,315,4559,0,3194
1875,11,333,315,192,0,512
1876,508,473,444,1634,0,1152
1877,1286,492,455,3851,0,138
1878,11,333,315,186,0,4704
1879,1075,543,497,2404,1,2380
1880,1286,492,455,3972,0,4791
1881,342,154,154,2267,1,1063
1882,316,346,325,2412,1,2283
1883,956,563,514,3057,1,3835
1884,1297,236,231,1543,1,96
1885,781,377,351,1274,0,1300
1886,1282,254,244,2295,0,2623
1887,1107,158,183,2922,1,3446
1888,387,171,168,4058,1,5137
1889,1144,370,348,3300,0,455
1890,1146,296,289,53,1,1305
1891,105,453,415,478,0,4862
1892,1082,463,430,4518,0,3147
1893,966,144,146,4217,1,4941
1894,92,546,497,2679,0,930
1895,829,460,419,3607,0,574
1896,1212,216,212,3626,0,2057
1897,223,358,339,660,0,2086
1898,105,453,415,479,0,996
1899,1099,378,357,4035,0,4692
1900,642,476,438,1856,1,2954
1901,193,334,367,74,1,4809
1902,971,464,433,3819,0,792
1903,325,461,424,1173,0,1057
1904,697,306,290,2139,0,2815
1905,1049,402,372,3622,1,1895
1906,113,242,232,1515,1,646
1907,519,24,23,3436,0,1905
1908,1305,378,358,2592,1,1970
1909,646,496,456,4619,1,3958
1910,343,451,418,2975,1,4429
1911,1013,365,347,1271,0,872
1912,375,481,440,1332,0,4411
1913,1135,406,376,205,1,5133
1914,690,458,422,1740,0,358
1915,1095,241,231,4554,1,3610
1916,227,591,535,3393,0,1691
1917,984,506,462,3123,0,2388
1918,766,466,433,2171,0,1634
1919,913,42,63,2665,0,2118
1920,443,254,244,3687,1,1081
1921,171,87,89,4109,0,4686
1922,260,538,495,3946,1,4804
1923,1243,391,442,3831,1,4677
1924,848,209,206,4506,0,3230
1925,440,211,207,4723,1,3811
1926,208,426,415,2981,1,517
1927,1123,322,314,3192,0,1177
1928,554,540,496,3442,0,1914
1929,726,5,3,4522,0,3531
1930,83,513,474,3369,0,1338
1931,1148,476,441,3938,1,5138
1932,301,244,259,3065,0,575
1933,710,69,70,3772,0,703
1934,1221,231,226,2334,1,2256
1935,165,360,343,586,0,4363
1936,196,339,323,768,0,1048
1937,401,513,477,1374,0,2441
1938,831,153,154,4660,1,3784
1939,541,630,569,4587,0,3770
1940,939,279,488,2483,0,1259
1941,851,451,417,1015,0,2405
1942,539,452,415,1701,1,2777
1943,1279,329,311,749,1,2677
1944,882,44,43,2623,0,4548
1945,1156,25,24,3812,0,2678
1946,375,481,440,1332,0,1520
1947,21,526,485,3060,0,4644
1948,1192,260,248,1359,0,1312
1949,269,491,463,4486,0,3388
1950,1075,543,497,989,1,283
1951,87,497,555,3370,1,1701
1952,976,128,133,4409,0,3591
1953,1291,372,353,2808,1,4339
1954,545,499,462,2161,0,2400
1955,467,228,236,1462,1,2979
1956,1013,365,347,3516,0,541
1957,1043,275,266,4514,1,3205
1958,842,62,62,2583,1,493
1959,1238,190,195,3318,1,1510
1960,41,467,432,3742,0,1379
1961,695,378,388,208,1,3833
1962,264,507,462,726,0,1679
1963,1236,358,339,3703,0,3129
1964,965,337,324,4147,0,5099
1965,1297,236,231,1544,1,3235
1966,730,155,155,2145,0,4802
1967,144,177,174,3378,0,1743
1968,860,237,233,3214,0,113
1969,35,300,287,3955,1,4998
1970,1159,572,517,3721,0,118
1971,695,378,388,3825,1,979
1972,410,198,194,4831,0,3753
1973,312,502,462,2736,1,4464
1974,507,411,389,1142,0,1151
1975,1,362,340,2721,1,4607
1976,1291,372,353,2369,1,2288
1977,336,348,328,819,0,2902
1978,1246,336,540,1941,1,650
1979,689,289,367,3961,1,4805
1980,1170,410,385,3217,0,2681
1981,816,505,462,1601,0,2622
1982,837,256,249,4434,0,3311
1983,874,279,488,1661,0,4285
1984,734,183,180,2155,1,2487
1985,1319,514,475,4352,0,3358
1986,1153,377,352,4785,0,4117
1987,734,183,180,2154,1,4538
1988,795,306,294,2861,1,4576
1989,179,606,543,1371,0,1739
1990,858,327,313,4664,0,3744
1991,245,471,433,4552,1,3149
1992,415,498,460,988,0,317
1993,518,98,102,3242,1,2985
1994,665,251,262,4032,0,4757
1995,562,516,472,4145,1,4685
1996,1274,626,564,3621,0,1759
1997,428,343,323,1491,0,4326
1998,1028,111,114,3169,0,501
1999,794,486,446,1138,0,943
2000,571,3,5,3292,1,1916
2001,415,498,460,4346,0,3154
2002,797,455,419,4673,1,4061
2003,969,442,409,1282,0,1265
2004,864,359,339,2217,1,1242
2005,626,83,85,3135,0,4244
2006,883,415,383,2085,0,3072
2007,1271,422,398,2596,0,1611
2008,575,56,56,1729,0,1918
2009,513,161,267,128,0,140
2010,1210,500,456,2888,0,4635
2011,821,623,563,4682,0,4054
2012,1015,191,189,3244,1,2764
2013,886,444,409,2636,0,3949
2014,1116,279,488,4869,0,3866
2015,1116,279,488,2885,0,4369
2016,1298,224,351,4417,1,3417
2017,720,79,80,4574,0,3529
2018,824,624,568,4133,0,5066
2019,652,445,414,1557,1,4451
2020,1019,496,456,4175,0,4681
2021,1132,396,365,3806,0,282
2022,511,43,42,3424,0,3683
2023,527,317,462,1482,0,4816
2024,168,487,466,346,0,4365
2025,75,605,550,437,1,1695
2026,351,611,548,3744,0,2752
2027,562,516,472,2939,1,35
2028,249,478,436,2263,0,2877
2029,1262,14,12,3559,0,3141
2030,561,351,353,2478,0,3000
2031,814,611,548,4773,0,4047
2032,642,476,438,2812,1,4453
2033,1050,453,427,3215,0,4528
2034,564,338,322,3070,0,4331
2035,463,513,468,3746,0,1467
2036,685,443,408,2015,0,4214
2037,387,171,168,3332,1,562
2038,1110,80,82,3533,0,4146
2039,1219,524,480,3677,1,3127
2040,607,161,267,1767,0,1192
2041,186,330,316,892,0,218
2042,57,130,134,398,1,1707
2043,294,211,203,4799,0,3806
2044,679,355,414,2952,1,4524
2045,1317,356,337,4236,0,4756
2046,651,205,204,2944,1,878
2047,693,265,257,3473,1,513
2048,730,155,155,2629,0,928
2049,1004,214,211,3141,0,4094
2050,693,265,257,958,1,55
2051,752,262,256,399,0,2421
2052,508,473,444,1635,0,4470
2053,347,359,339,1099,1,870
2054,792,562,514,2236,1,810
2055,433,335,323,3699,0,4132
2056,508,473,444,4407,0,3484
2057,804,267,257,26,0,136
2058,324,225,219,1013,1,4398
2059,797,455,419,4244,1,4842
2060,687,472,437,944,1,311
2061,97,583,529,288,0,1826
2062,1268,189,187,3949,1,5159
2063,37,474,433,3154,0,1253
2064,418,477,436,146,0,3687
2065,171,87,89,4768,0,3680
2066,276,7,9,702,0,4158
2067,613,182,248,1794,1,696
2068,994,350,412,2982,1,2010
2069,346,459,420,4770,0,3667
2070,1146,296,289,3799,1,456
2071,514,445,408,1663,0,1159
2072,1264,441,410,2709,0,1682
2073,692,240,213,1419,1,2983
2074,244,34,34,3345,1,1758
2075,1065,421,389,3523,0,3605
2076,1119,285,272,3265,0,764
2077,632,411,432,1988,1,3015
2078,558,475,440,933,0,149
2079,557,543,496,2287,0,2999
2080,933,352,334,16,1,2538
2081,1221,231,226,1291,1,1321
2082,849,97,98,2595,0,1451
2083,370,146,148,3433,1,1827
2084,686,469,431,4497,1,3487
2085,1040,386,363,1757,1,2020
2086,89,445,410,450,0,2800
2087,532,519,475,2365,1,2438
2088,277,393,363,3988,0,4902
2089,708,255,245,2259,1,3034
2090,228,484,447,2749,1,4195
2091,564,338,322,1376,0,337
2092,37,474,433,4399,0,3228
2093,734,183,180,2152,1,1210
2094,833,557,506,3718,0,130
2095,249,478,436,2712,0,1031
2096,595,372,348,3611,1,1689
2097,226,504,466,2329,1,2331
2098,500,568,517,4750,1,3931
2099,1307,461,427,3270,0,4111
2100,230,430,397,4271,1,3376
2101,875,210,206,3810,0,409
2102,227,591,535,1195,0,1114
2103,864,359,339,2605,1,2524
2104,841,369,348,2578,1,4152
2105,789,435,404,2518,0,5062
2106,924,216,329,3047,1,905
2107,744,311,297,3862,0,974
2108,423,374,354,1562,1,2986
2109,695,378,388,203,1,4335
2110,517,198,306,506,0,673
2111,965,337,324,3044,0,2545
2112,890,373,352,1307,0,4208
2113,744,311,297,96,0,2484
2114,218,481,445,652,1,3869
2115,1172,590,538,3373,1,2047
2116,35,300,287,1026,1,83
2117,756,586,530,3202,1,2946
2118,544,252,243,2321,1,2352
2119,798,123,163,3968,0,5072
2120,419,494,456,1470,1,4766
2121,218,481,445,894,1,223
2122,673,625,562,3879,0,3093
2123,1137,499,457,3165,1,4622
2124,221,353,336,895,0,224
2125,350,244,267,1119,1,3200
2126,123,480,440,4881,0,3848
2127,386,445,410,335,0,4416
2128,1207,247,237,2990,1,1453
2129,1044,455,419,3186,1,2023
2130,411,607,545,1447,0,2427
2131,626,83,85,3135,0,1447
2132,44,477,442,77,0,4299
2133,185,404,375,604,1,1459
2134,392,522,479,336,1,4456
2135,1090,435,404,598,0,2026
2136,1137,499,457,3163,1,2591
2137,658,513,469,2272,0,2241
2138,1254,641,581,3729,1,119
2139,511,43,42,3424,0,4179
2140,201,390,367,3000,0,4384
2141,512,370,358,3075,1,4476
2142,1036,377,353,1360,1,4610
2143,759,525,478,527,0,4039
2144,259,531,486,705,0,1769
2145,1317,356,337,3092,0,106
2146,534,608,545,1483,1,1167
2147,978,413,383,524,1,2548
2148,1064,402,370,3177,0,510
2149,180,513,481,41,1,1015
2150,627,597,539,940,0,350
2151,158,203,202,4517,0,3360
2152,534,608,545,1485,1,331
2153,430,492,457,4096,1,4928
2154,1179,41,40,3292,0,1395
2155,1253,459,427,1357,0,1454
2156,165,360,343,4861,0,3692
2157,689,289,367,1841,1,2780
2158,881,257,247,2493,1,5061
2159,190,384,360,2741,1,4375
2160,643,471,432,2710,0,877
2161,1298,224,351,4199,1,4924
2162,1122,235,238,3565,1,1519
2163,1265,443,410,722,0,1762
2164,815,502,462,2505,0,4714
2165,416,489,451,3589,1,1568
2166,489,576,522,1848,1,2922
2167,837,256,249,2858,0,4320
2168,434,505,463,344,1,4432
2169,802,382,358,2575,0,2526
2170,239,618,556,1563,0,969
2171,555,435,403,2775,1,4491
2172,303,251,247,4338,0,3223
2173,364,398,370,528,1,1652
2174,738,520,474,4765,0,4042
2175,1303,431,404,3893,0,3007
2176,545,499,462,1125,0,1156
2177,992,163,162,2705,0,2552
2178,950,266,255,3036,1,585
2179,215,331,314,3288,0,1021
2180,1194,477,437,2123,0,2602
2181,1307,235,227,3292,1,1462
2182,371,438,404,909,1,187
2183,1155,345,326,3301,0,2817
2184,1104,385,360,4359,0,3611
2185,362,511,468,4166,0,4922
2186,651,205,204,2946,1,2726
2187,1258,473,439,3558,1,1464
2188,89,445,410,4042,0,4824
2189,960,458,420,1228,1,1275
2190,513,161,267,134,0,3275
2191,1221,231,226,3705,1,4639
2192,293,426,397,780,0,2347
2193,639,350,332,4613,0,4017
2194,766,466,433,4456,0,3251
2195,501,380,358,1501,0,4412
2196,910,445,409,2270,0,3073
2197,853,240,237,4204,0,5055
2198,138,368,348,1872,1,2850
2199,607,161,267,4791,0,4022
2200,1011,185,183,548,1,4442
2201,673,625,562,237,0,3597
2202,1180,618,554,2698,0,2600
2203,1155,345,326,2884,0,4626
2204,822,471,433,902,0,391
2205,713,447,414,4226,1,5040
2206,507,411,389,872,0,323
2207,1131,303,294,68,0,3110
2208,297,347,327,641,1,2893
2209,754,305,293,2714,1,913
2210,51,464,426,1556,1,4354
2211,141,587,535,4655,0,3859
2212,2,32,32,2558,0,416
2213,472,463,427,1580,0,895
2214,286,317,351,1302,1,4217
2215,250,443,410,2202,0,2120
2216,980,519,475,1053,0,16
2217,167,359,344,594,0,1735
2218,1309,235,231,2425,0,2197
2219,106,488,458,476,1,1554
2220,1277,553,503,1364,0,4649
2221,970,117,129,3080,0,906
2222,45,38,41,379,0,4693
2223,887,442,405,277,0,5087
2224,293,426,397,783,0,3397
2225,479,496,458,4183,0,4990
2226,396,367,347,4222,1,4755
2227,1273,497,457,4763,0,3742
2228,238,542,495,691,0,1757
2229,89,445,410,880,0,160
2230,186,330,316,1835,0,2863
2231,473,476,439,1839,1,2965
2232,1054,426,414,1466,0,1577
2233,646,496,456,467,1,308
2234,315,549,501,830,1,3403
2235,627,597,539,1970,0,1927
2236,136,256,245,4688,1,3921
2237,592,479,441,3767,1,2456
2238,944,107,111,2358,0,2094
2239,59,458,419,3631,0,2839
2240,622,465,433,2850,1,4508
2241,131,395,366,3987,1,4814
2242,334,474,446,4210,1,4915
2243,1082,463,430,4902,0,4103
2244,845,230,222,2129,1,2516
2245,449,451,415,3585,0,1638
2246,189,345,327,3282,1,4156
2247,473,476,439,3394,1,1889
2248,1284,488,446,4786,0,4140
2249,465,403,377,1143,1,1109
2250,590,562,514,2713,0,1179
2251,939,279,488,2869,0,4594
2252,757,530,484,3478,0,712
2253,763,170,229,2165,0,2718
2254,616,444,415,4155,0,5021
2255,1096,322,306,3223,0,2029
2256,1042,417,389,3180,0,1475
2257,137,453,414,1623,0,2666
2258,645,438,403,3311,0,529
2259,333,431,398,1067,0,1793
2260,3,298,285,176,1,3215
2261,631,497,457,1976,0,2691
2262,1106,507,462,4221,1,5126
2263,354,359,337,915,1,275
2264,87,497,555,4898,1,3841
2265,952,290,276,1917,1,3081
2266,975,497,456,2008,1,1877
2267,28,183,189,984,1,244
2268,752,262,256,4589,0,3971
2269,573,315,299,2849,1,4497
2270,1,362,340,136,1,5111
2271,1225,432,404,3519,0,1372
2272,837,256,249,2482,0,955
2273,417,473,440,2275,0,2962
2274,701,534,489,2621,0,697
2275,1236,358,339,3703,0,3634
2276,703,528,481,2049,0,1443
2277,693,265,257,4797,1,3700
2278,577,620,558,1030,0,2247
2279,1224,512,469,1775,0,3131
2280,558,475,440,1676,0,4300
2281,561,351,353,3537,0,680
2282,364,398,370,3144,1,2333
2283,1112,527,480,1650,0,3107
2284,932,472,439,792,1,831
2285,468,486,447,4888,0,3950
2286,933,352,334,3923,1,4761
2287,151,441,410,3919,0,4868
2288,45,38,41,379,0,2126
2289,284,202,201,754,1,1516
2290,1186,474,432,3032,0,2050
2291,334,474,446,4630,1,3677
2292,424,496,464,2253,0,862
2293,883,415,383,4538,0,3574
2294,1180,618,554,3756,0,770
2295,542,445,414,1885,1,2755
2296,290,390,361,4073,1,4687
2297,1311,495,474,2098,1,2616
2298,342,154,154,3861,1,2358
2299,434,505,463,2135,1,2930
2300,443,254,244,1401,1,277
2301,1285,349,331,1042,1,484
2302,695,378,388,206,1,182
2303,216,270,262,3798,0,237
2304,657,500,463,4313,0,3452
2305,1226,468,466,8,0,3132
2306,449,451,415,2278,0,2743
2307,0,429,398,3,0,2707
2308,607,161,267,3977,0,5030
2309,318,139,143,837,0,1498
2310,1280,268,261,3437,1,2073
2311,1262,14,12,3559,0,814
2312,1042,417,389,4034,0,5117
2313,294,211,203,1802,0,4312
2314,1124,478,442,1232,0,1097
2315,947,564,510,3292,0,744
2316,1243,391,442,3830,1,500
2317,130,350,426,1524,0,2732
2318,14,471,433,3207,0,1279
2319,1025,464,426,4557,1,3601
2320,240,598,539,635,0,1374
2321,152,430,397,1192,0,1004
2322,1041,509,468,2346,0,2186
2323,245,471,433,3210,1,4144
2324,764,302,288,2825,0,4543
2325,27,466,427,2419,0,1224
2326,252,335,320,706,1,1033
2327,334,474,446,1069,1,1060
2328,339,601,543,1078,0,1062
2329,949,283,270,1900,0,2808
2330,1004,214,211,2876,0,4605
2331,41,467,432,3276,0,828
2332,334,474,446,1073,1,2901
2333,165,360,343,590,0,616
2334,539,452,415,4585,1,3788
2335,458,436,403,3468,0,1857
2336,969,442,409,1918,0,3083
2337,436,480,439,3205,0,273
2338,747,450,420,2224,0,660
2339,346,459,420,3285,0,804
2340,830,473,439,2891,0,4564
2341,354,359,337,1531,1,645
2342,574,520,475,1750,1,681
2343,148,498,457,1629,0,2703
2344,1262,14,12,3559,0,4167
2345,356,472,437,314,1,4700
2346,670,537,493,519,0,319
2347,952,290,276,2753,1,4597
2348,790,401,371,1264,0,1230
2349,325,461,424,843,0,3900
2350,969,442,409,1028,0,9
2351,403,467,432,2363,0,2110
2352,869,452,425,2839,1,4580
2353,656,150,151,1206,0,926
2354,549,221,215,2347,1,2444
2355,291,92,100,1368,1,1833
2356,311,462,474,4843,1,3896
2357,364,398,370,4125,1,4889
2358,1073,307,334,4197,0,5118
2359,757,530,484,1888,0,3041
2360,93,426,403,249,0,3453
2361,658,513,469,360,0,4293
2362,26,582,528,861,0,2604
2363,218,481,445,3386,1,619
2364,15,299,351,221,1,4294
2365,158,203,202,3842,0,1730
2366,766,466,433,2170,0,2738
2367,1021,136,140,2646,0,2561
2368,908,244,240,4617,0,4078
2369,240,598,539,2127,0,2669
2370,662,558,510,1626,1,2944
2371,189,345,327,4118,1,4887
2372,475,432,458,911,0,144
2373,1104,385,360,3235,0,444
2374,242,515,473,3279,1,4444
2375,706,246,240,25,0,97
2376,226,504,466,897,1,226
2377,1249,416,389,258,0,4127
2378,399,609,547,4819,0,3705
2379,547,387,360,264,0,3497
2380,1028,111,114,4647,0,3673
2381,744,311,297,3869,0,3828
2382,445,238,232,1535,1,4977
2383,1189,503,463,3574,0,2171
2384,576,470,433,107,0,2813
2385,424,496,464,1017,0,82
2386,223,358,339,662,0,3659
2387,354,359,337,1530,1,1079
2388,703,528,481,2046,0,2475
2389,1065,421,389,3523,0,2651
2390,37,474,433,3112,0,2716
2391,186,330,316,616,0,1350
2392,215,331,314,4752,0,3868
2393,308,230,223,1453,0,3944
2394,905,119,122,2662,1,737
2395,1137,499,457,3160,1,1527
2396,70,397,366,525,0,2307
2397,767,511,466,2470,1,3044
2398,564,338,322,3101,0,2445
2399,131,395,366,514,1,2845
2400,827,454,443,2523,0,879
2401,31,403,369,274,1,3899
2402,1023,98,102,285,0,65
2403,307,225,225,3026,0,573
2404,516,401,367,3768,0,671
2405,89,445,410,451,0,2296
2406,690,458,422,2548,0,3020
2407,969,442,409,349,0,4153
2408,19,621,559,502,0,2828
2409,491,435,404,1979,0,4188
2410,563,418,386,3691,0,4707
2411,875,210,206,4106,0,4813
2412,1240,466,433,1464,1,3476
2413,248,539,492,2746,1,4386
2414,727,424,394,3983,1,4961
2415,403,467,432,1198,0,819
2416,1170,410,385,3174,0,2137
2417,1045,249,238,2131,0,2576
2418,491,435,404,143,0,508
2419,713,447,414,1887,1,3033
2420,1179,41,40,4522,0,3201
2421,539,452,415,930,1,332
2422,662,558,510,4437,1,3457
2423,417,473,440,1467,0,1644
2424,46,380,356,339,1,780
2425,214,357,336,632,1,221
2426,1029,262,253,4412,0,3150
2427,671,491,453,4267,0,3515
2428,1296,495,457,3873,1,2831
2429,102,121,125,417,0,2299
2430,864,359,339,2604,1,5077
2431,1023,98,102,4245,0,4720
2432,155,197,194,4021,0,4818
2433,913,42,63,2665,0,1254
2434,1169,93,77,3292,0,2043
2435,1195,446,413,4014,0,5144
2436,276,7,9,702,0,15
2437,698,112,115,293,0,1378
2438,972,483,446,3085,1,2004
2439,1131,303,294,67,0,1299
2440,126,391,363,3911,1,4736
2441,472,463,427,4858,0,3756
2442,420,316,302,4654,1,3986
2443,1159,572,517,1107,0,2748
2444,778,446,415,3997,0,4669
2445,194,1,1,1122,1,1103
2446,191,261,252,4504,1,3455
2447,604,464,425,2586,1,1648
2448,294,211,203,1804,0,2263
2449,1293,499,468,4247,0,4743
2450,1232,462,427,3932,0,4974
2451,138,368,348,2381,1,2310
2452,336,348,328,4130,0,4916
2453,826,490,450,2561,0,2509
2454,364,398,370,4620,1,3872
2455,207,525,490,2936,1,243
2456,588,497,454,1928,1,3008
2457,1115,544,497,3590,1,1947
2458,1110,80,82,2086,0,2630
2459,1057,164,164,4871,1,3701
2460,303,251,247,903,0,79
2461,69,469,440,512,1,1645
2462,152,430,397,556,0,1429
2463,242,515,473,4635,1,3941
2464,670,537,493,773,0,951
2465,491,435,404,4522,0,3432
2466,708,255,245,1047,1,365
2467,1178,470,433,3451,0,4986
2468,262,514,474,36,0,1035
2469,578,52,51,1747,0,1404
2470,911,616,553,4379,0,3250
2471,671,491,453,4787,0,4016
2472,689,289,367,4266,1,3520
2473,180,513,481,2989,1,1740
2474,878,532,487,2535,1,2529
2475,652,445,414,4071,1,4660
2476,586,8,7,3412,1,3503
2477,584,518,474,4176,0,4803
2478,1112,527,480,1653,0,1477
2479,713,447,414,3475,1,1509
2480,1214,472,439,1781,0,1149
2481,557,543,496,193,0,3996
2482,987,320,308,4041,0,5104
2483,879,325,309,1897,0,3071
2484,283,262,420,4864,0,3652
2485,99,480,443,1162,0,846
2486,290,390,361,3453,1,1777
2487,6,470,440,2978,0,447
2488,984,506,462,4162,0,4836
2489,375,481,440,1332,0,2362
2490,948,418,388,3339,1,2001
2491,819,518,477,3485,1,1846
2492,21,526,485,4122,0,5155
2493,1056,458,427,2878,0,4261
2494,935,437,404,254,0,3736
2495,1200,241,230,1722,1,3123
2496,1003,10,6,2972,1,4037
2497,568,588,532,1728,0,515
2498,568,588,532,4029,0,4709
2499,1209,530,484,3671,0,1523
2500,1144,370,348,3298,0,2594
2501,789,435,404,2519,0,4053
2502,180,513,481,551,1,2861
2503,276,7,9,702,0,495
2504,593,133,151,3447,1,1481
2505,956,563,514,3053,1,2550
2506,802,382,358,2577,0,3065
2507,890,373,352,236,0,64
2508,939,279,488,2460,0,2542
2509,248,539,492,2486,1,1042
2510,588,497,454,2444,1,2452
2511,1187,238,230,4228,1,4923
2512,823,528,481,2745,0,4560
2513,825,348,466,3486,1,1963
2514,270,129,133,4292,0,3387
2515,0,429,398,7,0,4733
2516,215,331,314,4578,0,3369
2517,7,547,499,845,0,768
2518,774,580,549,2186,0,954
2519,667,279,488,1884,0,2772
2520,893,116,119,1958,0,1985
2521,743,513,479,2429,1,2098
2522,1131,303,294,72,0,5130
2523,614,264,254,1800,1,2472
2524,605,410,380,246,0,3472
2525,906,451,415,234,0,2658
2526,1143,282,268,2675,0,4624
2527,1099,378,357,991,0,446
2528,1269,236,225,329,1,4648
2529,1314,592,535,731,0,3837
2530,24,345,327,2281,0,1280
2531,874,279,488,4516,0,3282
2532,62,126,131,3914,0,4796
2533,126,391,363,3375,1,531
2534,524,217,212,1684,1,2987
2535,1052,411,376,3095,0,427
2536,1050,453,427,3215,0,2476
2537,340,131,135,1090,1,3905
2538,234,402,377,681,0,1883
2539,913,42,63,2665,0,739
2540,1100,509,469,218,1,2100
2541,1316,635,576,4636,1,3747
2542,642,476,438,4507,1,3467
2543,936,120,123,1009,1,142
2544,1084,172,170,4529,1,3444
