recipeinstructions,author,recipeingredient,datepublished,recipeyield,preptime,cooktime,recipecategory,recipecuisine,nutrition,datemodified
0,0,-1,51,837,844,863,888,664,-1,372
0,0,-1,51,838,845,864,889,664,-1,372
0,0,-1,51,839,846,865,890,664,-1,372
0,0,-1,51,840,847,-1,891,664,-1,372
0,0,-1,51,840,848,-1,891,664,-1,373
0,0,-1,51,841,849,866,892,664,-1,374
0,0,-1,51,842,849,867,893,664,-1,374
0,0,-1,51,842,850,868,894,664,-1,375
0,0,-1,51,843,851,-1,895,665,-1,376
0,0,-1,51,844,852,869,896,666,-1,376
0,0,-1,51,844,853,-1,897,666,-1,376
0,0,-1,51,845,854,-1,898,667,-1,376
0,0,-1,51,846,855,870,899,668,-1,377
0,0,-1,51,847,855,871,899,669,-1,378
0,0,-1,51,848,855,872,900,670,-1,378
0,0,-1,51,849,855,873,901,671,-1,378
0,0,-1,51,850,856,874,902,671,-1,379
0,0,-1,51,851,857,875,903,672,-1,380
0,0,-1,52,852,-1,-1,904,673,-1,380
0,0,-1,53,853,858,-1,905,673,-1,380
0,0,-1,53,854,858,876,906,673,-1,380
0,0,-1,53,855,859,877,907,673,-1,380
0,0,-1,53,856,860,878,908,673,-1,380
0,0,-1,53,857,861,879,908,674,-1,380
0,0,-1,53,857,862,880,908,675,-1,380
0,0,-1,53,858,863,881,909,675,-1,380
0,0,-1,53,-1,864,882,910,676,-1,381
0,0,-1,53,859,865,883,911,677,-1,382
0,0,-1,53,860,866,884,912,678,-1,382
0,0,-1,53,861,867,885,912,679,-1,382
0,0,-1,53,862,868,886,913,680,-1,382
0,0,-1,53,862,868,886,914,681,-1,382
0,0,-1,53,863,869,886,915,682,-1,382
0,0,-1,53,863,870,887,916,683,-1,382
0,0,-1,53,864,871,887,917,683,-1,382
0,0,-1,53,865,872,888,918,683,-1,382
0,0,-1,53,866,872,889,919,684,-1,382
0,0,-1,53,866,873,889,920,685,-1,382
0,0,-1,53,-1,874,890,-1,-1,-1,383
0,0,-1,53,867,875,890,921,685,-1,384
0,0,-1,53,868,875,891,922,685,-1,384
0,0,-1,53,869,876,-1,923,685,-1,384
0,0,-1,53,870,877,892,924,686,-1,384
0,0,-1,53,-1,877,893,925,-1,-1,385
0,0,-1,53,871,878,894,-1,687,-1,386
0,0,-1,53,872,878,895,926,688,-1,387
0,0,-1,53,873,879,896,927,688,-1,387
0,0,-1,53,874,880,897,928,688,-1,388
0,0,-1,53,874,881,898,929,688,-1,389
0,0,-1,53,875,881,899,930,688,-1,389
0,0,-1,53,876,881,900,931,688,-1,389
0,0,-1,53,877,882,901,932,688,-1,389
0,0,-1,53,878,882,902,932,689,-1,390
0,0,-1,53,879,882,903,932,690,-1,391
0,0,-1,53,879,883,904,933,691,-1,391
0,0,-1,53,880,884,905,934,692,-1,392
0,0,-1,53,881,884,905,935,693,-1,393
0,0,-1,53,882,885,906,936,694,-1,393
0,0,-1,53,883,886,907,937,695,-1,393
0,0,-1,53,-1,887,908,-1,-1,-1,394
0,0,-1,53,884,888,909,938,695,-1,395
0,0,-1,53,885,889,910,939,695,-1,395
0,0,-1,53,886,889,911,940,696,-1,395
0,0,-1,53,-1,890,-1,941,-1,-1,396
0,0,-1,53,887,891,912,942,697,-1,397
0,0,-1,53,888,891,-1,943,697,-1,397
0,0,-1,53,-1,892,-1,-1,-1,-1,398
0,0,-1,53,-1,892,-1,944,-1,-1,399
0,0,-1,53,889,892,-1,945,697,-1,399
0,0,-1,53,-1,893,913,946,-1,-1,400
0,0,-1,53,890,894,914,947,698,-1,401
0,0,-1,53,891,894,915,947,699,-1,402
0,0,-1,53,892,895,916,947,700,-1,403
0,0,-1,53,893,896,-1,948,700,-1,403
0,0,-1,53,894,897,917,949,700,-1,403
0,0,-1,53,895,898,918,950,700,-1,403
0,0,-1,53,896,899,919,951,701,-1,404
0,0,-1,53,897,900,920,952,702,-1,405
0,0,-1,53,898,901,921,953,702,-1,405
0,0,-1,53,899,901,-1,953,702,-1,405
0,0,-1,53,900,902,922,953,702,-1,405
0,0,-1,53,901,903,923,954,703,-1,405
0,0,-1,53,902,904,924,954,704,-1,405
0,0,-1,53,-1,905,925,955,705,-1,406
0,0,-1,53,903,906,926,956,706,-1,407
0,0,-1,53,904,906,927,957,707,-1,407
0,0,-1,53,905,907,928,958,708,-1,407
0,0,-1,54,906,907,-1,959,709,-1,407
0,0,-1,55,907,908,-1,960,710,-1,407
0,0,-1,55,908,908,929,961,711,-1,407
0,0,-1,55,909,909,-1,962,712,-1,407
0,0,-1,55,910,910,930,963,713,-1,408
0,0,-1,55,911,911,931,963,714,-1,409
0,0,-1,55,-1,912,932,-1,-1,-1,410
0,0,-1,55,912,912,933,964,715,-1,411
0,0,-1,55,913,912,934,-1,-1,-1,412
0,0,-1,55,-1,912,935,-1,-1,-1,412
0,0,-1,55,914,913,936,964,716,-1,413
0,0,-1,55,914,913,-1,965,716,-1,413
0,0,-1,55,914,914,936,966,717,-1,413
0,0,-1,55,915,914,937,967,718,-1,413
0,0,-1,55,916,915,938,968,718,-1,413
0,0,-1,55,917,915,939,969,719,-1,413
0,0,-1,56,918,916,-1,970,720,-1,413
0,0,-1,57,919,917,940,971,721,-1,414
0,0,-1,57,920,918,941,972,722,-1,415
0,0,-1,57,921,919,942,973,723,-1,415
0,0,-1,57,922,920,943,974,724,-1,415
0,0,-1,57,923,920,944,974,725,-1,415
0,0,-1,57,923,921,945,975,726,-1,415
0,0,-1,57,923,922,946,976,726,-1,415
0,0,-1,57,923,923,947,977,727,-1,415
0,0,-1,57,923,923,948,978,728,-1,415
0,0,-1,57,924,924,949,979,729,-1,415
0,0,-1,58,925,925,950,980,730,-1,415
0,0,-1,59,926,926,951,981,731,-1,415
0,0,-1,59,927,927,952,982,732,-1,415
0,0,-1,59,928,928,953,983,732,-1,415
0,0,-1,59,928,929,954,983,733,-1,415
0,0,-1,59,929,930,955,983,734,-1,415
0,0,-1,59,930,931,-1,984,735,-1,415
0,0,-1,59,931,931,956,-1,-1,-1,416
0,0,-1,59,932,932,-1,985,735,-1,417
0,0,-1,59,932,933,956,986,735,-1,417
0,0,-1,59,-1,933,957,987,-1,-1,418
0,0,-1,59,-1,934,958,988,-1,-1,419
0,0,-1,59,933,935,959,989,736,-1,419
0,0,-1,59,934,936,959,989,737,-1,419
0,0,-1,59,935,937,960,990,738,-1,419
0,0,-1,59,936,938,961,991,739,-1,419
0,0,-1,59,937,939,962,992,739,-1,419
0,0,-1,59,938,940,963,993,740,-1,420
0,0,-1,59,939,940,964,993,741,-1,421
0,0,-1,59,940,941,965,994,741,-1,421
0,0,-1,59,941,942,-1,995,-1,-1,421
0,0,-1,59,942,942,966,996,741,-1,421
0,0,-1,59,-1,943,966,997,-1,-1,422
0,0,-1,59,-1,943,967,-1,-1,-1,422
0,0,-1,59,943,944,-1,998,742,-1,423
0,0,-1,59,944,944,968,999,743,-1,423
0,0,-1,59,945,945,-1,1000,744,-1,423
0,0,-1,59,-1,946,969,1001,-1,-1,424
0,0,-1,59,946,946,970,1002,744,-1,425
0,0,-1,59,946,947,971,1002,745,-1,425
0,0,-1,59,947,948,-1,1003,746,-1,425
0,0,-1,59,-1,948,972,1004,747,-1,426
0,0,-1,59,948,949,973,1005,748,-1,427
0,0,-1,59,949,949,974,1006,748,-1,427
0,0,-1,59,949,950,975,1007,748,-1,427
0,0,-1,59,950,951,-1,1008,748,-1,427
0,0,-1,59,951,951,976,1009,748,-1,428
0,0,-1,59,952,952,976,1009,749,-1,429
0,0,-1,59,953,952,977,1009,750,-1,429
0,0,-1,59,954,953,978,1009,750,-1,429
0,0,-1,59,954,953,979,1009,750,-1,429
0,0,-1,59,955,954,-1,1010,750,-1,429
0,0,-1,59,956,955,980,1011,750,-1,429
0,0,-1,59,957,956,981,1012,750,-1,429
0,0,-1,60,958,957,982,1013,750,-1,429
0,0,-1,61,959,958,983,1014,751,-1,430
0,0,-1,61,-1,959,984,-1,-1,-1,431
0,0,-1,61,960,960,985,1015,752,-1,432
0,0,-1,61,961,961,986,1016,753,-1,432
0,0,-1,61,961,962,987,1016,754,-1,432
0,0,-1,61,961,962,988,-1,755,-1,432
0,0,-1,61,-1,963,989,1017,-1,-1,433
0,0,-1,61,962,964,990,1018,756,-1,434
0,0,-1,61,963,965,990,1019,-1,-1,435
0,0,-1,61,964,966,991,1020,757,-1,436
0,0,-1,61,965,967,992,1020,758,-1,436
0,0,-1,61,966,967,993,1021,759,-1,436
0,0,-1,61,967,968,-1,1022,760,-1,437
0,0,-1,61,968,969,-1,1023,761,-1,438
0,0,-1,61,969,970,994,1024,761,-1,438
0,0,-1,61,970,970,995,1025,761,-1,438
0,0,-1,61,971,971,996,1026,761,-1,438
0,0,-1,61,972,972,-1,1027,761,-1,438
0,0,-1,61,973,973,997,1028,761,-1,438
0,0,-1,61,974,974,998,1028,761,-1,438
0,0,-1,61,975,975,999,1029,761,-1,438
0,0,-1,61,976,976,1000,1030,761,-1,438
0,0,-1,61,977,977,1001,1031,761,-1,438
0,0,-1,61,978,978,1002,1032,762,-1,438
0,0,-1,61,979,979,1003,1033,763,-1,438
0,0,-1,61,-1,980,1004,1034,764,-1,439
0,0,-1,61,980,981,1005,1035,765,-1,440
0,0,-1,61,981,982,1006,1036,766,-1,440
0,0,-1,61,982,982,1007,1037,767,-1,440
0,0,-1,61,983,983,1008,-1,-1,-1,441
0,0,-1,61,984,984,-1,1038,768,-1,442
0,0,-1,61,-1,985,1009,-1,-1,-1,443
0,0,-1,61,-1,-1,-1,1039,769,-1,443
0,0,-1,62,985,986,-1,1040,770,-1,444
0,0,-1,63,986,987,1010,1041,771,-1,444
0,0,-1,63,987,987,1011,1042,772,-1,445
0,0,-1,63,-1,-1,-1,1043,-1,-1,446
0,0,-1,63,988,987,1011,1044,773,-1,447
0,0,-1,63,989,987,1012,1045,774,-1,447
0,0,-1,63,-1,988,1013,-1,-1,-1,448
0,0,-1,63,990,989,1014,1046,774,-1,449
0,0,-1,63,991,989,1015,1047,775,-1,449
0,0,-1,63,992,989,1016,1048,776,-1,449
0,0,-1,63,993,989,1017,1049,777,-1,449
0,0,-1,63,994,990,1018,1050,778,-1,449
0,0,-1,63,995,991,1019,1051,779,-1,449
0,0,-1,63,996,992,1020,1052,780,-1,449
0,0,-1,63,997,993,-1,1053,781,-1,450
0,0,-1,63,998,993,1021,1054,782,-1,451
0,0,-1,63,999,993,1022,1055,783,-1,451
0,0,-1,63,1000,994,1023,1056,784,-1,452
0,0,-1,63,1001,995,1024,1057,-1,-1,453
0,0,-1,63,1002,996,-1,1058,784,-1,453
0,0,-1,63,1003,996,1025,1059,785,-1,453
0,0,-1,63,1003,996,1026,1060,786,-1,453
0,0,-1,63,1004,997,1027,1061,787,-1,453
0,0,-1,63,1005,998,1028,1062,787,-1,453
0,0,-1,63,1006,999,1029,1063,788,-1,453
0,0,-1,63,1006,999,1029,1064,789,-1,453
0,0,-1,63,1007,1000,1029,1065,790,-1,454
0,0,-1,63,1008,1001,1030,1066,791,-1,455
0,0,-1,63,1009,1001,1031,1066,792,-1,455
0,0,-1,63,1009,1001,1032,1066,793,-1,455
0,0,-1,63,1010,1002,-1,1067,793,-1,455
0,0,-1,63,1011,1003,1033,1068,794,-1,455
0,0,-1,63,1012,1004,1034,1069,795,-1,455
0,0,-1,63,1013,1004,1034,1070,795,-1,455
0,0,-1,63,1013,1005,1035,1071,796,-1,455
0,0,-1,63,1013,1006,1036,1072,797,-1,455
0,0,-1,63,1014,1007,1037,1073,798,-1,455
0,0,-1,63,1014,1008,1038,1074,799,-1,455
0,0,-1,63,-1,1009,1039,-1,-1,-1,456
0,0,-1,63,1015,1010,1040,1075,800,-1,457
0,0,-1,63,1016,1011,1040,1076,801,-1,457
0,0,-1,63,1017,1011,1041,1077,-1,-1,457
0,0,-1,63,-1,-1,-1,1078,802,-1,458
0,0,-1,63,-1,-1,-1,1078,-1,-1,459
0,0,-1,63,1018,1011,-1,1079,803,-1,460
0,0,-1,63,1019,1012,1042,1080,804,-1,460
0,0,-1,63,1020,1013,-1,1081,805,-1,460
0,0,-1,63,1021,1014,1043,1082,806,-1,460
0,0,-1,63,-1,1015,1044,-1,-1,-1,461
0,0,-1,64,1022,1015,1045,1083,-1,-1,461
0,0,-1,65,1023,1016,1046,1084,807,-1,462
0,0,-1,66,1024,1017,1047,1084,808,-1,462
0,0,-1,67,1025,1018,-1,1085,808,-1,462
0,0,-1,67,1026,1019,1048,1086,808,-1,462
0,0,-1,67,1027,1020,1049,1087,809,-1,463
0,0,-1,67,-1,1020,1050,1088,809,-1,463
0,0,-1,67,1028,1021,1051,1089,810,-1,464
0,0,-1,67,1029,1022,1052,1089,811,-1,464
0,0,-1,67,1030,1022,1053,1090,812,-1,464
0,0,-1,67,1031,1022,1054,1091,812,-1,465
0,0,-1,67,1032,1023,-1,1092,812,-1,465
0,0,-1,67,1033,1024,1055,1093,812,-1,466
0,0,-1,67,1034,1024,1056,1094,812,-1,466
0,0,-1,67,1035,1025,1057,1095,812,-1,466
0,0,-1,67,1036,1026,1058,1096,812,-1,466
0,0,-1,67,1036,1026,-1,1097,813,-1,466
0,0,-1,67,1037,1027,1059,1098,814,-1,466
0,0,-1,67,1038,1027,-1,1099,815,-1,466
0,0,-1,67,1039,1028,1060,1100,815,-1,466
0,0,-1,67,1040,1029,1060,1101,815,-1,466
0,0,-1,67,1041,1030,-1,1102,815,-1,466
0,0,-1,67,1042,1030,1061,1103,816,-1,466
0,0,-1,67,1043,1031,1062,1104,817,-1,466
0,0,-1,67,1044,1032,1063,1105,818,-1,466
0,0,-1,67,1045,1033,1064,1106,818,-1,466
0,0,-1,67,1046,1034,1065,1107,-1,-1,466
0,0,-1,67,-1,1034,1066,1108,-1,-1,467
0,0,-1,67,1047,1034,1067,1109,819,-1,468
0,0,-1,67,1048,1035,1068,1109,820,-1,468
0,0,-1,67,1048,1036,1069,1109,821,-1,468
0,0,-1,67,1049,1036,1070,1110,821,-1,468
0,0,-1,67,1050,1036,1071,1111,821,-1,468
0,0,-1,67,1051,1037,1072,1112,821,-1,468
0,0,-1,67,1052,1037,1073,1113,822,-1,469
0,0,-1,67,1053,1038,1074,1114,823,-1,470
0,0,-1,67,1054,1039,-1,1115,824,-1,470
0,0,-1,67,1055,1040,1075,1116,824,-1,470
0,0,-1,67,1056,1041,1076,1117,824,-1,470
0,0,-1,67,1057,1042,1077,1117,825,-1,471
0,0,-1,67,1057,1042,1078,1117,825,-1,472
0,0,-1,68,1058,1043,-1,1118,826,-1,472
0,0,-1,69,1059,1044,1079,1119,826,-1,472
0,0,-1,69,-1,1045,1080,1120,-1,-1,473
0,0,-1,69,1060,1046,1081,1121,826,-1,474
0,0,-1,69,1061,1047,1082,1122,826,-1,475
0,0,-1,69,1062,1048,1083,1123,826,-1,476
0,0,-1,69,-1,-1,-1,1124,827,-1,477
0,0,-1,69,1063,1049,1084,1125,828,-1,478
0,0,-1,69,1064,1049,1085,1126,829,-1,478
0,0,-1,69,1065,1050,1086,1127,830,-1,478
0,0,-1,69,1066,1051,1087,1128,831,-1,478
0,0,-1,69,1067,1052,-1,1129,832,-1,478
0,0,-1,69,1068,1052,-1,1130,832,-1,478
0,0,-1,69,1068,1052,-1,1131,833,-1,478
0,0,-1,69,1069,1052,-1,1132,833,-1,478
0,0,-1,70,1070,1053,1088,1133,833,-1,478
0,0,-1,71,1071,1053,1089,1134,834,-1,478
0,0,-1,71,1072,1054,-1,1135,835,-1,478
0,0,-1,71,-1,1055,1090,1136,836,-1,479
0,0,-1,71,1073,1056,1091,1137,837,-1,480
0,0,-1,71,1074,1057,1092,1138,838,-1,480
0,0,-1,71,1075,1058,1093,1139,838,-1,480
0,0,-1,71,1076,1059,1094,-1,-1,-1,481
0,0,-1,71,-1,1060,1095,-1,-1,-1,481
0,0,-1,71,-1,1061,1096,-1,-1,-1,481
0,0,-1,72,1077,1061,1097,1140,838,-1,482
0,0,-1,73,1078,1062,1098,1141,838,-1,482
0,0,-1,73,1079,1063,1098,1142,838,-1,482
0,0,-1,73,1080,1063,-1,1143,839,-1,483
0,0,-1,73,1081,1064,1099,1144,840,-1,484
0,0,-1,73,1081,1065,1100,1145,840,-1,484
0,0,-1,73,1081,1065,1101,1146,841,-1,484
0,0,-1,73,-1,1066,-1,1147,-1,-1,485
0,0,-1,73,1082,1066,1102,1148,842,-1,486
0,0,-1,73,1083,1067,1103,1148,843,-1,486
0,0,-1,73,1083,1068,1104,1148,844,-1,486
0,0,-1,73,-1,1069,1105,-1,-1,-1,487
0,0,-1,73,1084,1070,1106,1149,845,-1,488
0,0,-1,73,-1,1071,1107,-1,-1,-1,489
0,0,-1,73,1085,1072,1108,1150,846,-1,490
0,0,-1,73,1086,1073,-1,1151,847,-1,490
0,0,-1,73,-1,1074,-1,1152,-1,-1,491
0,0,-1,73,1087,1075,1109,1153,848,-1,492
0,0,-1,73,1088,1076,-1,1154,849,-1,492
0,0,-1,73,-1,1077,1110,-1,849,-1,492
0,0,-1,73,1089,1078,1111,1155,849,-1,492
0,0,-1,73,1090,1079,1112,1156,850,-1,492
0,0,-1,73,1091,1080,1113,1157,851,-1,493
0,0,-1,73,1092,1081,1114,1158,852,-1,494
0,0,-1,73,1093,1082,1115,1159,853,-1,494
0,0,-1,73,1094,1083,1116,1160,854,-1,494
0,0,-1,73,1095,1084,-1,1161,854,-1,495
0,0,-1,73,1096,1084,1117,1162,854,-1,496
0,0,-1,73,1097,1085,-1,1163,-1,-1,496
0,0,-1,73,1098,1086,1118,1164,854,-1,496
0,0,-1,73,1098,1087,1119,1165,855,-1,496
0,0,-1,73,1099,1088,-1,1166,856,-1,496
0,0,-1,73,1100,1089,1120,1167,857,-1,496
0,0,-1,73,1101,1090,-1,1168,858,-1,496
0,0,-1,73,1102,1091,1121,1169,858,-1,496
0,0,-1,73,1103,1091,1122,1170,858,-1,496
0,0,-1,73,-1,-1,-1,1171,-1,-1,497
0,0,-1,73,1104,1092,1123,1171,859,-1,498
0,0,-1,73,1105,1093,1124,1172,860,-1,499
0,0,-1,73,1106,1094,1125,1173,860,-1,500
0,0,-1,73,1107,1095,1125,1174,861,-1,501
0,0,-1,73,1108,1096,1126,1175,862,-1,501
0,0,-1,73,1109,1097,1127,1176,863,-1,502
0,0,-1,73,1110,1098,-1,1177,864,-1,503
0,0,-1,73,1111,1099,-1,1178,864,-1,503
0,0,-1,73,1112,1100,1128,1179,865,-1,503
0,0,-1,73,1113,1101,1129,1180,866,-1,503
0,0,-1,73,1114,1102,1130,1180,867,-1,503
0,0,-1,73,1114,1103,1131,1181,867,-1,503
0,0,-1,73,1115,1104,1132,1182,867,-1,503
0,0,-1,73,1116,1105,1133,-1,868,-1,503
0,0,-1,73,-1,-1,-1,1183,-1,-1,504
0,0,-1,73,-1,1106,1134,-1,-1,-1,505
0,0,-1,73,1117,1106,1135,1184,869,-1,506
0,0,-1,73,1118,1107,1136,1184,870,-1,507
0,0,-1,73,1119,1108,1137,1184,871,-1,507
0,0,-1,73,1120,1109,1138,1185,871,-1,508
0,0,-1,73,1121,1110,1139,1186,872,-1,508
0,0,-1,73,1121,1111,1140,-1,-1,-1,509
0,0,-1,73,1121,1112,1141,1186,872,-1,510
0,0,-1,73,1122,1113,1142,1187,872,-1,510
0,0,-1,73,1123,1114,1143,1188,872,-1,510
0,0,-1,73,1124,1115,-1,1189,873,-1,510
0,0,-1,73,1125,1116,-1,1190,874,-1,510
0,0,-1,73,1126,1116,1144,1191,874,-1,510
0,0,-1,73,1127,1117,1145,1192,875,-1,510
0,0,-1,73,1128,1118,1146,1193,876,-1,511
0,0,-1,73,1129,1119,1147,1194,876,-1,512
0,0,-1,74,1129,1120,1148,1195,876,-1,512
0,0,-1,75,1130,1121,1149,1196,876,-1,512
0,0,-1,75,1131,1122,1150,1197,-1,-1,512
0,0,-1,75,1132,1123,1151,1197,876,-1,512
0,0,-1,75,1133,1124,1152,1197,876,-1,512
0,0,-1,76,1134,1125,1153,1198,-1,-1,512
0,0,-1,77,1135,1126,1154,1199,877,-1,512
0,0,-1,77,1136,1127,1155,1200,878,-1,512
0,0,-1,77,1137,1128,1156,1201,-1,-1,513
0,0,-1,77,1138,1129,-1,1202,879,-1,514
0,0,-1,77,-1,1129,1157,-1,-1,-1,515
0,0,-1,77,1139,1130,1158,1203,880,-1,516
0,0,-1,77,1140,1131,1159,1204,881,-1,516
0,0,-1,77,1141,1131,1160,1205,882,-1,517
0,0,-1,77,1142,1131,1161,1205,883,-1,517
0,0,-1,77,1143,1131,-1,1206,883,-1,517
0,0,-1,77,1143,1132,-1,1207,883,-1,517
0,0,-1,77,-1,1133,1161,-1,-1,-1,518
0,0,-1,77,-1,1134,1162,-1,-1,-1,518
0,0,-1,77,-1,-1,-1,1208,884,-1,518
0,0,-1,77,1144,1135,-1,1209,885,-1,519
0,0,-1,77,1145,1136,1163,1210,886,-1,519
0,0,-1,77,1146,1137,1164,1211,887,-1,519
0,0,-1,77,1147,1137,1165,1212,888,-1,519
0,0,-1,77,1147,1137,1166,1213,889,-1,519
0,0,-1,77,1148,1137,1166,1214,889,-1,519
0,0,-1,77,1149,1138,-1,1215,889,-1,520
0,0,-1,77,1150,1139,-1,1216,890,-1,521
0,0,-1,77,1151,1140,1166,1217,891,-1,521
0,0,-1,77,1151,1140,1167,1218,892,-1,521
0,0,-1,77,1151,1140,1168,1218,893,-1,521
0,0,-1,77,1152,1141,1168,1219,894,-1,521
0,0,-1,77,1153,1142,1169,1220,894,-1,521
0,0,-1,77,1154,1143,1170,1221,894,-1,521
0,0,-1,77,-1,-1,-1,1222,-1,-1,522
0,0,-1,77,1155,1144,1171,1222,895,-1,523
0,0,-1,77,1156,1144,1172,1223,896,-1,524
0,0,-1,77,1156,1145,1173,-1,-1,-1,525
0,0,-1,77,1157,1146,1174,1224,897,-1,526
0,0,-1,77,1158,1146,1175,1225,898,-1,526
0,0,-1,77,1158,1147,1176,1226,899,-1,526
0,0,-1,77,1159,1148,1177,1227,900,-1,526
0,0,-1,77,1160,1149,1178,1228,901,-1,527
0,0,-1,77,1161,1150,1179,1229,902,-1,528
0,0,-1,77,1162,1150,-1,1230,903,-1,528
0,0,-1,77,1163,1150,1179,1231,904,-1,529
0,0,-1,77,1164,1150,1180,1232,905,-1,530
0,0,-1,77,1165,1151,1181,1233,905,-1,530
0,0,-1,77,-1,-1,-1,1234,906,-1,531
0,0,-1,77,1166,1152,1182,1235,907,-1,532
0,0,-1,77,1167,1153,1183,1236,908,-1,532
0,0,-1,77,1168,1154,1184,1237,908,-1,532
0,0,-1,77,1169,1155,1185,1238,908,-1,532
0,0,-1,77,-1,1156,1186,-1,-1,-1,533
0,0,-1,77,-1,1156,1187,-1,-1,-1,533
0,0,-1,77,1170,1156,1188,1239,909,-1,534
0,0,-1,77,1171,1157,1189,1240,910,-1,534
0,0,-1,77,1172,1158,1190,1240,910,-1,534
0,0,-1,77,1173,1158,-1,1241,910,-1,534
0,0,-1,77,1174,1158,1191,1242,910,-1,535
0,0,-1,77,1175,1159,1192,1243,910,-1,536
0,0,-1,77,1175,1159,-1,1244,910,-1,536
0,0,-1,77,-1,1160,-1,1245,-1,-1,537
0,0,-1,77,1176,1161,1193,1246,910,-1,538
0,0,-1,77,1177,1162,1194,1247,-1,-1,539
0,0,-1,77,1178,1162,1195,1248,911,-1,540
0,0,-1,77,1179,1163,1196,1249,912,-1,540
0,0,-1,77,1180,1163,-1,1250,913,-1,541
0,0,-1,77,1181,1163,1197,1251,914,-1,542
0,0,-1,77,1182,1164,1198,1252,915,-1,542
0,0,-1,77,1183,1165,1199,1253,916,-1,543
0,0,-1,77,1184,1166,1200,1254,917,-1,544
0,0,-1,77,1185,1166,1201,1254,918,-1,544
0,0,-1,77,1186,1166,1202,1255,919,-1,544
0,0,-1,77,1187,1167,-1,1256,920,-1,544
0,0,-1,77,-1,1168,1203,1257,-1,-1,545
0,0,-1,77,1188,1169,1204,1258,921,-1,546
0,0,-1,77,-1,1170,1204,1259,-1,-1,547
0,0,-1,77,1189,1171,1205,1260,921,-1,548
0,0,-1,77,1189,1171,1206,1261,921,-1,548
0,0,-1,77,1189,1171,1207,1262,921,-1,548
0,0,-1,77,1189,1172,1208,1262,922,-1,548
0,0,-1,77,1190,1173,1209,1262,923,-1,548
0,0,-1,77,1191,1173,1210,1263,924,-1,548
0,0,-1,77,1192,1173,1211,1264,925,-1,548
0,0,-1,77,1193,1174,1211,1265,926,-1,548
0,0,-1,77,-1,-1,-1,-1,-1,-1,549
0,0,-1,77,1194,1175,1211,1266,926,-1,550
0,0,-1,77,1195,1176,1212,1267,927,-1,550
0,0,-1,77,1196,1177,1213,1268,928,-1,550
0,0,-1,77,1197,1178,1214,1269,929,-1,550
0,0,-1,77,1198,1178,1215,1270,930,-1,550
0,0,-1,77,1199,1178,1216,1270,931,-1,550
0,0,-1,78,1199,1179,1217,1271,-1,-1,550
0,0,-1,79,1200,1180,1218,1272,932,-1,550
0,0,-1,79,1201,1180,1219,1273,933,-1,550
0,0,-1,79,1202,1181,1220,1274,934,-1,550
0,0,-1,79,1202,1181,-1,1275,935,-1,550
0,0,-1,79,-1,1182,-1,1276,-1,-1,551
0,0,-1,79,1203,1183,1221,1276,935,-1,552
0,0,-1,79,-1,1184,1221,-1,-1,-1,553
0,0,-1,79,1204,1184,1222,1277,935,-1,554
0,0,-1,79,1205,1184,1223,1277,935,-1,555
0,0,-1,79,1206,1184,1224,1278,935,-1,555
0,0,-1,79,1206,1185,-1,1279,936,-1,555
0,0,-1,79,1207,1186,1225,1280,937,-1,555
0,0,-1,79,1208,1187,1226,1281,938,-1,555
0,0,-1,79,-1,1187,1227,-1,-1,-1,556
0,0,-1,79,1209,1188,1228,1282,939,-1,557
0,0,-1,79,1210,1189,1229,1283,940,-1,557
0,0,-1,79,1211,1190,1230,1284,941,-1,557
0,0,-1,79,-1,1191,1231,-1,-1,-1,558
0,0,-1,79,-1,1192,1232,-1,-1,-1,558
0,0,-1,79,1212,1193,-1,1285,942,-1,559
0,0,-1,79,1213,1193,1233,1286,942,-1,559
0,0,-1,79,1214,1194,1234,1287,942,-1,559
0,0,-1,79,-1,1195,1235,1288,-1,-1,560
0,0,-1,79,1214,1196,1236,1289,942,-1,561
0,0,-1,79,1215,1197,1237,1290,942,-1,561
0,0,-1,79,1216,1198,1238,1291,-1,-1,561
0,0,-1,79,1217,1199,1239,1292,943,-1,561
0,0,-1,79,1217,1200,1240,1293,944,-1,561
0,0,-1,79,1218,1201,1241,1294,945,-1,561
0,0,-1,79,1219,1202,1242,1295,946,-1,561
0,0,-1,79,1220,1202,1243,1296,947,-1,562
0,0,-1,79,1221,1203,1244,1297,948,-1,563
0,0,-1,79,1222,1204,1245,1298,949,-1,563
0,0,-1,80,1223,1205,1246,1299,-1,-1,563
0,0,-1,81,1224,1206,-1,1300,950,-1,563
0,0,-1,81,1225,1207,1247,1301,951,-1,563
0,0,-1,81,1226,1208,1248,1301,952,-1,563
0,0,-1,81,1227,1208,1249,1302,952,-1,563
0,0,-1,81,1228,1209,1250,1303,953,-1,563
0,0,-1,81,1228,1210,1251,1304,954,-1,563
0,0,-1,81,1229,1211,1252,1305,954,-1,563
0,0,-1,81,1230,1212,1253,1306,955,-1,563
0,0,-1,81,1231,1213,1254,1307,956,-1,564
0,0,-1,81,1232,1214,-1,1308,957,-1,565
0,0,-1,81,1233,1215,1255,1309,958,-1,565
0,0,-1,81,1234,1216,-1,1310,958,-1,565
0,0,-1,81,1235,1217,-1,1311,958,-1,566
0,0,-1,81,1236,1218,1255,1312,958,-1,567
0,0,-1,81,1237,1219,1256,1313,958,-1,567
0,0,-1,81,1238,1220,1257,1314,959,-1,567
