author,recipeingredient,recipeyield,preptime,cooktime,recipecategory,totaltime,recipecuisine,aggregaterating,nutrition,interactioncount
0,-1,4,-1,-1,48,-1,0,0,-1,37
0,-1,4,-1,-1,49,-1,0,0,-1,37
0,-1,4,-1,-1,50,-1,0,0,-1,37
0,-1,4,-1,-1,50,-1,0,0,-1,37
0,-1,4,16,14,50,16,0,0,-1,37
0,-1,4,-1,-1,50,-1,0,0,-1,37
0,-1,4,17,14,50,17,0,0,-1,37
0,-1,4,-1,-1,50,-1,0,0,-1,37
0,-1,4,-1,-1,51,-1,0,0,-1,37
0,-1,4,-1,-1,52,-1,0,0,-1,37
0,-1,4,-1,-1,52,-1,0,0,-1,37
0,2,4,-1,-1,53,-1,0,0,-1,38
0,-1,4,-1,-1,54,-1,0,0,-1,39
0,-1,4,-1,-1,54,-1,0,0,-1,39
0,-1,4,-1,-1,54,-1,0,0,-1,40
0,-1,4,-1,-1,54,-1,0,0,-1,40
0,-1,4,-1,-1,55,-1,0,0,-1,40
0,-1,4,-1,-1,56,-1,0,0,-1,40
0,-1,4,-1,-1,56,-1,0,0,-1,40
0,-1,4,-1,-1,57,-1,0,0,-1,40
0,-1,4,18,15,58,18,0,0,-1,40
0,-1,4,-1,-1,58,-1,0,0,-1,40
0,-1,4,19,16,59,19,0,0,-1,41
0,-1,4,-1,-1,60,-1,0,0,-1,42
0,-1,4,-1,-1,61,-1,0,0,-1,42
0,-1,5,20,17,62,20,0,0,-1,42
0,-1,6,-1,-1,63,-1,0,0,-1,42
0,-1,6,-1,-1,64,-1,0,0,-1,42
0,-1,7,21,18,64,21,0,0,-1,42
0,-1,8,-1,-1,65,-1,0,0,-1,42
0,-1,8,-1,-1,66,-1,0,0,-1,43
0,-1,8,-1,-1,67,-1,0,0,-1,43
0,-1,8,-1,-1,67,-1,0,0,-1,44
0,-1,8,-1,-1,68,-1,0,0,-1,44
0,-1,8,-1,-1,69,-1,0,0,-1,44
0,-1,8,-1,-1,70,-1,0,0,-1,44
0,-1,8,22,18,71,22,0,0,-1,44
0,-1,8,-1,-1,72,-1,0,0,-1,44
0,-1,8,-1,-1,73,-1,0,0,-1,45
0,-1,8,-1,-1,73,-1,0,0,-1,46
0,-1,8,-1,-1,73,-1,0,0,-1,47
0,-1,8,-1,-1,73,-1,0,0,-1,48
0,-1,8,23,19,73,23,0,0,-1,48
0,-1,9,-1,-1,73,-1,0,0,-1,48
0,-1,10,24,20,73,24,0,0,-1,49
0,-1,10,-1,-1,73,-1,0,0,-1,50
0,-1,10,-1,-1,73,-1,0,0,-1,50
0,-1,10,-1,-1,73,-1,0,0,-1,51
0,-1,10,-1,-1,74,-1,0,0,-1,52
0,-1,10,-1,-1,75,-1,0,0,-1,52
0,-1,10,-1,-1,75,-1,0,0,-1,52
0,-1,10,-1,-1,75,-1,0,0,-1,53
0,-1,10,-1,-1,75,-1,0,0,-1,54
0,-1,10,-1,-1,75,-1,0,0,-1,55
0,-1,10,-1,-1,76,-1,0,0,-1,55
0,-1,10,-1,-1,77,-1,0,0,-1,55
0,-1,10,-1,-1,78,-1,0,0,-1,55
0,-1,10,-1,-1,79,-1,0,0,-1,55
0,-1,10,-1,-1,79,-1,0,0,-1,55
0,-1,10,-1,-1,80,-1,0,0,-1,55
0,-1,10,24,21,81,25,0,0,-1,56
0,-1,10,-1,-1,81,-1,0,0,-1,57
0,-1,10,25,22,81,26,0,0,-1,58
0,-1,10,-1,-1,81,-1,0,0,-1,58
0,-1,10,-1,-1,81,-1,0,0,-1,59
0,-1,10,26,22,81,27,0,0,-1,60
0,-1,10,27,23,81,28,0,0,-1,61
0,-1,10,-1,-1,81,-1,0,0,-1,61
0,-1,10,-1,-1,81,-1,0,0,-1,61
0,-1,10,-1,-1,81,-1,0,0,-1,62
0,-1,10,-1,-1,82,-1,0,0,-1,63
0,-1,10,-1,-1,83,-1,0,0,-1,63
0,-1,10,28,24,84,29,0,0,-1,64
0,-1,10,-1,-1,85,-1,0,0,-1,65
0,-1,10,-1,-1,85,-1,0,0,-1,65
0,-1,10,29,25,86,30,0,0,-1,66
0,-1,10,-1,-1,87,-1,0,0,-1,67
0,-1,10,30,26,87,31,0,0,-1,68
0,-1,11,31,27,87,32,0,0,-1,69
0,-1,12,-1,-1,88,-1,0,0,-1,70
0,-1,12,-1,-1,89,-1,0,0,-1,70
0,-1,12,-1,-1,90,-1,0,0,-1,70
0,-1,12,32,28,91,33,0,0,-1,70
0,-1,12,-1,-1,92,-1,0,0,-1,70
0,-1,12,-1,-1,93,-1,0,0,-1,70
0,-1,12,32,-1,94,-1,0,0,-1,71
0,-1,12,-1,-1,95,-1,0,0,-1,72
0,-1,12,-1,-1,96,-1,0,0,-1,72
0,-1,12,-1,-1,97,-1,0,0,-1,72
0,-1,12,-1,-1,98,-1,0,0,-1,72
0,-1,12,-1,-1,99,-1,0,0,-1,73
0,-1,12,-1,-1,99,-1,0,0,-1,74
0,-1,12,-1,-1,99,-1,0,0,-1,74
0,-1,12,33,28,99,34,0,0,-1,74
0,-1,12,-1,-1,100,-1,0,0,-1,74
0,-1,12,-1,-1,101,-1,0,0,-1,74
0,-1,12,-1,-1,101,-1,0,0,-1,74
0,-1,12,-1,-1,101,-1,0,0,-1,74
0,-1,13,-1,-1,102,-1,0,0,-1,75
0,-1,14,-1,-1,102,-1,0,0,-1,76
0,-1,14,-1,-1,103,-1,0,0,-1,76
0,-1,14,-1,-1,103,-1,0,0,-1,76
0,-1,14,-1,-1,104,-1,0,0,-1,77
0,-1,14,-1,-1,105,-1,0,0,-1,78
0,-1,14,-1,-1,106,-1,0,0,-1,78
0,-1,14,34,28,106,35,0,0,-1,78
0,-1,14,-1,-1,106,-1,0,0,-1,79
0,-1,14,-1,-1,106,-1,0,0,-1,80
0,-1,14,-1,-1,106,-1,0,0,-1,81
0,-1,14,-1,-1,106,-1,0,0,-1,82
0,-1,14,-1,-1,106,-1,0,0,-1,83
0,-1,14,-1,-1,106,-1,0,0,-1,84
0,-1,14,-1,-1,107,-1,0,0,-1,84
0,-1,15,35,29,108,36,0,0,-1,84
0,-1,16,36,30,108,37,0,0,-1,85
0,-1,16,-1,-1,108,-1,0,0,-1,85
0,-1,16,37,31,108,38,0,0,-1,86
0,-1,16,-1,-1,109,-1,0,0,-1,86
0,-1,16,-1,-1,110,-1,0,0,-1,86
0,-1,16,38,32,111,39,0,0,-1,87
0,-1,16,-1,-1,112,-1,0,0,-1,88
0,-1,16,-1,-1,112,-1,0,0,-1,88
0,-1,16,-1,-1,112,-1,0,0,-1,88
0,-1,16,-1,-1,113,-1,0,0,-1,88
0,-1,16,-1,-1,114,-1,0,0,-1,88
0,-1,16,-1,-1,114,-1,0,0,-1,89
0,-1,16,-1,-1,114,-1,0,0,-1,90
0,-1,16,-1,-1,114,-1,0,0,-1,90
0,-1,16,39,33,114,40,0,0,-1,90
0,-1,16,40,34,115,41,0,0,-1,91
0,-1,16,-1,-1,116,-1,0,0,-1,92
0,-1,16,-1,-1,116,-1,0,0,-1,92
0,-1,16,41,35,117,42,0,0,-1,93
0,-1,16,-1,-1,118,-1,0,0,-1,94
0,-1,16,-1,-1,119,-1,0,0,-1,94
0,-1,16,-1,-1,120,-1,0,0,-1,94
0,-1,16,-1,-1,121,-1,0,0,-1,94
0,-1,16,41,36,121,43,0,0,-1,94
0,-1,16,-1,-1,121,-1,0,0,-1,95
0,-1,16,-1,-1,121,-1,0,0,-1,96
0,-1,16,-1,-1,122,-1,0,0,-1,96
0,-1,16,41,37,122,44,0,0,-1,96
0,-1,16,-1,-1,123,-1,0,0,-1,96
0,-1,16,-1,-1,124,-1,0,0,-1,97
0,-1,16,42,38,125,45,0,0,-1,98
0,-1,16,-1,-1,125,-1,0,0,-1,98
0,-1,16,-1,-1,126,-1,0,0,-1,99
0,-1,16,-1,-1,127,-1,0,0,-1,100
0,-1,16,-1,-1,127,-1,0,0,-1,100
0,-1,16,-1,-1,127,-1,0,0,-1,100
0,-1,16,-1,-1,127,-1,0,0,-1,100
0,-1,16,-1,-1,127,-1,0,0,-1,100
0,-1,16,-1,-1,127,-1,0,0,-1,100
0,-1,16,-1,-1,127,-1,0,0,-1,100
0,-1,16,-1,-1,127,-1,0,0,-1,101
0,-1,16,-1,-1,128,-1,0,0,-1,102
0,-1,16,43,39,129,46,0,0,-1,102
0,-1,16,44,40,129,47,0,0,-1,102
0,-1,16,-1,-1,129,-1,0,0,-1,102
0,-1,16,45,41,129,48,0,0,-1,102
0,-1,16,-1,-1,129,-1,0,0,-1,102
0,-1,16,-1,-1,130,-1,0,0,-1,102
0,-1,16,-1,-1,131,-1,0,0,-1,102
0,-1,16,-1,-1,131,-1,0,0,-1,102
0,-1,16,-1,-1,131,-1,0,0,-1,102
0,-1,16,-1,-1,131,-1,0,0,-1,103
0,3,16,-1,-1,132,-1,0,0,-1,104
0,-1,16,-1,-1,133,-1,0,0,-1,104
0,-1,16,-1,-1,134,-1,0,0,-1,104
0,-1,16,45,42,134,49,0,0,-1,104
0,-1,16,-1,-1,135,-1,0,0,-1,105
0,-1,16,-1,-1,136,-1,0,0,-1,106
0,-1,16,-1,-1,136,-1,0,0,-1,106
0,-1,16,46,43,136,50,0,0,-1,106
0,-1,16,-1,-1,137,-1,0,0,-1,106
0,-1,16,-1,-1,137,-1,0,0,-1,107
0,-1,16,-1,-1,138,-1,0,0,-1,108
0,-1,16,47,44,139,51,0,0,-1,108
0,-1,16,-1,-1,140,-1,0,0,-1,108
0,-1,16,-1,-1,141,-1,0,0,-1,108
0,-1,16,-1,-1,142,-1,0,0,-1,109
0,-1,16,-1,-1,142,-1,0,0,-1,110
0,-1,16,48,45,142,52,0,0,-1,111
0,-1,16,-1,-1,142,-1,0,0,-1,111
0,-1,16,49,46,143,53,0,0,-1,111
0,-1,16,-1,-1,144,-1,0,0,-1,111
0,4,16,-1,-1,145,-1,0,0,-1,112
0,-1,16,-1,-1,146,-1,0,0,-1,112
0,-1,16,49,47,146,54,0,0,-1,113
0,-1,16,50,48,147,55,0,0,-1,113
0,-1,16,-1,-1,148,-1,0,0,-1,113
0,-1,16,-1,-1,148,-1,0,0,-1,114
0,-1,16,-1,-1,148,-1,0,0,-1,115
0,-1,16,-1,-1,148,-1,0,0,-1,116
0,-1,16,51,49,148,56,0,0,-1,117
0,-1,16,51,50,149,57,0,0,-1,117
0,-1,16,51,51,150,58,0,0,-1,117
0,-1,16,-1,-1,150,-1,0,0,-1,117
0,-1,16,-1,-1,150,-1,0,0,-1,117
0,-1,16,-1,-1,150,-1,0,0,-1,117
0,-1,16,52,52,151,59,0,0,-1,117
0,-1,17,53,53,152,60,0,0,-1,117
0,-1,18,-1,-1,152,-1,0,0,-1,117
0,-1,18,-1,-1,153,-1,0,0,-1,117
0,-1,18,-1,-1,154,-1,0,0,-1,117
0,-1,18,54,53,154,61,0,0,-1,117
0,-1,18,-1,-1,154,-1,0,0,-1,117
0,-1,18,-1,-1,154,-1,0,0,-1,117
0,-1,18,-1,-1,155,-1,0,0,-1,117
0,-1,18,-1,-1,155,-1,0,0,-1,118
0,-1,18,55,54,156,62,0,0,-1,119
0,-1,18,-1,-1,157,-1,0,0,-1,119
0,-1,18,-1,-1,158,-1,0,0,-1,120
0,-1,18,-1,-1,159,-1,0,0,-1,121
0,-1,18,56,55,160,63,0,0,-1,121
0,-1,18,57,56,161,63,0,0,-1,122
0,-1,18,-1,-1,162,-1,0,0,-1,123
0,-1,18,-1,-1,163,-1,0,0,-1,123
0,-1,18,-1,-1,164,-1,0,0,-1,124
0,-1,18,-1,-1,165,-1,0,0,-1,125
0,-1,19,58,57,165,64,0,0,-1,126
0,-1,20,-1,-1,165,-1,0,0,-1,127
0,-1,20,-1,-1,165,-1,0,0,-1,128
0,-1,20,59,58,165,65,0,0,-1,128
0,-1,20,60,58,165,66,0,0,-1,128
0,-1,20,-1,-1,166,-1,0,0,-1,128
0,-1,20,61,59,167,67,0,0,-1,128
0,-1,20,-1,-1,168,-1,0,0,-1,128
0,-1,20,61,60,169,68,0,0,-1,128
0,-1,20,-1,-1,170,-1,0,0,-1,128
0,-1,20,-1,-1,171,-1,0,0,-1,129
0,5,20,-1,-1,172,-1,0,0,-1,130
0,-1,20,-1,-1,173,-1,0,0,-1,130
0,-1,20,61,60,173,68,0,0,-1,130
0,-1,20,-1,-1,173,-1,0,0,-1,130
0,-1,20,62,61,174,69,0,0,-1,130
0,-1,20,-1,-1,175,-1,0,0,-1,131
0,-1,20,-1,-1,176,-1,0,0,-1,132
0,-1,21,62,62,176,70,0,0,-1,133
0,-1,22,-1,-1,176,-1,0,0,-1,134
0,-1,22,-1,-1,176,-1,0,0,-1,135
0,-1,22,-1,-1,176,-1,0,0,-1,135
0,-1,22,-1,-1,176,-1,0,0,-1,135
0,-1,22,63,63,176,71,0,0,-1,135
0,-1,22,-1,-1,177,-1,0,0,-1,135
0,-1,22,-1,-1,178,-1,0,0,-1,135
0,-1,22,-1,-1,178,-1,0,0,-1,135
0,-1,22,-1,-1,179,-1,0,0,-1,135
0,-1,22,64,64,180,72,0,0,-1,135
0,-1,22,-1,-1,180,-1,0,0,-1,135
0,-1,22,-1,-1,180,-1,0,0,-1,135
0,-1,22,-1,-1,180,-1,0,0,-1,135
0,-1,22,-1,-1,180,-1,0,0,-1,135
0,-1,22,-1,-1,181,-1,0,0,-1,136
0,-1,22,64,65,182,73,0,0,-1,137
0,-1,22,-1,-1,182,-1,0,0,-1,138
0,-1,22,64,66,182,74,0,0,-1,139
0,-1,22,-1,-1,182,-1,0,0,-1,139
0,-1,22,-1,-1,182,-1,0,0,-1,140
0,-1,22,-1,-1,182,-1,0,0,-1,141
0,-1,22,-1,-1,182,-1,0,0,-1,141
0,-1,22,-1,-1,182,-1,0,0,-1,141
0,-1,22,-1,-1,182,-1,0,0,-1,141
0,-1,22,-1,-1,183,-1,0,0,-1,141
0,-1,22,65,67,184,75,0,0,-1,142
0,-1,22,-1,-1,184,-1,0,0,-1,143
0,-1,22,66,68,184,76,0,0,-1,144
0,-1,22,-1,-1,184,-1,0,0,-1,144
0,-1,22,-1,-1,184,-1,0,0,-1,144
0,-1,22,-1,-1,185,-1,0,0,-1,144
0,-1,22,66,69,186,77,0,0,-1,144
0,-1,22,-1,-1,186,-1,0,0,-1,145
0,-1,22,67,70,186,78,0,0,-1,146
0,-1,22,-1,-1,187,-1,0,0,-1,146
0,-1,22,-1,-1,188,-1,0,0,-1,146
0,-1,22,68,71,188,79,0,0,-1,146
0,-1,22,-1,-1,188,-1,0,0,-1,147
0,-1,22,-1,-1,189,-1,0,0,-1,148
0,-1,23,69,72,189,80,0,0,-1,148
0,-1,23,69,72,190,80,0,0,-1,148
0,-1,24,70,73,191,81,0,0,-1,148
0,-1,24,-1,-1,191,-1,0,0,-1,148
0,-1,24,71,74,191,82,0,0,-1,148
0,-1,24,-1,-1,192,-1,0,0,-1,148
0,-1,24,71,74,193,82,0,0,-1,148
0,-1,24,71,75,193,83,0,0,-1,149
0,-1,24,72,76,193,84,0,0,-1,150
0,-1,24,-1,-1,-1,-1,0,0,-1,150
0,-1,24,-1,-1,193,-1,0,0,-1,150
0,-1,24,-1,-1,193,-1,0,0,-1,151
0,-1,24,-1,-1,193,-1,0,0,-1,152
0,-1,24,73,77,193,85,0,0,-1,152
0,-1,24,74,78,193,86,0,0,-1,152
0,-1,24,-1,-1,194,-1,0,0,-1,152
0,-1,24,-1,-1,195,-1,0,0,-1,152
0,-1,24,-1,-1,196,-1,0,0,-1,152
0,-1,25,75,79,197,87,0,0,-1,152
0,-1,26,-1,-1,198,-1,0,0,-1,152
0,-1,26,-1,-1,198,-1,0,0,-1,152
0,-1,26,-1,-1,198,-1,0,0,-1,152
0,-1,26,-1,-1,198,-1,0,0,-1,152
0,-1,26,76,80,198,88,0,0,-1,152
0,-1,26,-1,-1,198,-1,0,0,-1,153
0,-1,26,-1,-1,198,-1,0,0,-1,154
0,-1,27,77,81,198,89,0,0,-1,154
0,-1,28,78,82,198,90,0,0,-1,154
0,-1,28,79,83,198,91,0,0,-1,154
0,-1,28,-1,-1,199,-1,0,0,-1,155
0,-1,28,-1,-1,199,-1,0,0,-1,156
0,-1,28,80,84,200,92,0,0,-1,156
0,-1,28,-1,-1,201,-1,0,0,-1,157
0,-1,28,-1,-1,202,-1,0,0,-1,158
0,-1,28,-1,-1,203,-1,0,0,-1,158
0,-1,28,81,85,204,93,0,0,-1,158
0,-1,28,82,86,205,94,0,0,-1,158
0,-1,28,-1,-1,206,-1,0,0,-1,158
0,-1,28,83,87,206,95,0,0,-1,158
0,6,28,-1,-1,207,-1,0,0,-1,158
0,-1,28,-1,-1,208,-1,0,0,-1,158
0,-1,28,-1,-1,209,-1,0,0,-1,158
0,-1,28,84,88,210,96,0,0,-1,158
0,-1,28,-1,-1,211,-1,0,0,-1,158
0,-1,28,-1,-1,212,-1,0,0,-1,158
0,-1,28,85,89,212,97,0,0,-1,159
0,-1,28,-1,-1,212,-1,0,0,-1,160
0,-1,29,86,89,212,98,0,0,-1,161
0,-1,30,-1,-1,213,-1,0,0,-1,162
0,-1,30,-1,-1,214,-1,0,0,-1,162
0,-1,30,87,90,214,99,0,0,-1,163
0,-1,30,-1,-1,214,-1,0,0,-1,164
0,-1,30,-1,-1,214,-1,0,0,-1,165
0,-1,30,-1,-1,214,-1,0,0,-1,166
0,-1,30,-1,-1,214,-1,0,0,-1,167
0,-1,30,88,90,214,100,0,0,-1,168
0,-1,30,-1,-1,215,-1,0,0,-1,168
0,-1,30,-1,-1,216,-1,0,0,-1,168
0,-1,30,-1,-1,217,-1,0,0,-1,169
0,-1,30,-1,-1,218,-1,0,0,-1,170
0,-1,30,-1,-1,218,-1,0,0,-1,170
0,-1,30,-1,-1,218,-1,0,0,-1,170
0,-1,30,-1,-1,218,-1,0,0,-1,170
0,-1,30,-1,-1,218,-1,0,0,-1,170
0,-1,30,-1,-1,218,-1,0,0,-1,170
0,-1,30,-1,-1,218,-1,0,0,-1,170
0,-1,30,-1,-1,219,-1,0,0,-1,170
0,-1,30,-1,-1,220,-1,0,0,-1,171
0,-1,30,-1,-1,220,-1,0,0,-1,172
0,-1,30,-1,-1,221,-1,0,0,-1,172
0,-1,30,89,91,222,101,0,0,-1,172
0,-1,30,-1,-1,222,-1,0,0,-1,172
0,-1,30,-1,-1,223,-1,0,0,-1,173
0,-1,30,-1,-1,224,-1,0,0,-1,174
0,-1,30,90,92,224,102,0,0,-1,175
0,-1,30,-1,-1,225,-1,0,0,-1,176
0,-1,30,-1,-1,226,-1,0,0,-1,176
0,7,30,-1,-1,227,-1,0,0,-1,176
0,-1,30,-1,-1,228,-1,0,0,-1,176
0,-1,30,-1,-1,229,-1,0,0,-1,177
0,-1,30,91,93,230,103,0,0,-1,178
0,-1,30,-1,-1,231,-1,0,0,-1,178
0,-1,30,-1,-1,232,-1,0,0,-1,178
0,-1,30,92,94,232,104,0,0,-1,178
0,-1,30,-1,-1,232,-1,0,0,-1,178
0,8,30,93,95,233,105,0,0,-1,178
0,9,30,-1,-1,234,-1,0,0,-1,178
0,-1,30,-1,-1,235,-1,0,0,-1,178
0,-1,30,-1,-1,236,-1,0,0,-1,179
0,-1,30,-1,-1,237,-1,0,0,-1,180
0,-1,30,94,96,237,106,0,0,-1,180
0,-1,30,-1,-1,237,-1,0,0,-1,180
0,-1,30,-1,-1,237,-1,0,0,-1,180
0,-1,30,95,97,237,107,0,0,-1,180
0,-1,30,-1,-1,237,-1,0,0,-1,180
0,-1,30,-1,-1,237,-1,0,0,-1,180
0,-1,30,96,98,237,108,0,0,-1,180
0,-1,30,-1,-1,238,-1,0,0,-1,180
0,-1,30,97,99,238,109,0,0,-1,181
0,-1,30,-1,-1,239,-1,0,0,-1,182
0,-1,30,-1,-1,240,-1,0,0,-1,182
0,-1,30,98,100,241,110,0,0,-1,182
0,-1,30,-1,-1,242,-1,0,0,-1,182
0,-1,30,-1,-1,243,-1,0,0,-1,183
0,-1,30,-1,-1,244,-1,0,0,-1,184
0,-1,30,-1,-1,244,-1,0,0,-1,184
0,-1,30,99,101,244,111,0,0,-1,184
0,-1,30,-1,-1,244,-1,0,0,-1,184
0,-1,31,100,102,244,112,0,0,-1,185
0,-1,32,-1,-1,245,-1,0,0,-1,186
0,-1,32,-1,-1,246,-1,0,0,-1,186
0,-1,32,101,103,247,113,0,0,-1,187
0,-1,32,102,104,248,114,0,0,-1,187
0,-1,32,-1,-1,249,-1,0,0,-1,188
0,-1,32,-1,-1,250,-1,0,0,-1,188
0,-1,32,102,105,250,115,0,0,-1,189
0,-1,32,-1,-1,250,-1,0,0,-1,190
0,-1,32,103,-1,251,-1,0,0,-1,190
0,-1,32,-1,-1,252,-1,0,0,-1,190
0,-1,32,-1,-1,253,-1,0,0,-1,190
0,-1,32,103,106,254,116,0,0,-1,190
0,-1,32,-1,-1,254,-1,0,0,-1,190
0,-1,32,104,107,254,117,0,0,-1,190
0,-1,32,-1,-1,254,-1,0,0,-1,191
0,-1,32,105,108,254,118,0,0,-1,192
0,-1,32,106,109,255,119,0,0,-1,192
0,-1,32,-1,-1,256,-1,0,0,-1,193
0,-1,32,107,110,256,120,0,0,-1,193
0,-1,32,-1,-1,256,-1,0,0,-1,194
0,-1,32,-1,-1,257,-1,0,0,-1,195
0,-1,32,107,111,258,121,0,0,-1,195
0,-1,32,-1,-1,259,-1,0,0,-1,195
0,-1,32,-1,-1,260,-1,0,0,-1,195
0,-1,32,-1,-1,260,-1,0,0,-1,195
0,-1,32,-1,-1,261,-1,0,0,-1,195
0,-1,32,-1,-1,262,-1,0,0,-1,195
0,-1,32,108,112,263,122,0,0,-1,196
0,-1,32,-1,-1,264,-1,0,0,-1,197
0,-1,32,109,113,265,123,0,0,-1,197
0,-1,32,-1,-1,266,-1,0,0,-1,197
0,-1,32,-1,-1,267,-1,0,0,-1,198
0,-1,32,-1,-1,267,-1,0,0,-1,199
0,-1,32,-1,-1,268,-1,0,0,-1,199
0,-1,32,-1,-1,269,-1,0,0,-1,199
0,-1,32,-1,-1,269,-1,0,0,-1,199
0,-1,32,-1,-1,270,-1,0,0,-1,200
0,-1,32,110,114,271,124,0,0,-1,201
0,-1,32,-1,-1,272,-1,0,0,-1,202
0,-1,32,-1,-1,273,-1,0,0,-1,203
0,-1,32,-1,-1,274,-1,0,0,-1,204
0,-1,32,-1,-1,275,-1,0,0,-1,205
0,-1,32,-1,-1,276,-1,0,0,-1,205
0,-1,32,111,115,277,125,0,0,-1,206
0,-1,32,112,116,278,-1,0,0,-1,207
0,-1,32,113,117,278,126,0,0,-1,208
0,-1,32,-1,-1,279,-1,0,0,-1,208
0,-1,32,-1,-1,279,-1,0,0,-1,208
0,-1,32,-1,-1,280,-1,0,0,-1,208
0,-1,32,-1,-1,281,-1,0,0,-1,208
0,-1,32,114,118,282,127,0,0,-1,208
0,-1,32,-1,-1,282,-1,0,0,-1,208
0,-1,33,115,119,282,128,0,0,-1,208
0,-1,33,116,120,283,129,0,0,-1,208
0,-1,34,-1,-1,284,-1,0,0,-1,208
0,-1,34,-1,-1,285,-1,0,0,-1,208
0,-1,34,117,121,286,130,0,0,-1,208
0,-1,34,-1,-1,286,-1,0,0,-1,209
0,-1,34,-1,-1,287,-1,0,0,-1,210
0,-1,34,-1,-1,287,-1,0,0,-1,210
