author,recipeingredient,preptime,cooktime,aggregaterating
2947,-1,1232,1454,-1
2948,-1,-1,-1,-1
-1,-1,1233,1455,-1
2949,-1,-1,-1,-1
2950,-1,-1,-1,-1
2951,-1,1234,1456,-1
2952,-1,-1,-1,-1
2953,-1,-1,-1,-1
2954,-1,1235,1457,-1
2955,-1,1236,1458,-1
2956,-1,-1,-1,-1
2957,-1,-1,-1,-1
2958,-1,1237,1459,-1
2959,-1,1238,1460,-1
2960,-1,-1,-1,-1
2961,-1,-1,-1,-1
2962,-1,1239,1461,-1
2963,-1,1239,1462,-1
2964,-1,1240,1463,-1
2965,-1,1241,1464,-1
2966,-1,-1,-1,-1
2967,-1,-1,-1,-1
2968,-1,1242,1465,-1
2969,-1,-1,-1,-1
2970,-1,1242,1466,-1
2971,-1,-1,-1,-1
2972,-1,-1,-1,-1
2973,-1,1243,1467,-1
2974,-1,-1,-1,-1
2975,-1,-1,-1,-1
2976,-1,-1,1467,-1
2977,-1,1243,1468,-1
2978,-1,1243,1469,-1
2979,-1,-1,-1,-1
2980,-1,-1,-1,-1
2981,-1,-1,-1,-1
2982,-1,-1,-1,-1
2983,-1,-1,-1,-1
2984,-1,1244,1470,-1
2985,-1,1244,1471,-1
2986,-1,-1,-1,-1
2987,-1,-1,-1,-1
2988,-1,1245,1472,-1
2989,-1,1246,1473,-1
2990,-1,-1,-1,-1
2991,-1,-1,1474,-1
2992,-1,1246,1475,-1
2993,-1,1247,1476,-1
2994,-1,1248,1477,-1
2995,-1,-1,-1,-1
2996,-1,1248,1478,-1
2997,-1,-1,-1,-1
2998,-1,-1,-1,-1
2999,-1,1249,1479,-1
3000,-1,-1,-1,-1
3001,-1,-1,-1,-1
3002,-1,-1,-1,-1
3003,-1,1250,1480,-1
3004,-1,-1,-1,-1
3005,-1,1251,1481,-1
3006,-1,1252,1482,-1
3007,-1,-1,-1,-1
3008,-1,-1,-1,-1
3009,-1,-1,-1,-1
3010,-1,1253,1483,-1
3011,-1,1254,1484,-1
3012,-1,-1,-1,-1
3013,-1,1255,1485,-1
3014,-1,1256,1486,-1
3015,-1,-1,1487,-1
3016,-1,-1,-1,-1
3017,-1,-1,-1,-1
3018,-1,-1,-1,-1
3019,-1,1257,-1,-1
3020,-1,-1,-1,-1
3021,-1,-1,1488,-1
3022,-1,1258,1489,-1
3023,-1,1258,1490,-1
3024,-1,1259,1491,-1
3025,-1,-1,-1,-1
3026,-1,-1,-1,-1
3027,-1,-1,-1,-1
3028,-1,1260,1492,-1
3029,-1,-1,-1,-1
3030,-1,-1,-1,-1
3031,-1,-1,-1,-1
3032,-1,-1,-1,-1
3033,-1,1261,1493,-1
3034,-1,-1,1494,-1
3035,-1,-1,-1,-1
3036,-1,1262,1494,-1
3037,-1,1263,1495,-1
3038,-1,1264,1496,-1
3039,-1,1265,1497,-1
3040,-1,1266,1498,-1
3041,-1,1267,1499,-1
3042,-1,-1,-1,-1
3043,-1,-1,-1,-1
3044,-1,-1,1500,-1
3045,-1,1268,1501,-1
3046,-1,1269,1502,-1
3047,-1,-1,-1,-1
3048,-1,-1,-1,-1
3049,-1,1270,1503,-1
3050,-1,-1,-1,-1
3051,-1,-1,-1,-1
3052,-1,1271,1504,-1
3053,-1,-1,-1,-1
3054,-1,1272,1505,-1
3055,-1,-1,-1,-1
3056,-1,-1,-1,-1
3057,-1,1273,1506,-1
3058,-1,1274,1507,-1
3059,-1,-1,-1,-1
3060,-1,-1,-1,-1
3061,-1,-1,-1,-1
3062,-1,-1,-1,-1
3063,-1,-1,-1,-1
3064,-1,-1,-1,-1
3065,-1,1275,1508,-1
3066,-1,1276,1509,-1
3067,-1,-1,-1,-1
3068,-1,-1,-1,-1
3069,-1,-1,-1,-1
3070,-1,1277,1510,-1
3071,-1,1277,1511,-1
3072,-1,1278,1512,-1
3073,-1,-1,-1,-1
3074,-1,-1,-1,-1
3075,-1,1279,1513,-1
3076,-1,1280,1514,-1
3077,-1,1281,1515,-1
3078,-1,-1,-1,-1
3079,-1,-1,-1,-1
3080,-1,1282,1516,-1
3081,-1,1283,1517,-1
3082,-1,1284,1518,-1
3083,-1,-1,-1,-1
3084,-1,-1,-1,-1
3085,-1,-1,-1,-1
3086,-1,1285,1519,-1
3087,-1,-1,-1,-1
3088,-1,-1,-1,-1
3089,-1,-1,-1,-1
3090,-1,1286,1520,-1
3091,-1,1287,1521,-1
3092,-1,-1,-1,-1
3093,-1,1288,1522,-1
3094,-1,-1,-1,-1
3095,-1,-1,-1,-1
3096,-1,-1,-1,-1
3097,-1,1288,1523,-1
-1,-1,1289,1524,-1
3098,-1,1290,1525,-1
3099,-1,-1,-1,-1
3100,-1,-1,-1,-1
-1,-1,-1,1526,-1
3101,-1,-1,-1,-1
3102,-1,-1,-1,-1
3103,-1,1291,1527,-1
3104,-1,1292,1528,-1
-1,-1,-1,1529,-1
3105,-1,-1,-1,-1
3106,-1,-1,-1,-1
3107,-1,1293,-1,-1
3108,-1,1294,1529,-1
3109,-1,1295,1530,-1
3110,-1,-1,-1,-1
3111,-1,1296,1531,-1
3112,-1,-1,-1,-1
3112,-1,-1,-1,-1
3113,-1,1297,1532,-1
3114,-1,-1,-1,-1
3115,-1,1298,1533,-1
3116,-1,-1,-1,-1
3117,-1,-1,-1,-1
3118,-1,1299,1534,-1
3119,-1,1300,1535,-1
-1,-1,-1,-1,-1
3120,-1,1301,1536,-1
3121,-1,1302,1537,-1
3122,-1,1303,1538,-1
3123,-1,-1,-1,-1
3124,-1,-1,-1,-1
3125,-1,1304,1539,-1
3126,-1,1305,1540,-1
3127,-1,1305,1541,-1
3128,-1,1306,1542,-1
3129,-1,1307,1543,-1
3130,-1,1308,-1,-1
3131,-1,1309,1544,-1
3132,-1,-1,-1,-1
3133,-1,1310,1545,-1
3134,-1,1311,1546,-1
3135,-1,-1,-1,-1
3136,-1,1312,1547,-1
3137,-1,1313,1547,-1
3138,-1,1314,1548,-1
3139,-1,-1,-1,-1
3140,-1,1315,1549,-1
3141,-1,1316,1550,-1
3142,-1,-1,-1,-1
3143,-1,1317,1551,-1
3144,-1,-1,-1,-1
3145,-1,1318,1552,-1
3146,-1,1319,1553,-1
3147,-1,1320,1554,-1
3148,-1,-1,-1,-1
3149,-1,1321,1555,-1
3150,-1,-1,-1,-1
3151,-1,1322,1556,-1
3152,-1,-1,-1,-1
3153,-1,-1,-1,-1
3154,-1,-1,1557,-1
3155,-1,-1,-1,-1
3156,-1,1323,1558,-1
3157,-1,-1,-1,-1
3158,-1,1323,1559,-1
3159,-1,1324,1560,-1
3160,-1,-1,-1,-1
3161,-1,1324,1561,-1
3162,-1,1325,1562,-1
3163,-1,-1,-1,-1
3164,-1,-1,1563,-1
3165,-1,-1,-1,-1
3166,-1,1326,1564,-1
3167,-1,1326,1565,-1
3168,-1,1327,1566,-1
3169,-1,-1,-1,-1
3170,-1,1328,1567,-1
3171,-1,-1,-1,-1
3172,-1,1328,1567,-1
3173,-1,-1,-1,-1
3174,-1,-1,-1,-1
3175,-1,1328,1568,-1
3176,-1,-1,-1,-1
3177,-1,1329,1569,-1
3178,-1,1329,1570,-1
3179,-1,1330,1571,-1
3180,-1,1331,-1,-1
3181,-1,1332,1572,-1
3182,-1,-1,-1,-1
3183,-1,-1,-1,-1
3184,-1,-1,-1,-1
3185,-1,-1,-1,-1
3186,-1,-1,-1,-1
3187,-1,-1,1573,-1
3188,-1,-1,-1,-1
3189,-1,1333,1574,-1
3190,-1,-1,-1,-1
3191,-1,-1,-1,-1
3192,-1,1334,1575,-1
3193,-1,-1,-1,-1
3194,-1,-1,-1,-1
3195,-1,-1,1576,-1
3196,-1,-1,-1,-1
3197,-1,-1,-1,-1
3198,-1,1334,1577,-1
3199,-1,1334,1578,-1
3200,-1,1334,1579,-1
3201,-1,1335,1580,-1
-1,-1,-1,-1,-1
3202,-1,-1,-1,-1
3203,-1,1336,1581,-1
3204,-1,1337,1582,-1
3205,-1,1338,1583,-1
3206,-1,1338,1583,-1
3207,-1,1339,1584,-1
3208,-1,-1,-1,-1
3209,-1,1340,1585,-1
3210,-1,1341,1586,-1
3211,-1,1342,1587,-1
3212,-1,1343,1588,-1
3213,-1,1344,1589,-1
3214,-1,-1,-1,-1
3215,-1,1345,1590,-1
3216,-1,-1,-1,-1
3217,-1,-1,-1,-1
3218,-1,1346,1591,-1
3219,-1,1346,1592,-1
3220,-1,-1,1593,-1
3221,-1,1347,1594,-1
3222,-1,1348,1595,-1
3223,-1,-1,-1,-1
3224,-1,1349,1596,-1
3225,-1,1350,1597,-1
3226,-1,-1,-1,-1
3227,-1,1350,1598,-1
3228,-1,-1,-1,-1
3229,-1,-1,-1,-1
3230,-1,1351,1599,-1
-1,-1,-1,1600,-1
3231,-1,1352,1601,-1
3232,-1,-1,-1,-1
3233,-1,-1,-1,-1
3234,-1,-1,-1,-1
3235,-1,-1,-1,-1
3236,-1,-1,-1,-1
3237,-1,1353,1602,-1
3238,-1,1354,1603,-1
3239,-1,-1,-1,-1
3240,-1,-1,-1,-1
3241,-1,1355,1604,-1
3242,-1,1355,1605,-1
3243,-1,-1,-1,-1
3244,-1,-1,-1,-1
3245,-1,1356,1606,-1
3246,-1,1357,1607,-1
3247,-1,-1,-1,-1
3248,-1,1358,1608,-1
3249,-1,1359,1609,-1
3250,-1,-1,-1,-1
3251,-1,1360,1610,-1
3252,-1,-1,-1,-1
3253,-1,1361,1611,-1
3254,-1,-1,-1,-1
3255,-1,1362,1612,-1
3256,-1,-1,-1,-1
3257,-1,-1,-1,-1
3258,-1,1363,1613,-1
3259,-1,1364,1614,-1
3260,-1,-1,-1,-1
3261,-1,1365,1615,-1
3262,-1,1366,1616,-1
3263,-1,-1,-1,-1
3264,-1,-1,-1,-1
3265,-1,1366,1617,-1
3266,-1,-1,-1,-1
3267,-1,-1,-1,-1
3268,-1,1366,1618,-1
3269,-1,-1,-1,-1
3270,-1,1366,1619,-1
3271,-1,1367,1620,-1
3272,-1,1367,1621,-1
3273,-1,-1,-1,-1
-1,-1,-1,1622,-1
3274,-1,1367,1623,-1
3275,-1,-1,-1,-1
-1,-1,-1,-1,-1
3276,-1,1368,1624,-1
3277,-1,-1,-1,-1
3278,-1,1369,1625,-1
3279,-1,1370,1626,-1
3280,-1,-1,-1,-1
3281,-1,-1,-1,-1
3282,-1,1371,1627,-1
3283,-1,1372,1628,-1
3284,-1,-1,-1,-1
3285,-1,1373,1629,-1
3286,-1,-1,-1,-1
3287,-1,-1,-1,-1
3288,-1,1374,1630,-1
3289,-1,-1,-1,-1
3290,-1,1375,1631,-1
3291,-1,-1,-1,-1
3292,-1,-1,-1,-1
3293,-1,-1,-1,-1
3294,-1,-1,-1,-1
3295,-1,1376,1632,-1
3296,-1,1377,1633,-1
3297,-1,1378,1634,-1
3298,-1,1378,1635,-1
3299,-1,-1,-1,-1
3300,-1,1379,1636,-1
3301,-1,1380,1637,-1
3302,-1,1381,1637,-1
3303,-1,1381,1638,-1
3304,-1,1382,1639,-1
3305,-1,1383,1640,-1
3306,-1,-1,-1,-1
3307,-1,1383,1640,-1
3308,-1,1384,1641,-1
3309,-1,-1,-1,-1
3310,-1,1385,1642,-1
3311,-1,1386,1643,-1
3312,-1,-1,-1,-1
3313,-1,-1,-1,-1
3314,-1,-1,-1,-1
3315,-1,-1,-1,-1
3316,-1,1387,1644,-1
3317,-1,-1,-1,-1
3318,-1,-1,-1,-1
3319,9,-1,-1,-1
3320,-1,1388,1645,-1
3321,-1,-1,-1,-1
3322,-1,-1,-1,-1
3323,-1,1389,1646,-1
3324,-1,-1,-1,-1
3325,-1,1390,1647,-1
3326,-1,1391,1648,-1
3327,-1,1392,1649,-1
3328,-1,1393,1650,-1
3329,-1,-1,-1,-1
3330,-1,1394,1651,-1
3331,-1,-1,-1,-1
3332,-1,1395,1652,-1
3333,-1,1396,1653,-1
3334,-1,-1,-1,-1
3335,-1,-1,-1,-1
3336,-1,-1,-1,-1
3337,-1,-1,-1,-1
3338,-1,-1,-1,-1
3339,-1,-1,-1,-1
3340,-1,-1,-1,-1
3341,-1,1397,1654,-1
3342,-1,1398,1655,-1
3343,-1,-1,-1,-1
3344,-1,-1,-1,-1
3345,-1,1399,1656,-1
3346,-1,-1,-1,-1
3347,-1,-1,-1,-1
3348,-1,1400,1657,-1
3349,-1,-1,-1,-1
3350,-1,-1,-1,-1
3351,-1,-1,-1,-1
3352,-1,-1,-1,-1
3353,-1,-1,-1,-1
3354,-1,-1,-1,-1
3355,-1,1401,1658,-1
3356,-1,-1,-1,-1
3357,-1,-1,-1,-1
3358,-1,-1,-1,-1
3359,-1,-1,-1,-1
3360,-1,1402,1659,-1
3361,-1,1403,1660,-1
3362,-1,1404,1661,-1
3363,-1,1405,1662,-1
3364,-1,-1,-1,-1
3365,-1,-1,-1,-1
3366,-1,-1,-1,-1
3367,-1,-1,-1,-1
3368,-1,-1,-1,-1
3369,-1,1405,1663,-1
3370,-1,-1,-1,-1
3371,-1,1406,1664,-1
3372,-1,-1,-1,-1
3373,-1,-1,-1,-1
3374,-1,1407,1665,-1
3375,-1,1408,1666,-1
3376,-1,-1,-1,-1
3377,-1,-1,1667,-1
3378,-1,-1,-1,-1
3379,-1,1409,1668,-1
3380,-1,1410,1669,-1
3381,-1,1411,1670,-1
3382,-1,1411,1671,-1
3383,-1,1411,1672,-1
3384,-1,-1,-1,-1
3385,-1,1412,1673,-1
3386,-1,-1,-1,-1
3387,-1,-1,-1,-1
3388,-1,-1,-1,-1
3389,-1,-1,-1,-1
3390,-1,-1,-1,-1
3391,-1,1413,1674,-1
3392,-1,1414,1675,-1
3393,-1,-1,-1,-1
3394,-1,-1,-1,-1
3395,-1,1414,1676,-1
3396,-1,1415,1677,-1
3397,-1,-1,-1,-1
3398,-1,-1,-1,-1
3399,-1,-1,-1,-1
3400,-1,-1,-1,-1
3401,-1,-1,-1,-1
3402,-1,1416,1678,-1
3403,-1,1417,1679,-1
3404,-1,-1,-1,-1
3405,-1,-1,-1,-1
3406,-1,1417,1680,-1
3407,-1,-1,-1,-1
3408,-1,-1,-1,-1
3409,-1,-1,-1,-1
3410,-1,-1,-1,-1
3411,-1,-1,-1,-1
3412,-1,1418,1681,-1
3413,-1,1419,1682,-1
3414,-1,1420,1683,-1
3415,-1,1421,1684,-1
3416,-1,1422,1685,-1
3417,-1,1423,1686,-1
3418,-1,-1,-1,-1
3419,-1,1424,1687,-1
3420,-1,1425,1688,-1
3421,-1,1425,1689,-1
3422,-1,-1,-1,-1
3423,-1,-1,-1,-1
3424,-1,-1,-1,-1
3425,-1,1426,1690,-1
3426,-1,-1,-1,-1
3427,-1,1427,1691,-1
3428,-1,-1,-1,-1
3429,-1,-1,-1,-1
3430,-1,-1,-1,-1
3431,-1,1428,1692,-1
3432,-1,-1,1693,-1
3433,-1,1429,1694,-1
3434,-1,-1,-1,-1
3435,-1,-1,-1,-1
3436,-1,-1,-1,-1
3437,-1,-1,-1,-1
3438,-1,1430,1695,-1
3439,-1,-1,-1,-1
3440,-1,-1,-1,-1
3441,-1,1431,1696,-1
3442,-1,1432,1697,-1
3443,-1,1433,1698,-1
3444,-1,1434,1699,-1
3445,-1,1435,1700,-1
3446,-1,1436,-1,-1
3447,-1,-1,-1,-1
3448,-1,-1,-1,-1
3449,-1,1437,-1,-1
3450,-1,-1,1701,-1
3451,-1,-1,-1,-1
3452,-1,1438,1702,-1
3453,-1,1439,1702,-1
3454,-1,-1,-1,-1
3455,-1,1440,1703,-1
3456,-1,1441,1704,-1
3457,-1,-1,-1,-1
3458,-1,1442,1705,-1
3459,-1,1443,-1,-1
3460,-1,1444,1706,-1
3461,-1,-1,-1,-1
3462,-1,-1,-1,-1
3463,-1,1445,1707,-1
3464,-1,1446,1708,-1
3465,-1,1446,1709,-1
3466,-1,-1,-1,-1
3467,-1,-1,-1,-1
3468,-1,1447,1710,-1
3469,-1,1448,1711,-1
3470,-1,1449,1712,-1
3471,-1,1450,1713,-1
3472,-1,1451,1714,-1
3473,-1,-1,-1,-1
3474,-1,-1,-1,-1
3475,-1,1452,1715,-1
3476,-1,-1,-1,-1
3477,-1,-1,-1,-1
3478,-1,-1,-1,-1
3479,-1,1453,1716,-1
3480,-1,1454,1717,-1
3481,-1,1455,1718,-1
3482,-1,-1,-1,-1
3483,-1,-1,-1,-1
3484,-1,-1,-1,-1
3485,-1,1456,1719,-1
