recipeinstructions,author,recipeingredient,recipeyield,recipecategory,totaltime,aggregaterating
0,-1,-1,562,472,554,-1
0,-1,-1,563,473,555,-1
0,-1,-1,564,474,556,-1
0,-1,-1,565,-1,557,-1
0,-1,-1,566,474,558,-1
0,-1,-1,566,475,559,-1
0,-1,-1,567,476,560,-1
0,-1,-1,568,477,561,-1
0,-1,-1,569,478,562,-1
0,-1,-1,570,479,563,-1
0,-1,-1,571,480,564,-1
0,-1,-1,572,480,565,-1
0,-1,-1,573,481,566,-1
0,-1,-1,574,482,567,-1
0,-1,-1,575,483,567,-1
0,-1,-1,576,484,567,-1
0,-1,-1,577,485,568,-1
0,-1,-1,578,485,569,-1
0,-1,-1,579,-1,570,-1
0,-1,-1,580,486,571,-1
0,-1,-1,581,487,572,-1
0,-1,-1,582,488,573,-1
0,-1,-1,583,489,574,-1
0,-1,-1,584,489,575,-1
0,-1,-1,585,490,576,-1
0,-1,-1,586,-1,576,-1
0,-1,-1,587,490,577,-1
0,-1,-1,588,491,577,-1
0,-1,-1,589,492,578,-1
0,-1,-1,589,-1,579,-1
0,-1,-1,590,493,579,-1
0,-1,-1,591,494,580,-1
0,-1,-1,592,495,581,-1
0,-1,-1,593,496,582,-1
0,-1,-1,594,496,583,-1
0,-1,-1,594,496,584,-1
0,-1,-1,595,497,584,-1
0,-1,-1,596,498,585,-1
0,-1,-1,597,-1,585,-1
0,-1,-1,598,499,586,-1
0,-1,-1,599,500,587,-1
0,-1,-1,600,501,588,-1
0,-1,-1,601,502,589,-1
0,-1,-1,602,503,590,-1
0,-1,-1,603,504,591,-1
0,-1,-1,603,504,591,-1
0,-1,-1,604,505,592,-1
0,-1,-1,605,505,593,-1
0,-1,-1,606,506,594,-1
0,-1,-1,607,507,595,-1
0,-1,-1,608,507,596,-1
0,-1,-1,609,508,597,-1
0,-1,-1,610,509,598,-1
0,-1,-1,611,510,599,-1
0,-1,-1,612,511,600,-1
0,-1,-1,613,512,600,-1
0,-1,-1,613,-1,601,-1
0,-1,-1,614,513,601,-1
0,-1,-1,615,513,602,-1
0,-1,-1,616,514,603,-1
0,-1,-1,617,-1,604,-1
0,-1,-1,618,515,605,-1
0,-1,-1,619,515,606,-1
0,-1,-1,620,515,607,-1
0,-1,-1,621,-1,607,-1
0,-1,-1,621,516,608,-1
0,-1,-1,622,517,609,-1
0,-1,-1,623,518,610,-1
0,-1,-1,624,519,611,-1
0,-1,-1,625,520,612,-1
0,-1,-1,625,521,613,-1
0,-1,-1,625,521,614,-1
0,-1,-1,626,522,614,-1
0,-1,-1,627,523,614,-1
0,-1,-1,628,523,614,-1
0,-1,-1,629,524,615,-1
0,-1,-1,629,525,615,-1
0,-1,-1,630,-1,616,-1
0,-1,-1,631,525,617,-1
0,-1,-1,631,525,618,-1
0,-1,-1,632,525,618,-1
0,-1,-1,633,-1,619,-1
0,-1,-1,634,-1,620,-1
0,-1,-1,635,525,621,-1
0,-1,-1,636,526,622,-1
0,-1,-1,637,527,623,-1
0,-1,-1,637,-1,624,-1
0,-1,-1,638,528,625,-1
0,-1,-1,639,529,626,-1
0,-1,-1,639,530,627,-1
0,-1,-1,640,531,627,-1
0,-1,-1,641,531,627,-1
0,-1,-1,642,532,628,-1
0,-1,-1,643,533,629,-1
0,-1,-1,644,533,629,-1
0,-1,-1,644,534,629,-1
0,-1,-1,645,535,629,-1
0,-1,-1,646,535,630,-1
0,-1,-1,647,536,631,-1
0,-1,-1,648,537,632,-1
0,-1,-1,648,538,633,-1
0,-1,-1,649,539,634,-1
0,-1,-1,650,540,634,-1
0,-1,-1,651,-1,635,-1
0,-1,-1,652,540,636,-1
0,-1,-1,653,541,637,-1
0,-1,-1,654,542,638,-1
0,-1,-1,655,543,638,-1
0,-1,-1,656,544,639,-1
0,-1,-1,656,545,640,-1
0,-1,-1,657,546,641,-1
0,-1,-1,658,547,642,-1
0,-1,-1,659,547,643,-1
0,-1,-1,659,547,644,-1
0,-1,-1,660,548,644,-1
0,-1,-1,660,-1,645,-1
0,-1,-1,661,549,646,-1
0,-1,-1,662,549,647,-1
0,-1,-1,663,550,647,-1
0,-1,-1,663,-1,648,-1
0,-1,-1,664,551,649,-1
0,-1,-1,665,551,649,-1
0,-1,-1,666,552,650,-1
0,-1,-1,667,553,651,-1
0,-1,-1,668,554,652,-1
