author,datepublished,recipeyield,preptime,cooktime,recipecategory,totaltime,datemodified,publisher,isaccessibleforfree
0,3159,1976,2102,1797,2316,2431,1856,0,0
0,3160,1977,2103,1798,2317,2432,-1,0,0
0,3161,-1,-1,-1,2318,-1,-1,0,0
0,3162,-1,-1,-1,2318,-1,1857,0,0
0,3163,1977,2104,1799,2319,2433,1858,0,0
0,3164,1977,-1,-1,2320,-1,-1,0,0
0,3165,1978,2105,-1,2321,2434,1859,0,0
0,3166,-1,-1,-1,-1,-1,-1,0,0
0,3167,-1,-1,-1,2322,-1,-1,0,0
0,3168,1979,-1,-1,2323,-1,1860,0,0
0,3169,1980,2106,-1,2324,2435,-1,0,0
0,3170,1981,2107,1800,2325,2436,1861,0,0
0,3171,1982,2108,1801,2326,2437,1862,0,0
0,3172,-1,-1,-1,2327,-1,1863,0,0
0,3173,-1,-1,-1,2327,-1,-1,0,0
0,3174,1983,2109,1802,2327,2438,1864,0,0
0,3175,1984,2110,-1,2328,2439,-1,0,0
0,3176,1985,2111,1803,2329,2440,1865,0,0
0,3177,-1,-1,-1,2330,-1,1866,0,0
0,3178,1986,2112,1804,2330,2441,1867,0,0
0,3179,1987,2113,-1,2331,2442,1868,0,0
0,3180,-1,-1,-1,2332,-1,1869,0,0
0,3181,1988,2114,1805,2333,2443,1870,0,0
0,3182,-1,2115,1806,2333,2444,1871,0,0
0,3183,1989,2116,1807,2334,2445,-1,0,0
0,3184,-1,-1,-1,2334,-1,-1,0,0
0,3185,-1,-1,-1,2334,-1,-1,0,0
0,3186,1990,2117,1808,2334,2446,1872,0,0
0,3187,1991,-1,-1,2334,-1,-1,0,0
0,3188,-1,-1,-1,2334,-1,-1,0,0
0,3189,-1,-1,-1,2334,-1,-1,0,0
0,3190,-1,-1,-1,2334,-1,-1,0,0
0,3191,1991,2118,1809,2335,2446,-1,0,0
0,3192,1991,2119,1810,2336,2447,1873,0,0
0,3193,-1,-1,-1,2337,-1,1874,0,0
0,3194,1992,2120,-1,2337,2447,-1,0,0
0,3195,1993,2121,1811,2338,2448,-1,0,0
0,3196,1994,2122,1812,2339,2449,1875,0,0
0,3197,1995,2122,1813,2339,2450,-1,0,0
0,3198,-1,-1,-1,2340,-1,1876,0,0
0,3199,1996,2123,1814,2341,2451,1877,0,0
0,3200,1996,2124,1815,2342,2452,-1,0,0
0,3201,1997,2125,-1,2342,2453,-1,0,0
0,3202,1998,2126,1816,2342,2454,1878,0,0
0,3203,1999,2127,1817,2343,2455,-1,0,0
0,3204,2000,2128,1818,2344,2456,1879,0,0
0,3205,-1,-1,-1,2345,-1,-1,0,0
0,3206,-1,-1,-1,2346,-1,-1,0,0
0,3207,2001,-1,-1,2347,-1,-1,0,0
0,3208,2001,2129,1818,2348,2457,-1,0,0
0,3209,2001,2130,1819,2349,2458,1880,0,0
0,3210,-1,-1,-1,2350,-1,1881,0,0
0,3211,2002,2131,-1,2351,2459,1882,0,0
0,3212,2003,2132,-1,2352,2460,1883,0,0
0,3213,2004,2132,1820,2353,2461,1884,0,0
0,3214,2005,2133,1821,2354,2462,-1,0,0
0,3215,2006,2134,-1,2354,2463,-1,0,0
0,3216,-1,-1,-1,2355,-1,-1,0,0
0,3217,2007,2135,1822,2355,2464,1885,0,0
0,3218,2008,2136,1822,2356,2465,-1,0,0
0,3219,-1,2137,-1,2357,2466,-1,0,0
0,3220,2009,2138,1823,2358,2467,-1,0,0
0,3221,-1,-1,-1,2359,-1,-1,0,0
0,3222,2010,2139,1824,2360,2468,1886,0,0
0,3223,2011,2140,1825,2360,2469,1887,0,0
0,3224,2012,2141,1826,2361,2470,-1,0,0
0,3225,2013,2142,-1,2362,2471,1888,0,0
0,3226,2014,2143,1826,2363,2472,-1,0,0
0,3227,2014,-1,-1,2364,-1,1889,0,0
0,3228,2015,2143,1827,2365,2473,1890,0,0
0,3229,2016,2144,1827,2365,2474,1891,0,0
0,3230,2016,2145,1828,2366,2475,1892,0,0
0,3231,2016,2146,-1,2367,2476,1893,0,0
0,3232,2016,2147,-1,2368,2477,1894,0,0
0,3233,2017,-1,-1,2369,-1,-1,0,0
0,3234,-1,-1,-1,2369,-1,-1,0,0
0,3235,2018,2148,1829,2369,2478,1895,0,0
0,3236,2019,2149,1829,2369,2479,1896,0,0
0,3237,2020,2150,1830,2370,2480,-1,0,0
0,3238,2021,2151,-1,2370,2481,1897,0,0
0,3239,2021,2152,-1,2370,2482,1898,0,0
0,3240,-1,-1,-1,2371,-1,-1,0,0
0,3241,2022,2153,1831,2372,2483,-1,0,0
0,3242,2023,2154,1832,2372,2484,1899,0,0
0,3243,2024,2155,1833,2372,2485,1900,0,0
0,3244,2024,2155,1834,2372,2486,-1,0,0
0,3245,2024,2156,1835,2373,2487,1901,0,0
0,3246,2024,2157,1836,2373,2488,-1,0,0
0,3247,2025,2158,1837,2374,2489,1902,0,0
0,3248,2026,2159,-1,2375,2490,-1,0,0
0,3249,2027,2160,-1,2376,2491,1903,0,0
0,3250,2028,2161,1838,2377,2492,-1,0,0
0,3251,2029,2162,1839,2378,2493,-1,0,0
0,3252,2030,2163,1840,2379,2494,1904,0,0
0,3253,2031,2164,1841,2380,2495,1905,0,0
0,3254,2032,2165,1842,2381,2496,1906,0,0
0,3255,2033,2166,-1,2382,2497,1907,0,0
0,3256,2034,2167,-1,2383,2498,1908,0,0
0,3257,2035,2168,1843,2384,2499,-1,0,0
0,3258,2036,2169,1844,2385,2500,-1,0,0
0,3259,2036,2170,-1,2386,2501,1909,0,0
0,3260,2037,2171,1845,2387,2502,1910,0,0
0,3261,2038,2172,1846,2388,2503,1911,0,0
0,3262,2039,2173,1847,2389,2504,1912,0,0
0,3263,2039,2173,1848,2390,2505,-1,0,0
0,3264,2039,2174,-1,2391,2506,1913,0,0
0,3265,2039,2175,1849,2392,2507,1914,0,0
0,3266,-1,-1,-1,2393,-1,-1,0,0
0,3267,2039,-1,-1,2394,-1,1915,0,0
0,3268,-1,-1,-1,2395,-1,-1,0,0
0,3269,2040,2176,1850,2396,2508,1916,0,0
0,3270,2041,2176,1851,2397,2509,1917,0,0
0,3271,2042,2177,-1,2397,2510,1918,0,0
0,3272,2042,2178,1852,2398,2511,1919,0,0
0,3273,2043,2178,-1,2399,2512,1920,0,0
0,3274,2043,2179,-1,2400,2513,1921,0,0
0,3275,2043,2180,-1,2401,2514,1922,0,0
0,3276,2043,-1,-1,2402,-1,-1,0,0
0,3277,-1,-1,-1,2403,-1,1923,0,0
0,3278,-1,-1,-1,2404,-1,1924,0,0
0,3279,2043,2181,1853,2405,2515,1925,0,0
0,3280,2043,2182,-1,2406,2516,-1,0,0
0,3281,2044,2183,1854,2407,2517,1926,0,0
0,3282,2045,2184,-1,2408,2518,1927,0,0
0,3283,2046,2184,1855,2409,2519,-1,0,0
0,3284,2046,2185,1856,2409,2520,-1,0,0
0,3285,2046,2185,1857,2410,2521,-1,0,0
0,3286,2046,2186,1858,2411,2522,-1,0,0
0,3287,-1,-1,-1,2412,-1,-1,0,0
0,3288,2047,2187,-1,2413,2523,-1,0,0
0,3289,2048,2188,1859,2414,2524,1928,0,0
0,3290,2049,2189,1860,2415,2525,1929,0,0
0,3291,2050,2190,-1,2416,2526,-1,0,0
0,3292,2051,2191,1861,2417,2527,-1,0,0
0,3293,2052,2192,1862,2418,2528,-1,0,0
0,3294,2052,2193,1863,2419,2529,1930,0,0
0,3295,2052,2194,1864,2420,2530,1931,0,0
0,3296,-1,-1,-1,2420,-1,-1,0,0
0,3297,2053,2195,1865,2421,2531,1932,0,0
0,3298,2054,-1,-1,2422,-1,-1,0,0
0,3299,2054,-1,-1,2422,-1,-1,0,0
0,3300,2054,2196,1866,2423,2532,1933,0,0
0,3301,2055,2196,1867,2424,2533,1934,0,0
0,3302,2056,2197,1867,2425,2534,1935,0,0
0,3303,2056,2198,1867,2426,2535,1936,0,0
0,3304,2057,2199,-1,2427,2536,1937,0,0
0,3305,2058,2200,1868,2428,2537,1938,0,0
0,3306,-1,-1,-1,2429,-1,-1,0,0
0,3307,2058,2200,1869,2430,2538,1939,0,0
0,3308,2058,-1,-1,2430,-1,1940,0,0
0,3309,2059,2201,-1,2431,2539,1941,0,0
0,3310,2060,2202,-1,2432,2540,-1,0,0
0,3311,2060,2203,1870,2433,2541,-1,0,0
0,3312,2061,2204,1871,2434,2542,-1,0,0
0,3313,-1,-1,-1,2434,-1,-1,0,0
0,3314,2062,2205,-1,2435,2543,1942,0,0
0,3315,2063,2206,1872,2436,2544,1943,0,0
0,3316,2064,2206,1873,2437,2545,1944,0,0
0,3317,2065,2207,1873,2438,2546,1945,0,0
0,3318,2066,-1,-1,2439,-1,-1,0,0
0,3319,2067,2208,-1,2440,2547,1946,0,0
0,3320,2068,2209,1874,2441,2548,-1,0,0
0,3321,2069,2210,-1,2442,2549,1947,0,0
0,3322,2070,-1,-1,2442,-1,-1,0,0
0,3323,2070,2211,-1,2443,2550,1948,0,0
0,3324,-1,2212,-1,2443,2551,1949,0,0
0,3325,2071,2213,-1,2444,2552,1950,0,0
0,3326,2072,2214,1875,2445,2553,-1,0,0
0,3327,2072,2215,1876,2446,2554,1951,0,0
0,3328,2072,2216,1877,2446,2554,1952,0,0
0,3329,-1,-1,-1,2446,-1,1953,0,0
0,3330,2073,2217,1878,2447,2555,-1,0,0
0,3331,2074,2218,1879,2448,2556,1954,0,0
0,3332,2075,2219,1880,2449,2557,-1,0,0
0,3333,2075,2220,-1,2450,2558,-1,0,0
0,3334,2076,2221,1881,2451,2559,-1,0,0
0,3335,2077,2222,-1,2452,2560,1955,0,0
0,3336,2078,-1,-1,2453,-1,-1,0,0
0,3337,2079,2223,1882,2453,2561,1956,0,0
0,3338,2080,2224,1883,2453,2562,1957,0,0
0,3339,-1,-1,-1,2453,-1,-1,0,0
0,3340,2080,2225,1884,2454,2563,1958,0,0
0,3341,2081,2226,1885,2455,2564,1959,0,0
0,3342,2082,2226,1885,2456,2564,1960,0,0
0,3343,2083,2227,1886,2457,2565,-1,0,0
0,3344,-1,-1,-1,2458,-1,-1,0,0
0,3345,2084,2228,1887,2459,2566,1961,0,0
0,3346,2085,2229,1888,2460,2567,1962,0,0
0,3347,2085,-1,-1,2461,-1,1963,0,0
0,3348,2085,2230,1889,2462,2568,-1,0,0
0,3349,-1,2231,-1,2463,2569,1964,0,0
0,3350,-1,-1,-1,2463,-1,-1,0,0
0,3351,2086,2232,1890,2464,2570,1965,0,0
0,3352,2087,2233,1891,2465,2571,-1,0,0
0,3353,2088,2234,1892,2465,2572,-1,0,0
0,3354,2089,2234,-1,2466,2573,1966,0,0
0,3355,2089,2234,-1,2467,2573,-1,0,0
0,3356,2090,-1,-1,2467,-1,1967,0,0
0,3357,2091,2235,1893,2468,2574,1968,0,0
0,3358,2092,2235,1894,2469,2575,1969,0,0
0,3359,2092,2236,1895,2470,2575,1970,0,0
0,3360,2092,2236,1896,2470,2576,-1,0,0
0,3361,2093,2237,-1,2471,2577,1971,0,0
0,3362,2094,2237,1897,2471,2578,-1,0,0
0,3363,-1,-1,-1,2472,-1,-1,0,0
0,3364,2095,2238,-1,2473,2579,1972,0,0
0,3365,2096,2239,1898,2474,2580,1973,0,0
0,3366,2097,2240,1899,2475,2581,-1,0,0
0,3367,2098,2241,-1,2476,2582,-1,0,0
0,3368,2098,2242,1900,2477,2583,1974,0,0
0,3369,2099,2243,1901,2477,2584,1975,0,0
0,3370,2100,2244,-1,2478,2585,-1,0,0
0,3371,2101,2245,1901,2479,2586,1976,0,0
0,3372,2102,2246,1902,2480,2587,-1,0,0
0,3373,2103,2247,1903,2480,2588,-1,0,0
0,3374,2104,2247,1904,2481,2589,1977,0,0
0,3375,2104,2247,1905,2482,2590,-1,0,0
0,3376,2105,2248,1906,2483,2591,1978,0,0
0,3377,2106,2248,1907,2484,2592,1979,0,0
0,3378,2107,2249,1908,2484,2593,1980,0,0
0,3379,2107,-1,-1,2485,-1,-1,0,0
0,3380,2107,-1,-1,2486,-1,1981,0,0
0,3381,2108,2250,1909,2487,2594,-1,0,0
0,3382,-1,-1,-1,2488,-1,-1,0,0
0,3383,2109,2251,1910,2489,2595,1982,0,0
0,3384,2110,2252,-1,2490,2596,1983,0,0
0,3385,2110,2252,1911,2490,2597,1984,0,0
0,3386,2111,2253,1912,2491,2598,1985,0,0
0,3387,-1,-1,-1,2492,-1,1986,0,0
0,3388,2112,2254,-1,2493,2599,-1,0,0
0,3389,2113,2255,1913,2494,2600,1987,0,0
0,3390,2114,2256,-1,2495,2601,1988,0,0
0,3391,2115,2256,1914,2496,2602,-1,0,0
0,3392,-1,-1,-1,2497,-1,-1,0,0
0,3393,2116,2256,1915,2497,2603,-1,0,0
0,3394,2116,2257,1916,2498,2604,1989,0,0
0,3395,2117,2258,-1,2499,2605,1990,0,0
0,3396,2118,2258,1917,2500,2606,-1,0,0
0,3397,2119,2259,1918,2501,2607,1991,0,0
0,3398,2120,2260,1919,2502,2607,1992,0,0
0,3399,2120,2261,1920,2503,2608,1993,0,0
0,3400,2121,2262,1921,2504,2609,1994,0,0
0,3401,2122,2263,1922,2504,2610,1995,0,0
0,3402,2123,2264,1923,2504,2611,-1,0,0
0,3403,2124,2264,1924,2505,2612,1996,0,0
0,3404,2125,-1,-1,2506,-1,-1,0,0
0,3405,2126,2265,1924,2506,2613,1997,0,0
0,3406,2127,2266,1925,2506,2614,-1,0,0
0,3407,2127,2267,1926,2506,2615,1998,0,0
0,3408,2128,2267,-1,2507,2616,1999,0,0
0,3409,-1,2268,1927,2508,2617,-1,0,0
0,3410,2129,2269,1928,2509,2618,2000,0,0
0,3411,2130,2270,1929,2509,2619,2001,0,0
0,3412,2131,2271,1930,2509,2620,-1,0,0
0,3413,2132,2272,1931,2510,2621,2002,0,0
0,3414,2132,2273,1932,2511,2622,2003,0,0
0,3415,2132,-1,-1,2512,-1,2004,0,0
0,3416,2132,2274,1932,2513,2623,-1,0,0
0,3417,2133,-1,-1,2514,-1,-1,0,0
0,3418,2134,2275,1933,2515,2624,2005,0,0
0,3419,2135,-1,-1,2516,-1,-1,0,0
0,3420,2135,-1,-1,2517,-1,-1,0,0
0,3421,2135,2276,1934,2517,2625,2006,0,0
0,3422,-1,-1,-1,2517,-1,-1,0,0
0,3423,2136,2277,-1,2517,2626,-1,0,0
0,3424,2137,2278,1935,2518,2627,-1,0,0
0,3425,-1,-1,-1,2519,-1,-1,0,0
0,3426,2137,2279,1936,2520,2628,2007,0,0
0,3427,2138,2280,1937,2521,2629,-1,0,0
0,3428,2139,2281,1937,2521,2630,2008,0,0
0,3429,2140,2282,1938,2521,2631,2009,0,0
0,3430,2141,2283,1939,2522,2632,-1,0,0
0,3431,2141,2284,1940,2523,2633,2010,0,0
0,3432,2141,2285,1940,2524,2634,2011,0,0
0,3433,2141,2285,1941,2525,2635,2012,0,0
0,3434,2142,-1,-1,2526,-1,-1,0,0
0,3435,2143,2285,1942,2527,2636,2013,0,0
0,3436,2144,2286,1943,2527,2637,2014,0,0
0,3437,2144,2286,1943,2528,2637,2015,0,0
0,3438,2145,2287,1944,2529,2638,2016,0,0
0,3439,2145,2288,1945,2530,2639,2017,0,0
0,3440,-1,-1,-1,2530,-1,-1,0,0
0,3441,-1,2289,-1,2530,2640,-1,0,0
0,3442,2146,2290,1946,2531,2641,2018,0,0
0,3443,2147,2291,-1,2532,2642,-1,0,0
0,3444,2148,-1,-1,2533,-1,-1,0,0
0,3445,2149,2291,1947,2533,2643,-1,0,0
0,3446,2149,2292,1948,2534,2644,-1,0,0
0,3447,2149,-1,-1,2535,-1,2019,0,0
0,3448,2150,2293,-1,2536,2645,-1,0,0
0,3449,2150,2294,1949,2537,2646,2020,0,0
0,3450,2150,-1,-1,2538,-1,2021,0,0
0,3451,-1,-1,-1,2539,-1,2022,0,0
0,3452,2151,2295,-1,2540,2647,2023,0,0
0,3453,2151,2296,1950,2541,2648,-1,0,0
0,3454,2152,2297,-1,2542,2649,2024,0,0
0,3455,2153,2298,1950,2542,2650,-1,0,0
0,3456,-1,2299,1951,2542,2651,2025,0,0
0,3457,2154,-1,-1,2543,-1,-1,0,0
0,3458,2154,2300,-1,2543,2652,2026,0,0
0,3459,2154,2301,1952,2544,2653,2027,0,0
0,3460,2154,2302,1953,2545,2654,-1,0,0
0,3461,2155,2302,1954,2545,2655,-1,0,0
0,3462,-1,-1,-1,2546,-1,-1,0,0
0,3463,-1,2302,-1,2547,2656,2028,0,0
0,3464,-1,-1,-1,2548,-1,2029,0,0
0,3465,-1,2303,1955,2549,2657,2030,0,0
0,3466,2155,-1,1956,2549,2658,2031,0,0
0,3467,2156,2304,1957,2550,2659,2032,0,0
0,3468,-1,-1,-1,2551,-1,-1,0,0
0,3469,2157,2305,1958,2551,2660,-1,0,0
0,3470,2158,2306,1959,2552,2661,2033,0,0
0,3471,2159,-1,-1,2553,-1,-1,0,0
0,3472,2160,2307,-1,2554,2662,2034,0,0
0,3473,2160,2308,1960,2555,2663,2035,0,0
0,3474,2160,2309,-1,2556,2664,2036,0,0
0,3475,-1,-1,-1,2557,-1,-1,0,0
0,3476,2161,2310,-1,2558,2665,2037,0,0
0,3477,2162,2311,1961,2559,2666,-1,0,0
0,3478,-1,-1,-1,2560,-1,-1,0,0
0,3479,-1,-1,-1,2561,-1,-1,0,0
0,3480,2163,2312,-1,2562,2667,2038,0,0
0,3481,2163,2312,-1,2563,2668,2039,0,0
0,3482,2163,2313,1962,2564,2669,2040,0,0
0,3483,2164,-1,-1,2565,-1,2041,0,0
0,3484,2165,-1,-1,2565,-1,-1,0,0
0,3485,2166,2314,1963,2565,2670,-1,0,0
0,3486,2167,2315,1964,2565,2670,-1,0,0
0,3487,2168,-1,-1,2566,-1,2042,0,0
0,3488,-1,-1,-1,2567,-1,2043,0,0
0,3489,2169,2316,1965,2568,2671,2044,0,0
0,3490,2170,2317,1965,2569,2672,2045,0,0
0,3491,2171,2318,-1,2570,2673,-1,0,0
0,3492,2172,2319,1966,2570,2674,2046,0,0
0,3493,-1,-1,-1,2571,-1,-1,0,0
0,3494,-1,-1,-1,2571,-1,-1,0,0
0,3495,2173,2320,-1,2571,2675,2047,0,0
0,3496,2174,2321,1967,2572,2675,2048,0,0
0,3497,2175,2321,1968,2573,2676,-1,0,0
0,3498,2175,2322,1969,2574,2677,-1,0,0
0,3499,2176,2323,-1,2575,2678,2049,0,0
0,3500,2177,2324,1970,2576,2679,2050,0,0
0,3501,2178,2325,1970,2577,2680,2051,0,0
0,3502,2178,2326,1971,2578,2681,-1,0,0
0,3503,-1,2327,1972,2578,2682,2052,0,0
0,3504,2179,2328,1972,2579,2683,2053,0,0
0,3505,2180,2329,1973,2580,2684,-1,0,0
0,3506,2181,2330,1973,2581,2685,2054,0,0
0,3507,2181,2331,-1,2581,2686,2055,0,0
0,3508,2182,2332,-1,2582,2687,2056,0,0
0,3509,2183,2333,-1,2583,2688,2057,0,0
0,3510,-1,-1,-1,2584,-1,-1,0,0
0,3511,2184,2334,-1,2585,2689,2058,0,0
0,3512,2185,2335,-1,2586,2690,-1,0,0
0,3513,2186,2336,1974,2586,2691,2059,0,0
0,3514,2186,2337,-1,2586,2692,2060,0,0
0,3515,2186,-1,-1,2586,-1,2061,0,0
0,3516,-1,-1,-1,2587,-1,-1,0,0
0,3517,2187,2338,1975,2587,2693,2062,0,0
0,3518,-1,-1,-1,2588,-1,-1,0,0
0,3519,2187,2339,1976,2589,2694,2063,0,0
0,3520,2188,2340,-1,2590,2695,2064,0,0
0,3521,2189,2340,-1,2591,2695,2065,0,0
0,3522,2190,2341,-1,2592,2696,2066,0,0
0,3523,2191,-1,-1,2593,-1,-1,0,0
0,3524,2192,2342,1977,2593,2697,2067,0,0
0,3525,2193,2343,1978,2593,2698,-1,0,0
0,3526,2194,-1,-1,2594,-1,-1,0,0
0,3527,2194,-1,-1,2595,-1,2068,0,0
0,3528,2195,2344,-1,2595,2699,2069,0,0
0,3529,2196,2344,1979,2596,2700,-1,0,0
0,3530,-1,-1,-1,2597,-1,-1,0,0
0,3531,2196,2345,1980,2598,2701,-1,0,0
0,3532,2196,2346,-1,2599,2702,2070,0,0
0,3533,2196,2347,-1,2600,2703,2071,0,0
0,3534,-1,-1,-1,2601,-1,-1,0,0
0,3535,-1,-1,-1,2601,-1,-1,0,0
0,3536,2197,2348,1980,2602,2704,2072,0,0
0,3537,2198,2349,1980,2603,2705,-1,0,0
0,3538,2198,-1,-1,2604,-1,-1,0,0
0,3539,2199,2350,1981,2605,2706,2073,0,0
0,3540,2200,2351,1982,2606,2707,-1,0,0
0,3541,2201,2352,1983,2607,2708,-1,0,0
0,3542,2202,2353,1984,2608,2709,-1,0,0
0,3543,2203,2353,1985,2609,2710,2074,0,0
0,3544,-1,-1,-1,2610,-1,2075,0,0
0,3545,2204,2354,1986,2611,2711,-1,0,0
0,3546,2205,2355,-1,2612,2712,-1,0,0
0,3547,2206,2355,-1,2612,2713,2076,0,0
0,3548,2207,-1,-1,2613,-1,2077,0,0
0,3549,-1,-1,-1,2614,-1,2078,0,0
0,3550,2208,2356,1987,2615,2714,2079,0,0
0,3551,2209,2357,1988,2616,2715,-1,0,0
0,3552,2209,2358,1989,2616,2716,-1,0,0
0,3553,2209,2359,1990,2617,2717,2080,0,0
0,3554,2210,-1,-1,2618,-1,-1,0,0
0,3555,2211,-1,-1,2619,-1,2081,0,0
0,3556,2211,2360,-1,2619,2718,2082,0,0
0,3557,2211,2361,1991,2619,2719,2083,0,0
0,3558,2212,2361,-1,2619,2720,-1,0,0
0,3559,2213,2361,1992,2619,2721,2084,0,0
0,3560,-1,-1,-1,2620,-1,-1,0,0
0,3561,2214,2362,1993,2621,2722,2085,0,0
0,3562,2215,2362,1994,2622,2723,2086,0,0
0,3563,2215,2363,1995,2622,2724,2087,0,0
0,3564,2216,2364,-1,2623,2725,2088,0,0
0,3565,2216,2365,1996,2624,2726,2089,0,0
0,3566,-1,-1,-1,2625,-1,-1,0,0
0,3567,2217,2366,1996,2626,2727,-1,0,0
0,3568,2218,-1,-1,2627,-1,-1,0,0
0,3569,2219,2366,-1,2628,2728,-1,0,0
0,3570,2220,2367,1997,2629,2729,-1,0,0
0,3571,2220,2368,-1,2630,2730,2090,0,0
0,3572,2221,-1,-1,2630,-1,2091,0,0
0,3573,2221,2369,1998,2631,2731,2092,0,0
0,3574,2221,-1,1999,2632,2732,-1,0,0
0,3575,2222,2370,2000,2633,2733,2093,0,0
0,3576,2222,2371,2001,2633,2734,-1,0,0
0,3577,2223,2371,2002,2634,2735,2094,0,0
0,3578,2224,2372,2003,2635,2736,2095,0,0
0,3579,2224,2373,2003,2636,2737,-1,0,0
0,3580,-1,-1,-1,2636,-1,-1,0,0
0,3581,2225,2374,-1,2636,2738,-1,0,0
0,3582,2226,2375,2004,2636,2739,-1,0,0
0,3583,2226,2376,2005,2637,2740,2096,0,0
0,3584,-1,2377,-1,2638,2740,2097,0,0
0,3585,2226,2378,2006,2639,2741,2098,0,0
0,3586,2226,-1,-1,2640,-1,2099,0,0
0,3587,2227,2379,2007,2641,2742,2100,0,0
0,3588,2228,2380,2008,2642,2743,2101,0,0
0,3589,-1,-1,-1,2643,-1,-1,0,0
0,3590,2229,-1,2009,2644,2744,2102,0,0
0,3591,2230,2381,2010,2645,2745,2103,0,0
0,3592,2231,2382,2011,2646,2746,-1,0,0
0,3593,2232,2383,-1,2647,2747,-1,0,0
0,3594,2233,-1,-1,2648,-1,-1,0,0
0,3595,2233,2384,-1,2648,2748,2104,0,0
0,3596,2233,2385,2012,2648,2749,2105,0,0
0,3597,2234,2386,2013,2649,2750,2106,0,0
0,3598,2234,2386,2014,2649,2751,2107,0,0
0,3599,2234,2386,2015,2650,2752,2108,0,0
0,3600,2235,2386,2016,2650,2753,2109,0,0
0,3601,2236,2387,2017,2651,2754,2110,0,0
0,3602,2236,2388,2018,2652,2755,-1,0,0
0,3603,2236,-1,-1,2653,-1,-1,0,0
0,3604,2237,-1,-1,2654,-1,-1,0,0
0,3605,2238,2389,2018,2654,2756,2111,0,0
0,3606,2239,2389,-1,2655,2757,-1,0,0
0,3607,2239,-1,-1,2655,-1,2112,0,0
0,3608,2240,-1,-1,2656,-1,-1,0,0
0,3609,-1,-1,-1,2657,-1,-1,0,0
0,3610,-1,2389,2019,2658,2758,-1,0,0
0,3611,2241,2390,2020,2659,2759,-1,0,0
0,3612,-1,-1,-1,2660,-1,2113,0,0
0,3613,2241,2391,2021,2660,2760,2114,0,0
0,3614,-1,-1,-1,2661,-1,-1,0,0
0,3615,2241,2392,2022,2661,2761,2115,0,0
0,3616,2242,2393,2023,2662,2762,2116,0,0
0,3617,-1,-1,-1,2663,-1,-1,0,0
0,3618,2243,2394,2024,2664,2763,2117,0,0
0,3619,2244,2395,-1,2665,2764,2118,0,0
0,3620,2245,-1,-1,2666,-1,2119,0,0
0,3621,2246,-1,-1,2666,-1,-1,0,0
0,3622,2247,2396,2025,2667,2765,2120,0,0
0,3623,2248,2397,2026,2668,2765,2121,0,0
0,3624,-1,2398,-1,2669,2766,-1,0,0
0,3625,2249,2399,2027,2670,2767,2122,0,0
0,3626,2249,2400,2028,2670,2768,2123,0,0
0,3627,2250,2401,-1,2671,2769,-1,0,0
0,3628,2251,2402,2029,2671,2770,-1,0,0
0,3629,2252,2403,2030,2672,2771,2124,0,0
0,3630,2253,2404,2031,2673,2772,-1,0,0
0,3631,-1,-1,-1,2673,-1,2125,0,0
0,3632,2254,2404,-1,2674,2773,2126,0,0
0,3633,2254,-1,-1,2674,-1,-1,0,0
0,3634,2255,2405,2032,2675,2774,-1,0,0
0,3635,2256,2406,2033,2676,2775,2127,0,0
0,3636,2257,2407,2034,2676,2776,2128,0,0
0,3637,2258,2408,2035,2677,2777,-1,0,0
0,3638,2259,2409,2036,2678,2778,2129,0,0
0,3639,2259,2410,-1,2679,2779,2130,0,0
0,3640,-1,-1,-1,2680,-1,-1,0,0
0,3641,2260,2411,2037,2681,2779,-1,0,0
0,3642,2261,2412,-1,2682,2780,-1,0,0
0,3643,2261,2413,2038,2683,2781,2131,0,0
0,3644,2262,-1,-1,2684,-1,2132,0,0
0,3645,2263,2414,2039,2684,2782,2133,0,0
0,3646,2263,2415,2040,2684,2783,2134,0,0
0,3647,-1,-1,-1,2685,-1,2135,0,0
0,3648,2264,2416,2041,2686,2784,2136,0,0
0,3649,2265,-1,2042,2687,2785,-1,0,0
0,3650,2266,2417,2043,2687,2786,2137,0,0
0,3651,2267,-1,-1,2688,-1,-1,0,0
0,3652,2268,2418,2044,2689,2787,2138,0,0
0,3653,2269,2419,2045,2690,2788,2139,0,0
0,3654,2269,2420,-1,2691,2789,2140,0,0
0,3655,-1,2421,2046,2692,2790,2141,0,0
0,3656,2270,2422,-1,2693,2791,2142,0,0
0,3657,2271,2422,2047,2693,2792,2143,0,0
0,3658,2272,2423,-1,2694,2793,2144,0,0
0,3659,2273,2423,2048,2695,2794,-1,0,0
0,3660,-1,2424,2049,2696,2795,-1,0,0
0,3661,2274,2425,-1,2697,2796,-1,0,0
0,3662,2274,2426,2050,2698,2797,2145,0,0
0,3663,-1,-1,-1,2699,-1,-1,0,0
0,3664,-1,-1,-1,2700,-1,-1,0,0
0,3665,2274,2426,2051,2701,2798,-1,0,0
0,3666,2275,2427,2052,2702,2799,-1,0,0
0,3667,2276,2428,2053,2703,2800,2146,0,0
0,3668,2277,2429,2054,2704,2801,-1,0,0
0,3669,2278,2430,2054,2705,2802,2147,0,0
0,3670,2279,2431,2055,2706,2803,2148,0,0
0,3671,2280,-1,-1,2707,-1,-1,0,0
0,3672,2281,-1,-1,2707,-1,-1,0,0
0,3673,-1,-1,-1,2707,-1,2149,0,0
0,3674,2282,2432,2056,2707,2804,-1,0,0
