recipeinstructions,author,recipeingredient,recipeyield,recipecategory,totaltime,recipecuisine,aggregaterating,nutrition,video,cookingmethod,mainentity,position,reviews
-1,-1,-1,8729,4198,11125,-1,-1,-1,-1,3510,564,11432,-1
-1,-1,-1,8730,-1,11126,-1,-1,-1,-1,-1,564,11433,-1
-1,-1,-1,8731,4198,11127,-1,-1,-1,-1,-1,564,11434,-1
-1,-1,-1,8732,4198,11128,-1,-1,-1,-1,3511,564,11435,-1
-1,-1,-1,8733,4199,11129,2474,-1,-1,-1,3512,564,11436,-1
-1,-1,-1,8734,4200,11130,-1,-1,-1,-1,3513,564,11437,-1
-1,-1,-1,8735,4201,11131,-1,-1,-1,-1,-1,564,11438,-1
-1,-1,-1,8735,-1,11132,2475,-1,-1,-1,3513,564,11439,-1
-1,-1,-1,8736,4202,11133,-1,-1,-1,-1,3513,564,11440,-1
-1,-1,-1,8736,-1,11133,-1,-1,-1,-1,3513,564,11441,-1
-1,-1,-1,8736,4203,11134,-1,-1,-1,-1,3513,564,11442,-1
-1,-1,-1,8737,4204,11135,-1,-1,-1,-1,3513,564,11443,-1
-1,-1,-1,8738,-1,11136,-1,-1,-1,-1,3514,564,11444,-1
-1,-1,-1,8739,-1,11137,-1,-1,-1,-1,3515,564,11445,-1
-1,-1,-1,8740,4205,11138,-1,-1,-1,-1,3516,564,11446,-1
-1,-1,-1,8741,4205,11139,-1,-1,-1,-1,3517,564,11447,-1
-1,-1,-1,8741,4205,11140,-1,-1,-1,-1,-1,564,11448,-1
-1,-1,-1,8741,4205,11141,-1,-1,-1,-1,-1,564,11449,-1
-1,-1,-1,8741,4205,11142,-1,-1,-1,-1,3518,564,11450,-1
-1,-1,-1,8741,4205,11143,-1,-1,-1,-1,3519,564,11451,-1
-1,-1,-1,8741,4205,11144,-1,-1,-1,-1,3519,564,11452,-1
-1,-1,-1,8741,4205,11145,-1,-1,-1,-1,3519,564,11453,-1
-1,-1,-1,8741,4205,11146,2476,-1,-1,-1,-1,564,11454,-1
-1,-1,-1,8741,-1,11147,2477,-1,-1,-1,-1,565,-1,-1
-1,-1,-1,8741,-1,11148,2477,-1,-1,-1,3520,566,11455,-1
-1,-1,-1,8742,-1,11149,-1,-1,-1,-1,3521,566,11456,-1
-1,-1,-1,8743,4205,11150,-1,-1,-1,-1,3521,566,11457,-1
-1,-1,-1,8744,4205,11151,2478,-1,-1,-1,-1,566,11458,-1
-1,-1,-1,8744,4205,11152,-1,-1,-1,-1,3522,566,11459,-1
-1,-1,-1,8745,4205,11153,2479,-1,-1,-1,3523,566,11460,-1
-1,-1,-1,8746,4206,11154,-1,-1,-1,-1,3523,566,11461,-1
-1,-1,-1,8746,4207,11155,-1,-1,-1,-1,3523,566,11462,-1
-1,-1,-1,8747,4208,11156,-1,-1,-1,-1,-1,566,11463,-1
-1,-1,-1,8747,4209,11157,-1,-1,-1,-1,-1,566,11464,-1
-1,-1,-1,8747,4209,11158,-1,-1,-1,-1,-1,566,11465,-1
-1,-1,-1,8747,4209,11159,-1,-1,-1,-1,3524,566,11466,-1
-1,-1,-1,8747,4209,11160,2480,-1,-1,-1,-1,566,11467,-1
-1,-1,-1,8748,4209,11161,2480,-1,-1,-1,-1,566,11468,-1
-1,-1,-1,8749,4209,11162,2481,-1,-1,-1,3525,566,11469,-1
-1,-1,-1,8749,4209,11163,2481,-1,-1,-1,-1,566,11470,-1
-1,-1,-1,8749,4209,11164,-1,-1,-1,-1,-1,566,11471,-1
-1,-1,-1,8750,4210,11165,-1,-1,-1,-1,3526,566,11472,-1
-1,-1,-1,8751,4210,11166,-1,-1,-1,-1,3526,566,11473,-1
-1,-1,-1,8752,-1,11167,2482,-1,-1,-1,3526,566,11474,-1
-1,-1,-1,8753,4211,11168,2483,-1,-1,-1,3527,566,11475,-1
-1,-1,-1,8754,-1,11169,-1,-1,-1,-1,3528,566,11476,-1
-1,-1,-1,8755,4212,11170,2484,-1,-1,-1,3528,566,11477,-1
-1,-1,-1,8755,-1,11171,2484,-1,-1,-1,3528,566,11478,-1
-1,-1,-1,8755,4212,11171,-1,-1,-1,-1,3528,566,11479,-1
-1,-1,-1,8756,4213,11172,2485,-1,-1,-1,3528,566,11480,-1
-1,-1,-1,8757,4214,11173,2486,-1,-1,-1,3528,566,11481,-1
-1,-1,-1,8758,4215,11174,-1,-1,-1,-1,-1,566,11482,-1
-1,-1,-1,8758,4215,11175,-1,-1,-1,-1,-1,566,11483,-1
-1,-1,-1,8759,4215,11176,-1,-1,-1,-1,-1,566,11484,-1
-1,-1,-1,8759,4215,11177,-1,-1,-1,-1,-1,566,11485,-1
-1,-1,-1,8760,4215,11178,-1,-1,-1,-1,3528,566,11486,-1
-1,-1,-1,8761,4215,11179,-1,-1,-1,-1,-1,566,11487,-1
-1,-1,-1,8762,4215,11180,-1,-1,-1,-1,3528,566,11488,-1
-1,-1,-1,8762,4216,11181,-1,-1,-1,-1,3528,566,11489,-1
-1,-1,-1,8762,4216,11182,-1,-1,-1,-1,3528,566,11490,-1
-1,-1,-1,8763,4217,11183,-1,-1,-1,-1,3528,566,11491,-1
-1,-1,-1,8764,4218,11184,-1,-1,-1,-1,3528,566,11492,-1
-1,-1,-1,8765,-1,11184,2486,-1,-1,-1,3528,566,11493,-1
-1,-1,-1,8766,4218,11185,2487,-1,-1,-1,-1,566,11494,-1
-1,-1,-1,8766,4218,11186,-1,-1,-1,-1,-1,566,11495,-1
-1,-1,-1,8767,4218,11187,-1,-1,-1,-1,-1,566,11496,-1
-1,-1,-1,8768,4218,11188,-1,-1,-1,-1,3529,566,11497,-1
-1,-1,-1,8769,4218,11189,-1,-1,-1,-1,3530,566,11498,-1
-1,-1,-1,8770,4219,11190,2488,-1,-1,-1,3531,566,11499,-1
-1,-1,-1,8771,4220,11191,2489,-1,-1,-1,-1,566,11500,-1
-1,-1,-1,8771,-1,11191,2490,-1,-1,-1,3532,566,11501,-1
-1,-1,-1,8772,4220,11192,2491,-1,-1,-1,3533,566,11502,-1
-1,-1,-1,8773,4221,11193,2491,-1,-1,-1,3533,566,11503,-1
-1,-1,-1,8773,-1,11194,-1,-1,-1,-1,3534,566,11504,-1
-1,-1,-1,8774,-1,11195,-1,-1,-1,-1,3535,566,11505,-1
-1,-1,-1,8775,4222,11196,-1,-1,-1,-1,-1,566,11506,-1
-1,-1,-1,8776,4222,11197,2492,-1,-1,-1,-1,566,11507,-1
-1,-1,-1,8777,4222,11198,2492,-1,-1,-1,3535,566,11508,-1
-1,-1,-1,8778,4222,11199,2492,-1,-1,-1,-1,566,11509,-1
-1,-1,-1,8779,-1,11200,2492,-1,-1,-1,3536,566,11510,-1
-1,-1,-1,8780,4223,11201,-1,-1,-1,-1,3536,566,11511,-1
-1,-1,-1,8781,4223,11202,2493,-1,-1,-1,-1,566,11512,-1
-1,-1,-1,8781,4223,11203,2493,-1,-1,-1,-1,566,11513,-1
-1,-1,-1,8781,4223,11204,2494,-1,-1,-1,3536,566,11514,-1
-1,-1,-1,8782,4224,11205,2495,-1,-1,-1,3536,566,11515,-1
-1,-1,-1,8783,4225,11206,-1,-1,-1,-1,3537,566,11516,-1
-1,-1,-1,8784,4226,11207,2495,-1,-1,-1,3538,566,11517,-1
-1,-1,-1,8785,4226,11208,2495,-1,-1,-1,3538,567,-1,-1
-1,-1,-1,8786,4226,11209,2495,-1,-1,-1,3539,568,11518,-1
-1,-1,-1,8786,4227,11210,-1,-1,-1,-1,3539,568,11519,-1
-1,-1,-1,8787,-1,11211,-1,-1,-1,-1,-1,568,11520,-1
-1,-1,-1,8788,-1,11212,2496,-1,-1,-1,-1,568,11521,-1
-1,-1,-1,8789,4228,11213,-1,-1,-1,-1,3539,568,11522,-1
-1,-1,-1,8790,-1,11214,-1,-1,-1,-1,3539,568,11523,-1
-1,-1,-1,8791,4228,11215,2497,-1,-1,-1,3539,568,11524,-1
-1,-1,-1,8792,4228,11216,-1,-1,-1,-1,3539,568,11525,-1
-1,-1,-1,8792,-1,11216,2497,-1,-1,-1,3539,568,11526,-1
-1,-1,-1,8793,4228,11217,2497,-1,-1,-1,3539,568,11527,-1
-1,-1,-1,8794,-1,11218,-1,-1,-1,-1,-1,568,11528,-1
-1,-1,-1,8795,-1,11219,2497,-1,-1,-1,3539,568,11529,-1
-1,-1,-1,8796,4229,11220,-1,-1,-1,-1,-1,568,11530,-1
-1,-1,-1,8797,4230,11221,-1,-1,-1,-1,3539,568,11531,-1
-1,-1,-1,8798,4231,11222,-1,-1,-1,-1,-1,568,11532,-1
-1,-1,-1,8799,4232,11223,-1,-1,-1,-1,3539,568,11533,-1
-1,-1,-1,8799,4232,11223,-1,-1,-1,-1,3539,568,11534,-1
-1,-1,-1,8800,4233,11224,-1,-1,-1,-1,3540,568,11535,-1
-1,-1,-1,8801,4234,11225,-1,-1,-1,-1,3541,568,11536,-1
-1,-1,-1,8802,4235,11226,-1,-1,-1,-1,-1,568,11537,-1
-1,-1,-1,8803,-1,11227,-1,-1,-1,-1,3541,568,11538,-1
-1,-1,-1,8804,4236,11228,-1,-1,-1,-1,3541,568,11539,-1
-1,-1,-1,8805,4236,11229,-1,-1,-1,-1,-1,568,11540,-1
-1,-1,-1,8806,-1,11230,2497,-1,-1,-1,3542,568,11541,-1
-1,-1,-1,8807,4236,11231,-1,-1,-1,-1,3543,568,11542,-1
-1,-1,-1,8808,4236,11232,2498,-1,-1,-1,3544,568,11543,-1
-1,-1,-1,8808,4236,11232,2499,-1,-1,-1,3544,568,11544,-1
-1,-1,-1,8808,-1,11232,-1,-1,-1,-1,3544,568,11545,-1
-1,-1,-1,8809,-1,11233,-1,-1,-1,-1,-1,568,11546,-1
-1,-1,-1,8810,4237,11234,-1,-1,-1,-1,3545,568,11547,-1
-1,-1,-1,8811,4237,11235,-1,-1,-1,-1,-1,568,11548,-1
-1,-1,-1,8812,4238,11236,2499,-1,-1,-1,3546,568,11549,-1
-1,-1,-1,8812,4238,11236,-1,-1,-1,-1,3546,569,-1,-1
-1,-1,-1,8813,-1,11237,-1,-1,-1,-1,3547,570,11550,-1
-1,-1,-1,8814,4238,11238,2499,-1,-1,-1,3548,570,11551,-1
-1,-1,-1,8815,4239,11239,-1,-1,-1,-1,3548,570,11552,-1
-1,-1,-1,8816,-1,11239,-1,-1,-1,-1,3548,570,11553,-1
-1,-1,-1,8817,4239,11239,-1,-1,-1,-1,3548,570,11554,-1
-1,-1,-1,8817,-1,11240,-1,-1,-1,-1,3548,570,11555,-1
-1,-1,-1,8818,4239,11241,-1,-1,-1,-1,3548,570,11556,-1
-1,-1,-1,8818,4239,11242,-1,-1,-1,-1,3548,570,11557,-1
-1,-1,-1,8819,4239,11243,-1,-1,-1,-1,3548,570,11558,-1
-1,-1,-1,8820,4240,11244,-1,-1,-1,-1,-1,571,-1,-1
-1,-1,-1,8821,4240,11245,2500,-1,-1,-1,3549,572,11558,-1
-1,-1,-1,8821,4240,11246,-1,-1,-1,-1,3549,572,11559,-1
-1,-1,-1,8822,4240,11247,-1,-1,-1,-1,3550,572,11560,-1
-1,-1,-1,8822,4240,11248,-1,-1,-1,-1,-1,572,11561,-1
-1,-1,-1,8822,4241,11249,-1,-1,-1,-1,3551,572,11562,-1
-1,-1,-1,8822,4241,11249,-1,-1,-1,-1,3551,572,11563,-1
-1,-1,-1,8822,4242,11250,-1,-1,-1,-1,-1,572,11564,-1
-1,-1,-1,8823,4243,11251,-1,-1,-1,-1,-1,572,11565,-1
-1,-1,-1,8823,4243,11251,2501,-1,-1,-1,3552,572,11566,-1
-1,-1,-1,8824,-1,11252,-1,-1,-1,-1,3552,572,11567,-1
-1,-1,-1,8825,4243,11253,-1,-1,-1,-1,3552,572,11568,-1
-1,-1,-1,8825,4243,11254,-1,-1,-1,-1,3552,572,11569,-1
-1,-1,-1,8826,4244,11255,-1,-1,-1,-1,3552,572,11570,-1
-1,-1,-1,8827,4245,11256,2501,-1,-1,-1,3553,572,11571,-1
-1,-1,-1,8828,4246,11257,-1,-1,-1,-1,3554,572,11572,-1
-1,-1,-1,8828,4247,11258,-1,-1,-1,-1,3554,572,11573,-1
-1,-1,-1,8829,4247,11259,-1,-1,-1,-1,-1,573,-1,-1
-1,-1,-1,8830,4248,11260,2502,-1,-1,-1,3555,574,11574,-1
-1,-1,-1,8831,4249,11261,-1,-1,-1,-1,-1,574,11575,-1
-1,-1,-1,8832,4250,11262,2502,-1,-1,-1,-1,574,11576,-1
-1,-1,-1,8833,-1,11263,2503,-1,-1,-1,3556,574,11577,-1
-1,-1,-1,8834,-1,11264,2504,-1,-1,-1,3557,574,11578,-1
-1,-1,-1,8835,4251,11265,-1,-1,-1,-1,3558,574,11579,-1
-1,-1,-1,8836,4252,11266,-1,-1,-1,-1,-1,574,11580,-1
-1,-1,-1,8836,4253,11267,-1,-1,-1,-1,3559,574,11581,-1
-1,-1,-1,8837,4253,11268,-1,-1,-1,-1,-1,574,11582,-1
-1,-1,-1,8838,4253,11269,-1,-1,-1,-1,-1,574,11583,-1
-1,-1,-1,8838,4253,11270,-1,-1,-1,-1,-1,574,11584,-1
-1,-1,-1,8839,4254,11271,-1,-1,-1,-1,3560,574,-1,-1
-1,-1,-1,8839,4254,11272,-1,-1,-1,-1,-1,574,11585,-1
-1,-1,-1,8840,4255,11273,-1,-1,-1,-1,-1,575,-1,-1
-1,-1,-1,8841,4256,11274,2505,-1,-1,-1,3561,576,11586,-1
-1,-1,-1,8842,4256,11275,-1,-1,-1,-1,-1,576,11587,-1
-1,-1,-1,8842,-1,11276,2506,-1,-1,-1,-1,576,11588,-1
-1,-1,-1,8843,4256,11277,2506,-1,-1,-1,3562,576,11589,-1
-1,-1,-1,8843,4256,11278,-1,-1,-1,-1,3563,576,11590,-1
-1,-1,-1,8844,4256,11279,2507,-1,-1,-1,3564,577,-1,-1
-1,-1,-1,8845,4256,11280,2508,-1,-1,-1,-1,578,11591,-1
-1,-1,-1,8846,4256,11281,2508,-1,-1,-1,3565,578,11592,-1
-1,-1,-1,8847,4256,11282,-1,-1,-1,-1,-1,578,11593,-1
-1,-1,-1,8847,4256,11283,-1,-1,-1,-1,-1,578,11594,-1
-1,-1,-1,8848,4256,11284,-1,-1,-1,-1,-1,578,11595,-1
-1,-1,-1,8849,4257,11285,-1,-1,-1,-1,3566,578,11596,-1
-1,-1,-1,8850,4258,11286,-1,-1,-1,-1,3567,578,11597,-1
-1,-1,-1,8851,4258,11287,-1,-1,-1,-1,-1,578,11598,-1
-1,-1,-1,8852,4258,11288,2509,-1,-1,-1,3568,578,11599,-1
-1,-1,-1,8852,4258,11289,-1,-1,-1,-1,-1,578,11600,-1
-1,-1,-1,8852,4258,11290,-1,-1,-1,-1,3569,578,11601,-1
-1,-1,-1,8852,4258,11291,2510,-1,-1,-1,3570,578,11601,-1
-1,-1,-1,8852,4259,11292,-1,-1,-1,-1,3571,578,11602,-1
-1,-1,-1,8853,-1,11293,-1,-1,-1,-1,3572,578,11603,-1
-1,-1,-1,8854,-1,11294,2511,-1,-1,-1,3573,578,11604,-1
-1,-1,-1,8855,4260,11294,-1,-1,-1,-1,-1,578,11605,-1
-1,-1,-1,8855,4260,11295,-1,-1,-1,-1,-1,578,11606,-1
-1,-1,-1,8856,4261,11296,-1,-1,-1,-1,3574,578,11607,-1
-1,-1,-1,8857,4262,11297,-1,-1,-1,-1,-1,578,11608,-1
-1,-1,-1,8857,4262,11298,-1,-1,-1,-1,-1,578,11609,-1
-1,-1,-1,8857,4263,11299,-1,-1,-1,-1,3575,578,11610,-1
-1,-1,-1,8858,4263,11300,2512,-1,-1,-1,-1,578,11611,-1
-1,-1,-1,8859,4263,11301,2512,-1,-1,-1,3575,578,11612,-1
-1,-1,-1,8860,4263,11302,2513,-1,-1,-1,3576,578,11613,-1
-1,-1,-1,8861,4263,11303,2514,-1,-1,-1,3577,578,11614,-1
-1,-1,-1,8862,4263,11304,-1,-1,-1,-1,-1,578,11615,-1
-1,-1,-1,8863,4264,11305,-1,-1,-1,-1,3578,578,11615,-1
-1,-1,-1,8863,4264,11306,-1,-1,-1,-1,-1,578,11616,-1
-1,-1,-1,8863,4264,11307,2514,-1,-1,-1,3579,578,11617,-1
-1,-1,-1,8864,4264,11308,2514,-1,-1,-1,3580,578,11618,-1
-1,-1,-1,8865,4264,11309,2514,-1,-1,-1,3581,578,11619,-1
-1,-1,-1,8866,4265,11310,-1,-1,-1,-1,-1,578,11620,-1
-1,-1,-1,8867,4266,11311,-1,-1,-1,-1,3581,578,11621,-1
-1,-1,-1,8868,4267,11312,2514,-1,-1,-1,3582,578,11622,-1
-1,-1,-1,8868,4267,11312,2514,-1,-1,-1,3582,578,11623,-1
-1,-1,-1,8868,4267,11312,-1,-1,-1,-1,3582,578,11624,-1
-1,-1,-1,8868,4267,11312,-1,-1,-1,-1,3582,578,11625,-1
-1,-1,-1,8869,4267,11313,-1,-1,-1,-1,3583,578,11626,-1
-1,-1,-1,8869,4267,11314,-1,-1,-1,-1,-1,578,11627,-1
-1,-1,-1,8870,4267,11315,-1,-1,-1,-1,3584,578,11628,-1
-1,-1,-1,8871,4267,11316,-1,-1,-1,-1,-1,578,11629,-1
-1,-1,-1,8872,4268,11317,-1,-1,-1,-1,-1,578,11630,-1
-1,-1,-1,8873,4269,11318,-1,-1,-1,-1,3585,578,11631,-1
-1,-1,-1,8874,4269,11319,-1,-1,-1,-1,3585,578,11632,-1
-1,-1,-1,8875,-1,11320,2515,-1,-1,-1,3585,578,11633,-1
-1,-1,-1,8875,4270,11321,2516,-1,-1,-1,3586,578,11634,-1
-1,-1,-1,8876,4270,11322,-1,-1,-1,-1,-1,578,11635,-1
-1,-1,-1,8877,-1,11323,-1,-1,-1,-1,-1,578,11636,-1
-1,-1,-1,8878,-1,11324,-1,-1,-1,-1,-1,578,11637,-1
-1,-1,-1,8879,4270,11325,-1,-1,-1,-1,-1,578,11638,-1
-1,-1,-1,8880,4271,11326,-1,-1,-1,-1,-1,578,11639,-1
-1,-1,-1,8881,4272,11327,-1,-1,-1,-1,3587,578,11640,-1
-1,-1,-1,8882,4273,11328,2517,-1,-1,-1,3588,578,11641,-1
-1,-1,-1,8882,4274,11328,2518,-1,-1,-1,3589,578,11642,-1
-1,-1,-1,8882,4274,11329,-1,-1,-1,-1,-1,578,11643,-1
-1,-1,-1,8883,4275,11330,-1,-1,-1,-1,-1,578,11644,-1
-1,-1,-1,8884,4275,11331,-1,-1,-1,-1,-1,578,11645,-1
-1,-1,-1,8884,4275,11332,-1,-1,-1,-1,-1,578,11646,-1
-1,-1,-1,8884,4275,11333,-1,-1,-1,-1,-1,578,11647,-1
-1,-1,-1,8885,4275,11334,-1,-1,-1,-1,3590,578,11648,-1
-1,-1,-1,8886,-1,11335,-1,-1,-1,-1,3591,578,11649,-1
-1,-1,-1,8887,4275,11336,-1,-1,-1,-1,-1,578,11650,-1
-1,-1,-1,8888,4276,11337,-1,-1,-1,-1,-1,578,11651,-1
-1,-1,-1,8889,-1,11337,-1,-1,-1,-1,-1,578,11652,-1
-1,-1,-1,8890,-1,11338,2519,-1,-1,-1,-1,578,11653,-1
-1,-1,-1,8891,4277,11339,-1,-1,-1,-1,-1,578,11654,-1
-1,-1,-1,8892,4278,11340,2520,-1,-1,-1,3592,579,-1,-1
-1,-1,-1,8893,-1,11341,-1,-1,-1,-1,3593,580,11655,-1
-1,-1,-1,8894,4278,11342,-1,-1,-1,-1,3594,580,11656,-1
-1,-1,-1,8895,-1,11343,-1,-1,-1,-1,3595,580,11657,-1
-1,-1,-1,8896,4279,11344,2520,-1,-1,-1,3596,580,11658,-1
-1,-1,-1,8897,4279,11345,-1,-1,-1,-1,3596,580,11659,-1
-1,-1,-1,8898,4280,11346,-1,-1,-1,-1,-1,580,11660,-1
-1,-1,-1,8898,-1,11347,2520,-1,-1,-1,-1,580,11661,-1
-1,-1,-1,8899,4281,11348,-1,-1,-1,-1,-1,580,11662,-1
-1,-1,-1,8900,-1,11349,-1,-1,-1,-1,-1,580,11663,-1
-1,-1,-1,8901,4281,11349,-1,-1,-1,-1,-1,580,11664,-1
-1,-1,-1,8902,4281,11350,-1,-1,-1,-1,3597,580,11665,-1
-1,-1,-1,8903,4281,11351,2521,-1,-1,-1,-1,580,11666,-1
-1,-1,-1,8903,4281,11352,2522,-1,-1,-1,-1,580,11667,-1
-1,-1,-1,8904,4282,11353,2522,-1,-1,-1,-1,580,11668,-1
-1,-1,-1,8905,4283,11354,-1,-1,-1,-1,3597,580,11669,-1
-1,-1,-1,8906,4283,11355,-1,-1,-1,-1,-1,580,11670,-1
-1,-1,-1,8907,4283,11356,2522,-1,-1,-1,3598,580,11671,-1
-1,-1,-1,8908,4283,11357,2523,-1,-1,-1,-1,580,11672,-1
-1,-1,-1,8908,4283,11357,-1,-1,-1,-1,-1,580,11673,-1
-1,-1,-1,8909,-1,11358,2524,-1,-1,-1,-1,580,11674,-1
-1,-1,-1,8910,4284,11359,-1,-1,-1,-1,3599,580,11675,-1
-1,-1,-1,8911,4285,11360,2525,-1,-1,-1,3599,580,11676,-1
-1,-1,-1,8911,4286,11361,-1,-1,-1,-1,3599,580,11677,-1
-1,-1,-1,8912,4286,11362,-1,-1,-1,-1,3599,580,11678,-1
-1,-1,-1,8912,4287,11363,2526,-1,-1,-1,-1,580,11679,-1
-1,-1,-1,8913,-1,11364,2527,-1,-1,-1,3599,580,11680,-1
-1,-1,-1,8914,-1,11365,-1,-1,-1,-1,-1,581,-1,-1
-1,-1,-1,8915,4287,11366,-1,-1,-1,-1,3600,582,11681,-1
-1,-1,-1,8915,4287,11367,2528,-1,-1,-1,-1,582,11682,-1
-1,-1,-1,8916,4287,11368,-1,-1,-1,-1,-1,582,11683,-1
-1,-1,-1,8917,4287,11369,2529,-1,-1,-1,3601,582,11684,-1
-1,-1,-1,8917,4287,11370,2529,-1,-1,-1,-1,582,11685,-1
-1,-1,-1,8917,-1,11371,-1,-1,-1,-1,-1,582,11686,-1
-1,-1,-1,8918,4288,11372,-1,-1,-1,-1,3602,582,11687,-1
-1,-1,-1,8919,4289,-1,2529,-1,-1,-1,-1,583,-1,-1
-1,-1,-1,8920,4290,11373,-1,-1,-1,-1,3603,584,11688,-1
-1,-1,-1,8921,4290,11374,2530,-1,-1,-1,-1,584,11689,-1
-1,-1,-1,8922,4291,11375,-1,-1,-1,-1,-1,584,11690,-1
-1,-1,-1,8923,4292,11376,-1,-1,-1,-1,3604,584,11691,-1
-1,-1,-1,8924,4292,11377,-1,-1,-1,-1,3605,584,11692,-1
-1,-1,-1,8925,4292,11378,-1,-1,-1,-1,-1,584,11693,-1
-1,-1,-1,8925,4292,11379,-1,-1,-1,-1,-1,584,11694,-1
-1,-1,-1,8925,4293,11380,-1,-1,-1,-1,-1,584,11695,-1
-1,-1,-1,8926,4293,11381,-1,-1,-1,-1,3606,584,11696,-1
-1,-1,-1,8927,4293,11382,2531,-1,-1,-1,3606,584,11697,-1
-1,-1,-1,8927,4293,11383,2531,-1,-1,-1,-1,584,11698,-1
-1,-1,-1,8928,4293,11384,-1,-1,-1,-1,3607,584,11699,-1
-1,-1,-1,8929,-1,11385,2532,-1,-1,-1,3608,584,11700,-1
-1,-1,-1,8930,4294,11386,2533,-1,-1,-1,3609,584,11701,-1
-1,-1,-1,8931,4294,11387,-1,-1,-1,-1,3609,584,11702,-1
-1,-1,-1,8932,-1,11388,-1,-1,-1,-1,3610,584,11702,-1
-1,-1,-1,8933,-1,11389,-1,-1,-1,-1,3611,584,11703,-1
-1,-1,-1,8934,4295,11390,-1,-1,-1,-1,-1,584,11704,-1
-1,-1,-1,8935,4296,11391,2534,-1,-1,-1,-1,584,11705,-1
-1,-1,-1,8936,4297,11392,-1,-1,-1,-1,-1,584,11706,-1
-1,-1,-1,8937,4297,11393,-1,-1,-1,-1,-1,584,11707,-1
-1,-1,-1,8938,4297,11394,-1,-1,-1,-1,-1,584,11708,-1
-1,-1,-1,8938,4297,11395,-1,-1,-1,-1,-1,584,11709,-1
-1,-1,-1,8939,4297,11396,-1,-1,-1,-1,-1,584,11710,-1
-1,-1,-1,8940,4298,11397,-1,-1,-1,-1,-1,584,11711,-1
-1,-1,-1,8941,4299,11398,2535,-1,-1,-1,3612,584,11712,-1
-1,-1,-1,8942,4300,11399,-1,-1,-1,-1,3613,584,11712,-1
-1,-1,-1,8943,4301,11400,-1,-1,-1,-1,-1,584,11713,-1
-1,-1,-1,8944,4301,11401,2536,-1,-1,-1,3613,584,11714,-1
-1,-1,-1,8945,4302,11402,2537,-1,-1,-1,3614,584,11715,-1
-1,-1,-1,8946,-1,11403,-1,-1,-1,-1,3614,584,11716,-1
-1,-1,-1,8946,4302,11403,2538,-1,-1,-1,3614,584,11717,-1
-1,-1,-1,8946,4302,11404,2538,-1,-1,-1,3614,584,11718,-1
-1,-1,-1,8946,4303,11405,-1,-1,-1,-1,-1,584,11719,-1
-1,-1,-1,8947,-1,11406,-1,-1,-1,-1,3614,584,11720,-1
-1,-1,-1,8948,-1,11407,-1,-1,-1,-1,3614,584,11721,-1
-1,-1,-1,8949,4304,11408,2538,-1,-1,-1,3615,585,-1,-1
-1,-1,-1,8949,4304,11409,-1,-1,-1,-1,-1,586,11722,-1
-1,-1,-1,8950,4304,11410,-1,-1,-1,-1,-1,586,11723,-1
-1,-1,-1,8950,4304,11411,-1,-1,-1,-1,3616,586,11724,-1
-1,-1,-1,8950,4304,11412,2539,-1,-1,-1,-1,586,11725,-1
-1,-1,-1,8951,4304,11413,-1,-1,-1,-1,-1,586,11726,-1
-1,-1,-1,8951,4304,11414,2540,-1,-1,-1,-1,586,11726,-1
-1,-1,-1,8952,4304,11415,-1,-1,-1,-1,3617,586,11727,-1
-1,-1,-1,8953,4304,11416,2540,-1,-1,-1,3618,586,11728,-1
-1,-1,-1,8954,4304,11417,-1,-1,-1,-1,3619,586,11729,-1
-1,-1,-1,8955,4305,11418,2541,-1,-1,-1,-1,586,11730,-1
-1,-1,-1,8956,4306,11419,-1,-1,-1,-1,3620,586,11731,-1
-1,-1,-1,8957,4307,11420,-1,-1,-1,-1,3621,586,11732,-1
-1,-1,-1,8958,4308,11421,-1,-1,-1,-1,-1,586,11733,-1
-1,-1,-1,8958,4308,11422,-1,-1,-1,-1,-1,586,11734,-1
-1,-1,-1,8959,4309,11423,-1,-1,-1,-1,-1,586,11735,-1
-1,-1,-1,8960,4310,11424,-1,-1,-1,-1,-1,586,11736,-1
-1,-1,-1,8961,4311,11425,-1,-1,-1,-1,-1,586,11737,-1
-1,-1,-1,8962,4312,11426,2542,-1,-1,-1,3622,586,11738,-1
-1,-1,-1,8962,4312,11427,-1,-1,-1,-1,3623,586,11739,-1
-1,-1,-1,8962,4312,11428,-1,-1,-1,-1,-1,586,11740,-1
-1,-1,-1,8963,4313,11429,-1,-1,-1,-1,3624,586,11741,-1
-1,-1,-1,8964,4314,11430,-1,-1,-1,-1,3625,586,11742,-1
-1,-1,-1,8964,-1,11431,-1,-1,-1,-1,3626,586,11743,-1
-1,-1,-1,8965,-1,11432,-1,-1,-1,-1,3627,586,11744,-1
-1,-1,-1,8966,4314,11433,2543,-1,-1,-1,3628,586,11745,-1
-1,-1,-1,8967,4314,11434,-1,-1,-1,-1,3628,586,11746,-1
-1,-1,-1,8968,4314,11435,2544,-1,-1,-1,3629,586,11747,-1
-1,-1,-1,8969,4314,11436,-1,-1,-1,-1,-1,586,11748,-1
-1,-1,-1,8970,4314,11437,2545,-1,-1,-1,3630,586,11749,-1
-1,-1,-1,8971,4314,11438,2545,-1,-1,-1,3631,586,11750,-1
-1,-1,-1,8971,4314,11439,2546,-1,-1,-1,3631,586,11751,-1
-1,-1,-1,8971,4314,11440,-1,-1,-1,-1,3632,586,11752,-1
