name,startdate,enddate,description,image,offers
11548,12985,11024,-1,-1,0
11548,12985,11024,-1,-1,0
11548,12986,11024,-1,-1,0
11549,12987,11025,3129,-1,0
11550,12987,11025,3129,-1,0
11551,12988,11026,-1,-1,0
11551,12989,11026,-1,-1,0
11552,12990,11027,3130,-1,0
11553,12991,11028,-1,-1,0
11554,12992,11029,3131,-1,0
11555,12992,11029,3131,-1,0
11556,12993,11030,-1,-1,0
11557,12994,11031,3132,-1,0
11558,12995,11032,-1,-1,0
11558,12996,11032,-1,-1,0
11559,12997,11033,-1,-1,0
11560,12998,11034,-1,-1,0
11560,12999,11034,-1,-1,0
11560,13000,11034,-1,-1,0
11561,13001,11035,3133,-1,0
11562,13002,11036,3134,-1,0
11563,13003,11037,-1,-1,0
11564,13004,11038,3135,-1,0
11565,13005,11039,-1,-1,0
11566,13006,11040,-1,-1,0
11567,13007,11041,3135,-1,0
11568,13008,11042,-1,-1,0
11569,13009,11043,3135,-1,0
11570,13010,11044,-1,-1,0
11571,13011,11045,-1,-1,0
11572,13012,11046,3136,-1,0
11573,13013,11047,-1,-1,0
11573,13014,11047,-1,-1,0
11573,13014,11047,-1,-1,0
11573,13015,11047,-1,-1,0
11574,13016,11048,-1,-1,0
11575,13017,11049,3136,-1,0
11576,13018,11050,-1,-1,0
11577,13019,11051,-1,-1,0
11578,13020,11052,3137,-1,0
11579,13020,11052,3137,-1,0
11580,13021,11053,-1,-1,0
11581,13022,11054,-1,-1,0
11582,13023,11055,3137,-1,0
11583,13024,11056,-1,-1,0
11584,13025,11057,3138,-1,0
11585,13026,11058,-1,-1,0
11586,13027,11059,3139,-1,0
11587,13028,11060,-1,-1,0
11588,13029,11061,-1,-1,0
11589,13030,11062,3139,-1,0
11590,13030,11062,3139,-1,0
11591,13031,11063,-1,-1,0
11592,13032,11064,-1,-1,0
11592,13033,11064,-1,-1,0
11593,13034,11065,3140,-1,0
11594,13035,11066,-1,-1,0
11595,13036,11067,-1,-1,0
11596,13037,11068,3141,-1,0
11597,13038,11069,-1,-1,0
11597,13039,11069,-1,-1,0
11598,13040,11070,3142,-1,0
11599,13041,11071,-1,-1,0
11600,13042,11072,-1,-1,0
11601,13043,11073,3143,-1,0
11602,13044,11074,-1,-1,0
11603,13045,11075,3143,-1,0
11604,13046,11076,-1,-1,0
11605,13047,11077,3144,-1,0
11606,13048,11078,-1,-1,0
11606,13049,11078,-1,-1,0
11607,13050,11079,3145,-1,0
11608,13051,11080,-1,-1,0
11608,13052,11080,-1,-1,0
11609,13053,11081,3145,-1,0
11610,13054,11082,-1,-1,0
11611,13055,11083,-1,-1,0
11612,13056,11084,3145,-1,0
11613,13057,11085,3146,-1,0
11614,13058,11086,-1,-1,0
11614,13059,11086,-1,-1,0
11614,13060,11086,-1,-1,0
11615,13061,11087,-1,-1,0
11616,13062,11088,3147,-1,0
11617,13063,11089,-1,-1,0
11618,13064,11090,3148,-1,0
11619,13065,11091,-1,-1,0
11620,13066,11092,3149,-1,0
11621,13067,11093,-1,-1,0
11622,13068,11094,-1,-1,0
11623,13069,11095,-1,-1,0
11624,13070,11096,-1,-1,0
11624,13071,11096,-1,-1,0
11625,13072,11097,-1,-1,0
11626,13073,11098,3149,-1,0
11627,13073,11098,3149,-1,0
11628,13074,11099,3150,-1,0
11629,13075,11100,3151,-1,0
11630,13076,11101,-1,-1,0
11630,13077,11101,-1,-1,0
11631,13078,11102,3152,-1,0
11632,13079,11103,3153,-1,0
11633,13080,11104,-1,-1,0
11634,13081,11105,-1,-1,0
11635,13082,11106,-1,-1,0
11636,13083,11107,-1,-1,0
11636,13084,11107,-1,-1,0
11637,13085,11108,-1,-1,0
11638,13086,11109,3154,-1,0
11639,13087,11110,-1,-1,0
11640,13088,11111,3155,-1,0
11641,13089,11112,-1,-1,0
11642,13090,11113,3155,-1,0
11643,13091,11114,-1,-1,0
11644,13092,11115,3155,-1,0
11645,13093,11116,-1,-1,0
11646,13094,11117,3155,-1,0
11647,13095,11118,-1,-1,0
11647,13096,11118,-1,-1,0
11648,13097,11119,-1,-1,0
11649,13098,11120,3156,-1,0
11650,13099,11121,3157,-1,0
11651,13099,11121,3157,-1,0
11652,13100,11122,-1,-1,0
11653,13101,11123,3158,-1,0
11654,13102,11124,-1,-1,0
11655,13103,11125,-1,-1,0
11655,13104,11125,-1,-1,0
11656,13105,11126,-1,-1,0
11656,13106,11126,-1,-1,0
11657,13107,11127,-1,-1,0
11658,13108,11128,-1,-1,0
11659,13109,11129,3159,-1,0
11660,13109,11129,3159,-1,0
11661,13110,11130,-1,-1,0
11662,13111,11131,-1,-1,0
11663,13112,11132,3160,-1,0
11664,13113,11133,-1,-1,0
11664,13114,11133,-1,-1,0
11665,13115,11134,-1,-1,0
11665,13116,11134,-1,-1,0
11666,13117,11135,3160,-1,0
11667,13118,11136,-1,-1,0
11668,13119,11137,3161,-1,0
11669,13119,11137,3161,-1,0
11670,13120,11138,3162,-1,0
11671,13121,11139,3163,-1,0
11672,13122,11140,-1,-1,0
11672,13123,11140,-1,-1,0
11673,13124,11141,3163,-1,0
11674,13125,11142,-1,-1,0
11675,13126,11143,-1,-1,0
11675,13127,11143,-1,-1,0
11676,13128,11144,-1,-1,0
11677,13129,11145,3164,-1,0
11678,13130,11146,3165,-1,0
11679,13131,11147,-1,-1,0
11680,13132,11148,-1,-1,0
11681,13133,11149,-1,-1,0
11682,13134,11150,-1,-1,0
11683,13135,11151,3165,-1,0
11684,13135,11151,3165,-1,0
11685,13136,11152,-1,-1,0
11685,13137,11152,-1,-1,0
11686,13138,11153,-1,-1,0
11687,13139,11154,3165,-1,0
11688,13140,11155,-1,-1,0
11689,13141,11156,3166,-1,0
11690,13142,11157,-1,-1,0
11690,13142,11157,-1,-1,0
11691,13143,11158,-1,-1,0
11692,13144,11159,3167,-1,0
11693,13145,11160,-1,-1,0
11693,13146,11160,-1,-1,0
11694,13147,11161,3167,-1,0
11695,13148,11162,3168,-1,0
11696,13149,11163,-1,-1,0
11697,13150,11164,3168,-1,0
11698,13151,11165,-1,-1,0
11699,13152,11166,-1,-1,0
11700,13153,11167,3169,-1,0
11701,13154,11168,-1,-1,0
11701,13155,11168,-1,-1,0
11702,13156,11169,-1,-1,0
11703,13157,11170,3169,-1,0
11704,13158,11171,-1,-1,0
11705,13159,11172,3170,-1,0
11706,13160,11173,-1,-1,0
11707,13161,11174,-1,-1,0
11708,13162,11175,-1,-1,0
11709,13163,11176,-1,-1,0
11710,13164,11177,3171,-1,0
11711,13164,11177,3171,-1,0
11712,13164,11177,3171,-1,0
11713,13165,11178,3172,-1,0
11714,13166,11179,-1,-1,0
11715,13167,11180,-1,-1,0
11716,13168,11181,-1,-1,0
11717,13169,11182,-1,-1,0
11718,13170,11183,3173,-1,0
11719,13171,11184,-1,-1,0
11719,13172,11184,-1,-1,0
11719,13173,11184,-1,-1,0
11720,13174,11185,-1,-1,0
11721,13175,11186,3173,-1,0
11722,13176,11187,3174,-1,0
11723,13177,11188,-1,-1,0
11724,13178,11189,-1,-1,0
11725,13179,11190,3175,-1,0
11726,13180,11191,-1,-1,0
11727,13181,11192,-1,-1,0
11728,13182,11193,-1,-1,0
11729,13183,11194,3176,-1,0
11730,13184,11195,3177,-1,0
11731,13185,11196,-1,-1,0
11732,13186,11197,-1,-1,0
11733,13187,11198,3177,-1,0
11734,13188,11199,-1,-1,0
11735,13189,11200,3178,-1,0
11736,13190,11201,-1,-1,0
11736,13191,11201,-1,-1,0
11737,13192,11202,-1,-1,0
11738,13193,11203,3179,-1,0
11739,13193,11203,3179,-1,0
11740,13194,11204,-1,-1,0
11741,13195,11205,3180,-1,0
11742,13196,11206,-1,-1,0
11743,13197,11207,3181,-1,0
11744,13198,11208,-1,-1,0
11745,13199,11209,-1,-1,0
11746,13200,11210,3181,-1,0
11747,13201,11211,-1,-1,0
11748,13202,11212,-1,-1,0
11749,13203,11213,3181,-1,0
11750,13204,11214,-1,-1,0
11751,13205,11215,-1,-1,0
11751,13206,11215,-1,-1,0
11752,13207,11216,-1,-1,0
11753,13208,11217,3182,-1,0
11754,13209,11218,3183,-1,0
11755,13210,11219,-1,-1,0
11756,13211,11220,-1,-1,0
11756,13212,11220,-1,-1,0
11757,13213,11221,3183,-1,0
11758,13214,11222,3184,-1,0
11759,13215,11223,3185,-1,0
11760,13216,11224,-1,-1,0
11760,13217,11224,-1,-1,0
11760,13218,11224,-1,-1,0
11761,13219,11225,3185,-1,0
11762,13219,11225,3185,-1,0
11763,13220,11226,-1,-1,0
11763,13221,11226,-1,-1,0
11764,13222,11227,-1,-1,0
11765,13223,11228,3186,-1,0
11766,13224,11229,-1,-1,0
11767,13225,11230,-1,-1,0
11768,13226,11231,-1,-1,0
11769,13227,11232,3187,-1,0
11770,13228,11233,-1,-1,0
11771,13229,11234,3188,-1,0
11772,13230,11235,-1,-1,0
11772,13231,11235,-1,-1,0
11773,13232,11236,3189,-1,0
11774,13233,11237,-1,-1,0
11775,13234,11238,3190,-1,0
11776,13235,11239,3191,-1,0
11777,13236,11240,-1,-1,0
11778,13237,11241,-1,-1,0
11778,13238,11241,-1,-1,0
11779,13239,11242,3191,-1,0
11780,13240,11243,-1,-1,0
11781,13241,11244,-1,-1,0
11782,13242,11245,-1,-1,0
11783,13243,11246,3191,-1,0
11784,13244,11247,-1,-1,0
11785,13245,11248,3191,-1,0
11786,13246,11249,-1,-1,0
11787,13247,11250,3192,-1,0
11788,13248,11251,-1,-1,0
11789,13249,11252,-1,-1,0
11789,13249,11252,-1,-1,0
11790,13250,11253,3193,-1,0
11791,13251,11254,-1,-1,0
11792,13252,11255,-1,-1,0
11793,13253,11256,3193,-1,0
11794,13254,11257,3194,-1,0
11795,13255,11258,-1,-1,0
11796,13256,11259,-1,-1,0
11797,13257,11260,-1,-1,0
11798,13258,11261,3195,-1,0
11799,13259,11262,-1,-1,0
11800,13260,11263,-1,-1,0
11801,13261,11264,3196,-1,0
11802,13262,11265,-1,-1,0
11802,13263,11265,-1,-1,0
11803,13264,11266,3197,-1,0
11804,13264,11266,3197,-1,0
11805,13265,11267,-1,-1,0
11806,13266,11268,-1,-1,0
11807,13267,11269,3198,-1,0
11808,13268,11270,3199,-1,0
11809,13269,11271,-1,-1,0
11809,13270,11271,-1,-1,0
11810,13271,11272,-1,-1,0
11810,13271,11272,-1,-1,0
11811,13272,11273,-1,-1,0
11811,13273,11273,-1,-1,0
11812,13274,11274,-1,-1,0
11813,13275,11275,-1,-1,0
11814,13276,11276,3200,-1,0
11815,13277,11277,3201,-1,0
11816,13277,11277,3201,-1,0
11817,13278,11278,-1,-1,0
11817,13279,11278,-1,-1,0
11818,13280,11279,-1,-1,0
11818,13281,11279,-1,-1,0
11819,13282,11280,-1,-1,0
11820,13283,11281,3201,-1,0
11821,13284,11282,3202,-1,0
11822,13285,11283,3203,-1,0
11823,13286,11284,-1,-1,0
11824,13287,11285,3203,-1,0
11825,13288,11286,3204,-1,0
11826,13289,11287,3205,-1,0
11827,13290,11288,-1,-1,0
11828,13291,11289,-1,-1,0
11828,13292,11289,-1,-1,0
11829,13293,11290,-1,-1,0
11830,13294,11291,3206,-1,0
11831,13295,11292,-1,-1,0
11832,13296,11293,3207,-1,0
11833,13296,11293,3207,-1,0
11834,13297,11294,-1,-1,0
11834,13298,11294,-1,-1,0
11834,13299,11294,-1,-1,0
11835,13300,11295,-1,-1,0
11836,13301,11296,3208,-1,0
11837,13302,11297,-1,-1,0
11838,13303,11298,-1,-1,0
11839,13304,11299,3209,-1,0
11840,13304,11299,3209,-1,0
11841,13305,11300,-1,-1,0
11842,13306,11301,-1,-1,0
11842,13307,11301,-1,-1,0
11842,13307,11301,-1,-1,0
11842,13308,11301,-1,-1,0
11843,13309,11302,3210,-1,0
11844,13310,11303,3211,-1,0
11845,13311,11304,-1,-1,0
11846,13312,11305,-1,-1,0
11847,13313,11306,3211,-1,0
11848,13314,11307,-1,-1,0
11849,13315,11308,3211,-1,0
11850,13316,11309,3212,-1,0
11851,13317,11310,-1,-1,0
11851,13318,11310,-1,-1,0
11852,13319,11311,3213,-1,0
11853,13320,11312,-1,-1,0
11854,13321,11313,-1,-1,0
11855,13322,11314,-1,-1,0
11856,13323,11315,3213,-1,0
11857,13324,11316,-1,-1,0
11858,13325,11317,-1,-1,0
11859,13326,11318,3214,-1,0
11860,13327,11319,-1,-1,0
11861,13328,11320,-1,-1,0
11862,13329,11321,-1,-1,0
11863,13330,11322,3215,-1,0
11864,13331,11323,-1,-1,0
11864,13332,11323,-1,-1,0
11865,13333,11324,-1,-1,0
11866,13334,11325,3215,-1,0
11867,13335,11326,-1,-1,0
11868,13336,11327,3215,-1,0
11869,13337,11328,3216,-1,0
11870,13338,11329,-1,-1,0
11870,13338,11329,-1,-1,0
11870,13339,11329,-1,-1,0
11871,13340,11330,3217,-1,0
11872,13340,11330,3217,-1,0
11873,13341,11331,-1,-1,0
11873,13342,11331,-1,-1,0
11874,13343,11332,-1,-1,0
11875,13344,11333,3218,-1,0
11876,13345,11334,-1,-1,0
11877,13346,11335,-1,-1,0
11878,13347,11336,3219,-1,0
11879,13348,11337,-1,-1,0
11880,13349,11338,3220,-1,0
11881,13350,11339,-1,-1,0
11881,13351,11339,-1,-1,0
11882,13352,11340,3221,-1,0
11883,13353,11341,-1,-1,0
11883,13354,11341,-1,-1,0
11884,13355,11342,-1,-1,0
11884,13356,11342,-1,-1,0
11885,13357,11343,3222,-1,0
11886,13358,11344,-1,-1,0
11887,13359,11345,3223,-1,0
11888,13359,11345,3223,-1,0
11889,13360,11346,3224,-1,0
11890,13361,11347,3225,-1,0
11891,13362,11348,-1,-1,0
11892,13363,11349,3225,-1,0
11893,13364,11350,-1,-1,0
11893,13365,11350,-1,-1,0
11894,13366,11351,-1,-1,0
11894,13367,11351,-1,-1,0
11895,13368,11352,3225,-1,0
11896,13369,11353,-1,-1,0
11897,13370,11354,3225,-1,0
11898,13371,11355,-1,-1,0
11898,13372,11355,-1,-1,0
11899,13373,11356,3226,-1,0
11900,13374,11357,-1,-1,0
11901,13375,11358,-1,-1,0
11902,13376,11359,3227,-1,0
11903,13377,11360,-1,-1,0
11903,13378,11360,-1,-1,0
11904,13379,11361,-1,-1,0
11905,13380,11362,3227,-1,0
11906,13381,11363,3228,-1,0
11907,13382,11364,-1,-1,0
11908,13383,11365,-1,-1,0
11909,13384,11366,-1,-1,0
11910,13385,11367,3229,-1,0
11911,13386,11368,-1,-1,0
11912,13387,11369,3229,-1,0
11913,13388,11370,-1,-1,0
11913,13389,11370,-1,-1,0
11914,13390,11371,3230,-1,0
11915,13391,11372,-1,-1,0
11915,13392,11372,-1,-1,0
11916,13393,11373,-1,-1,0
11917,13394,11374,3231,-1,0
11918,13395,11375,-1,-1,0
11918,13396,11375,-1,-1,0
11919,13397,11376,3232,-1,0
11920,13398,11377,3233,-1,0
11921,13399,11378,-1,-1,0
11922,13400,11379,3233,-1,0
11923,13401,11380,-1,-1,0
11924,13402,11381,-1,-1,0
11925,13403,11382,3233,-1,0
11926,13404,11383,-1,-1,0
11926,13405,11383,-1,-1,0
11927,13406,11384,3234,-1,0
11928,13407,11385,-1,-1,0
11929,13408,11386,3234,-1,0
11930,13409,11387,-1,-1,0
11931,13410,11388,-1,-1,0
11932,13411,11389,-1,-1,0
11933,13412,11390,3235,-1,0
11934,13412,11390,3235,-1,0
11935,13413,11391,-1,-1,0
11936,13414,11392,-1,-1,0
11936,13415,11392,-1,-1,0
11937,13416,11393,-1,-1,0
11938,13417,11394,3236,-1,0
11939,13418,11395,-1,-1,0
11940,13419,11396,-1,-1,0
11940,13420,11396,-1,-1,0
11941,13421,11397,3237,-1,0
11942,13421,11397,3237,-1,0
11943,13422,11398,-1,-1,0
11943,13423,11398,-1,-1,0
11944,13424,11399,3237,-1,0
11945,13425,11400,-1,-1,0
11946,13426,11401,3237,-1,0
11947,13427,11402,3238,-1,0
11948,13428,11403,-1,-1,0
11948,13429,11403,-1,-1,0
11949,13430,11404,-1,-1,0
11950,13431,11405,3238,-1,0
11951,13432,11406,3239,-1,0
11952,13432,11406,3239,-1,0
11953,13433,11407,-1,-1,0
11954,13434,11408,-1,-1,0
11955,13435,11409,-1,-1,0
11956,13436,11410,-1,-1,0
11956,13437,11410,-1,-1,0
11957,13438,11411,-1,-1,0
11958,13439,11412,3239,-1,0
11959,13440,11413,3240,-1,0
11960,13441,11414,-1,-1,0
11961,13442,11415,3241,-1,0
11962,13443,11416,-1,-1,0
11963,13444,11417,-1,-1,0
11964,13445,11418,3241,-1,0
11965,13446,11419,-1,-1,0
11966,13447,11420,-1,-1,0
11967,13448,11421,3241,-1,0
11968,13449,11422,-1,-1,0
11969,13450,11423,3242,-1,0
11970,13451,11424,-1,-1,0
11971,13452,11425,-1,-1,0
11971,13453,11425,-1,-1,0
11972,13454,11426,-1,-1,0
11973,13455,11427,-1,-1,0
11973,13456,11427,-1,-1,0
11974,13457,11428,3243,-1,0
11975,13458,11429,3244,-1,0
11976,13459,11430,-1,-1,0
11977,13460,11431,3245,-1,0
11978,13461,11432,3246,-1,0
11979,13462,11433,-1,-1,0
11980,13463,11434,-1,-1,0
11980,13464,11434,-1,-1,0
11981,13465,11435,3247,-1,0
11982,13466,11436,-1,-1,0
11983,13467,11437,3247,-1,0
11984,13468,11438,-1,-1,0
11985,13469,11439,3247,-1,0
11986,13470,11440,-1,-1,0
11986,13471,11440,-1,-1,0
11987,13472,11441,-1,-1,0
11987,13473,11441,-1,-1,0
11988,13474,11442,3247,-1,0
11989,13475,11443,3248,-1,0
11990,13476,11444,-1,-1,0
11991,13477,11445,3249,-1,0
11992,13478,11446,3250,-1,0
11993,13479,11447,3251,-1,0
11994,13480,11448,-1,-1,0
11994,13481,11448,-1,-1,0
11995,13482,11449,-1,-1,0
11995,13483,11449,-1,-1,0
11996,13484,11450,-1,-1,0
11997,13485,11451,3251,-1,0
11998,13486,11452,-1,-1,0
11999,13487,11453,3251,-1,0
12000,13488,11454,-1,-1,0
12001,13489,11455,3252,-1,0
12002,13490,11456,-1,-1,0
12003,13491,11457,-1,-1,0
12004,13492,11458,-1,-1,0
12004,13492,11458,-1,-1,0
12005,13493,11459,-1,-1,0
12006,13494,11460,3253,-1,0
12007,13495,11461,-1,-1,0
12007,13496,11461,-1,-1,0
12008,13497,11462,-1,-1,0
12009,13498,11463,3253,-1,0
12010,13499,11464,3254,-1,0
12011,13500,11465,3255,-1,0
12012,13501,11466,-1,-1,0
12013,13502,11467,-1,-1,0
12013,13503,11467,-1,-1,0
12014,13504,11468,-1,-1,0
12015,13505,11469,3256,-1,0
12016,13506,11470,-1,-1,0
12017,13507,11471,3257,-1,0
12017,13507,11471,3257,-1,0
12018,13508,11472,-1,-1,0
12018,13509,11472,-1,-1,0
12018,13510,11472,-1,-1,0
12019,13511,11473,3257,-1,0
12020,13512,11474,-1,-1,0
12021,13513,11475,3258,-1,0
12022,13514,11476,-1,-1,0
12023,13515,11477,3259,-1,0
12024,13516,11478,-1,-1,0
12025,13517,11479,3259,-1,0
12026,13518,11480,-1,-1,0
12027,13519,11481,-1,-1,0
12027,13520,11481,-1,-1,0
12028,13521,11482,-1,-1,0
12029,13522,11483,3260,-1,0
12029,13522,11483,3260,-1,0
12030,13523,11484,3261,-1,0
12031,13524,11485,-1,-1,0
12032,13525,11486,3261,-1,0
12033,13526,11487,-1,-1,0
12034,13527,11488,-1,-1,0
12034,13528,11488,-1,-1,0
12034,13529,11488,-1,-1,0
12035,13530,11489,-1,-1,0
12036,13531,11490,3261,-1,0
12037,13532,11491,3262,-1,0
12038,13533,11492,-1,-1,0
12039,13534,11493,3263,-1,0
12040,13535,11494,-1,-1,0
12040,13536,11494,-1,-1,0
12040,13537,11494,-1,-1,0
12041,13538,11495,-1,-1,0
12042,13539,11496,3263,-1,0
12043,13540,11497,3264,-1,0
12044,13541,11498,-1,-1,0
12045,13542,11499,-1,-1,0
12045,13543,11499,-1,-1,0
12046,13544,11500,3265,-1,0
12047,13545,11501,-1,-1,0
12048,13546,11502,3265,-1,0
12049,13547,11503,-1,-1,0
12050,13548,11504,-1,-1,0
12051,13549,11505,-1,-1,0
12052,13550,11506,-1,-1,0
12053,13551,11507,-1,-1,0
12054,13552,11508,3265,-1,0
12055,13553,11509,3266,-1,0
12056,13554,11510,-1,-1,0
12057,13555,11511,3267,-1,0
12058,13556,11512,3268,-1,0
12059,13557,11513,3269,-1,0
12060,13558,11514,-1,-1,0
12060,13559,11514,-1,-1,0
12061,13560,11515,-1,-1,0
12061,13561,11515,-1,-1,0
12062,13562,11516,-1,-1,0
12063,13563,11517,3270,-1,0
12064,13564,11518,-1,-1,0
12065,13565,11519,-1,-1,0
12066,13566,11520,3271,-1,0
12067,13567,11521,-1,-1,0
12068,13568,11522,-1,-1,0
12069,13569,11523,3271,-1,0
12070,13570,11524,-1,-1,0
12071,13571,11525,-1,-1,0
12071,13572,11525,-1,-1,0
12072,13573,11526,3271,-1,0
12073,13573,11526,3271,-1,0
12074,13574,11527,-1,-1,0
12074,13575,11527,-1,-1,0
12075,13576,11528,3272,-1,0
12075,13576,11528,3272,-1,0
12076,13577,11529,3273,-1,0
12077,13578,11530,-1,-1,0
12078,13579,11531,-1,-1,0
12079,13580,11532,-1,-1,0
12080,13581,11533,-1,-1,0
12080,13582,11533,-1,-1,0
12081,13583,11534,3273,-1,0
12082,13584,11535,-1,-1,0
12083,13585,11536,-1,-1,0
12083,13586,11536,-1,-1,0
12084,13587,11537,-1,-1,0
12085,13588,11538,3273,-1,0
12086,13589,11539,3274,-1,0
12087,13590,11540,3275,-1,0
12088,13591,11541,-1,-1,0
12089,13592,11542,3275,-1,0
12090,13593,11543,-1,-1,0
12091,13594,11544,-1,-1,0
12092,13595,11545,3275,-1,0
12093,13596,11546,-1,-1,0
12094,13597,11547,-1,-1,0
12095,13598,11548,-1,-1,0
12096,13599,11549,3276,-1,0
12097,13600,11550,-1,-1,0
12098,13601,11551,-1,-1,0
12099,13602,11552,3277,-1,0
12100,13602,11552,3277,-1,0
12101,13603,11553,-1,-1,0
12101,13604,11553,-1,-1,0
12102,13605,11554,3278,-1,0
12103,13606,11555,-1,-1,0
12103,13607,11555,-1,-1,0
12104,13608,11556,-1,-1,0
12105,13609,11557,3279,-1,0
12106,13609,11557,3279,-1,0
12107,13610,11558,3280,-1,0
12108,13611,11559,-1,-1,0
12109,13612,11560,-1,-1,0
12110,13613,11561,-1,-1,0
12110,13614,11561,-1,-1,0
12111,13615,11562,-1,-1,0
12112,13616,11563,-1,-1,0
12113,13617,11564,-1,-1,0
12114,13618,11565,3281,-1,0
12115,13619,11566,3282,-1,0
12116,13620,11567,-1,-1,0
12117,13621,11568,3283,-1,0
12118,13622,11569,-1,-1,0
12119,13623,11570,3283,-1,0
12120,13624,11571,-1,-1,0
12121,13625,11572,3283,-1,0
12122,13626,11573,-1,-1,0
12123,13627,11574,3284,-1,0
12124,13628,11575,-1,-1,0
12125,13629,11576,-1,-1,0
12126,13630,11577,3284,-1,0
12127,13631,11578,-1,-1,0
12127,13632,11578,-1,-1,0
12128,13633,11579,3285,-1,0
12129,13634,11580,-1,-1,0
12130,13635,11581,-1,-1,0
12131,13636,11582,-1,-1,0
12132,13637,11583,3285,-1,0
12133,13638,11584,-1,-1,0
12134,13639,11585,-1,-1,0
12134,13640,11585,-1,-1,0
12135,13641,11586,3286,-1,0
12136,13642,11587,3287,-1,0
12137,13643,11588,-1,-1,0
12138,13644,11589,3287,-1,0
12139,13645,11590,-1,-1,0
12140,13646,11591,3288,-1,0
12141,13647,11592,3289,-1,0
12142,13648,11593,-1,-1,0
12143,13649,11594,-1,-1,0
12144,13650,11595,3289,-1,0
12145,13651,11596,-1,-1,0
12146,13652,11597,-1,-1,0
12147,13653,11598,-1,-1,0
12148,13654,11599,-1,-1,0
12149,13655,11600,-1,-1,0
12150,13656,11601,3289,-1,0
12151,13657,11602,-1,-1,0
12152,13658,11603,-1,-1,0
12153,13659,11604,-1,-1,0
12154,13660,11605,3290,-1,0
12155,13661,11606,3291,-1,0
12156,13662,11607,-1,-1,0
12157,13663,11608,-1,-1,0
12157,13664,11608,-1,-1,0
12158,13665,11609,3291,-1,0
12159,13666,11610,-1,-1,0
12160,13667,11611,3291,-1,0
12161,13668,11612,-1,-1,0
12162,13669,11613,3292,-1,0
12163,13670,11614,3293,-1,0
12164,13671,11615,3294,-1,0
12165,13672,11616,3295,-1,0
12166,13673,11617,3296,-1,0
12167,13674,11618,3297,-1,0
12168,13675,11619,3298,-1,0
12169,13676,11620,-1,-1,0
12170,13677,11621,3299,-1,0
12171,13678,11622,-1,-1,0
12172,13679,11623,3300,-1,0
12173,13680,11624,-1,-1,0
12173,13681,11624,-1,-1,0
12174,13682,11625,-1,-1,0
12175,13683,11626,3300,-1,0
12176,13683,11626,3300,-1,0
12177,13684,11627,-1,-1,0
12178,13685,11628,3301,-1,0
12179,13686,11629,-1,-1,0
12180,13687,11630,-1,-1,0
12181,13688,11631,-1,-1,0
12182,13689,11632,3302,-1,0
12183,13690,11633,-1,-1,0
12184,13691,11634,-1,-1,0
12185,13692,11635,3302,-1,0
12186,13693,11636,-1,-1,0
12187,13694,11637,-1,-1,0
12188,13695,11638,-1,-1,0
12189,13696,11639,-1,-1,0
12190,13697,11640,3302,-1,0
12191,13698,11641,3303,-1,0
12192,13699,11642,-1,-1,0
12193,13700,11643,-1,-1,0
12193,13701,11643,-1,-1,0
12193,13702,11643,-1,-1,0
12194,13703,11644,3303,-1,0
12195,13704,11645,3304,-1,0
12196,13705,11646,-1,-1,0
12197,13706,11647,3304,-1,0
12198,13707,11648,-1,-1,0
12199,13708,11649,-1,-1,0
12200,13709,11650,-1,-1,0
12201,13710,11651,3305,-1,0
12202,13711,11652,3306,-1,0
12203,13712,11653,-1,-1,0
12204,13713,11654,3306,-1,0
12205,13714,11655,-1,-1,0
12206,13715,11656,3306,-1,0
12207,13716,11657,3307,-1,0
12208,13717,11658,-1,-1,0
12209,13718,11659,-1,-1,0
12209,13719,11659,-1,-1,0
12210,13720,11660,-1,-1,0
12211,13721,11661,3308,-1,0
12212,13722,11662,-1,-1,0
12212,13723,11662,-1,-1,0
12213,13724,11663,-1,-1,0
12214,13725,11664,3308,-1,0
12215,13726,11665,3309,-1,0
12216,13727,11666,-1,-1,0
12217,13728,11667,-1,-1,0
12218,13729,11668,3310,-1,0
12219,13730,11669,-1,-1,0
12220,13731,11670,-1,-1,0
12221,13732,11671,-1,-1,0
12222,13733,11672,3311,-1,0
12223,13734,11673,-1,-1,0
12224,13735,11674,-1,-1,0
12225,13736,11675,3312,-1,0
12226,13737,11676,-1,-1,0
12227,13738,11677,3312,-1,0
12228,13739,11678,-1,-1,0
12229,13740,11679,-1,-1,0
12230,13741,11680,-1,-1,0
12231,13742,11681,3312,-1,0
12232,13742,11681,3312,-1,0
12233,13743,11682,3313,-1,0
12234,13744,11683,-1,-1,0
12235,13745,11684,-1,-1,0
12236,13746,11685,3314,-1,0
12237,13747,11686,-1,-1,0
12238,13748,11687,3314,-1,0
12239,13749,11688,-1,-1,0
12240,13750,11689,3315,-1,0
12241,13751,11690,-1,-1,0
12242,13752,11691,-1,-1,0
12242,13753,11691,-1,-1,0
12243,13754,11692,3315,-1,0
12244,13755,11693,-1,-1,0
12245,13756,11694,-1,-1,0
12246,13757,11695,3316,-1,0
12247,13757,11695,3316,-1,0
12248,13758,11696,-1,-1,0
12248,13759,11696,-1,-1,0
12249,13760,11697,-1,-1,0
12250,13761,11698,3316,-1,0
12251,13762,11699,-1,-1,0
12252,13763,11700,3317,-1,0
12253,13764,11701,-1,-1,0
12254,13765,11702,-1,-1,0
12255,13766,11703,-1,-1,0
12256,13767,11704,3318,-1,0
