name,startdate,enddate,description,image,offers
3131,3519,2977,870,-1,0
3132,3520,2978,-1,-1,0
3132,3521,2978,-1,-1,0
3132,3522,2978,-1,-1,0
3133,3523,2979,-1,-1,0
3134,3524,2980,871,-1,0
3135,3525,2981,-1,-1,0
3135,3526,2981,-1,-1,0
3136,3527,2982,-1,-1,0
3137,3528,2983,872,-1,0
3138,3529,2984,-1,-1,0
3139,3530,2985,872,-1,0
3140,3531,2986,-1,-1,0
3141,3532,2987,-1,-1,0
3142,3533,2988,-1,-1,0
3143,3534,2989,873,-1,0
3144,3535,2990,874,-1,0
3145,3536,2991,-1,-1,0
3146,3537,2992,-1,-1,0
3147,3538,2993,-1,-1,0
3148,3539,2994,874,-1,0
3149,3540,2995,-1,-1,0
3150,3541,2996,875,-1,0
3151,3542,2997,876,-1,0
3152,3543,2998,-1,-1,0
3152,3544,2998,-1,-1,0
3153,3545,2999,876,-1,0
3154,3546,3000,-1,-1,0
3154,3547,3000,-1,-1,0
3155,3548,3001,-1,-1,0
3155,3549,3001,-1,-1,0
3156,3550,3002,876,-1,0
3157,3551,3003,877,-1,0
3158,3552,3004,-1,-1,0
3159,3553,3005,878,-1,0
3160,3554,3006,-1,-1,0
3160,3555,3006,-1,-1,0
3161,3556,3007,878,-1,0
3162,3557,3008,879,-1,0
3163,3558,3009,-1,-1,0
3164,3559,3010,880,-1,0
3165,3560,3011,-1,-1,0
3166,3561,3012,-1,-1,0
3166,3562,3012,-1,-1,0
3166,3563,3012,-1,-1,0
3166,3564,3012,-1,-1,0
3167,3565,3013,-1,-1,0
3168,3566,3014,881,-1,0
3169,3567,3015,-1,-1,0
3170,3568,3016,882,-1,0
3171,3568,3016,882,-1,0
3172,3569,3017,-1,-1,0
3173,3570,3018,-1,-1,0
3174,3571,3019,883,-1,0
3175,3572,3020,-1,-1,0
3176,3573,3021,884,-1,0
3177,3574,3022,-1,-1,0
3178,3575,3023,884,-1,0
3179,3576,3024,-1,-1,0
3180,3577,3025,-1,-1,0
3180,3578,3025,-1,-1,0
3180,3578,3025,-1,-1,0
3180,3579,3025,-1,-1,0
3181,3580,3026,-1,-1,0
3182,3581,3027,884,-1,0
3183,3582,3028,-1,-1,0
3184,3583,3029,885,-1,0
3185,3584,3030,-1,-1,0
3186,3585,3031,886,-1,0
3187,3586,3032,-1,-1,0
3187,3587,3032,-1,-1,0
3188,3588,3033,-1,-1,0
3189,3589,3034,-1,-1,0
3190,3590,3035,886,-1,0
3191,3590,3035,886,-1,0
3192,3591,3036,887,-1,0
3193,3592,3037,-1,-1,0
3194,3593,3038,887,-1,0
3195,3594,3039,-1,-1,0
3196,3595,3040,888,-1,0
3197,3596,3041,-1,-1,0
3198,3597,3042,888,-1,0
3199,3598,3043,-1,-1,0
3199,3599,3043,-1,-1,0
3200,3600,3044,-1,-1,0
3200,3601,3044,-1,-1,0
3201,3602,3045,-1,-1,0
3201,3603,3045,-1,-1,0
3202,3604,3046,-1,-1,0
3203,3605,3047,889,-1,0
3204,3606,3048,-1,-1,0
3205,3607,3049,890,-1,0
3206,3607,3049,890,-1,0
3207,3608,3050,-1,-1,0
3208,3609,3051,890,-1,0
3209,3609,3051,890,-1,0
3210,3610,3052,-1,-1,0
3211,3611,3053,891,-1,0
3212,3612,3054,-1,-1,0
3212,3613,3054,-1,-1,0
3213,3614,3055,-1,-1,0
3214,3615,3056,-1,-1,0
3215,3616,3057,891,-1,0
3216,3617,3058,892,-1,0
3217,3618,3059,-1,-1,0
3218,3619,3060,892,-1,0
3219,3620,3061,-1,-1,0
3220,3621,3062,-1,-1,0
3220,3622,3062,-1,-1,0
3221,3623,3063,-1,-1,0
3222,3624,3064,-1,-1,0
3223,3625,3065,892,-1,0
3224,3626,3066,-1,-1,0
3224,3627,3066,-1,-1,0
3225,3628,3067,-1,-1,0
3226,3629,3068,893,-1,0
3227,3630,3069,894,-1,0
3228,3631,3070,-1,-1,0
3229,3632,3071,894,-1,0
3230,3633,3072,895,-1,0
3231,3634,3073,896,-1,0
3232,3635,3074,-1,-1,0
3233,3636,3075,-1,-1,0
3233,3637,3075,-1,-1,0
3234,3638,3076,-1,-1,0
3234,3639,3076,-1,-1,0
3235,3640,3077,-1,-1,0
3236,3641,3078,-1,-1,0
3237,3642,3079,897,-1,0
3238,3643,3080,-1,-1,0
3239,3644,3081,-1,-1,0
3240,3645,3082,898,-1,0
3241,3645,3082,898,-1,0
3242,3646,3083,-1,-1,0
3242,3647,3083,-1,-1,0
3243,3648,3084,-1,-1,0
3243,3649,3084,-1,-1,0
3244,3650,3085,899,-1,0
3245,3651,3086,900,-1,0
3246,3652,3087,-1,-1,0
3247,3653,3088,900,-1,0
3248,3654,3089,-1,-1,0
3249,3655,3090,901,-1,0
3250,3656,3091,-1,-1,0
3251,3657,3092,-1,-1,0
3252,3658,3093,-1,-1,0
3253,3659,3094,-1,-1,0
3254,3660,3095,902,-1,0
3255,3660,3095,902,-1,0
3256,3660,3095,902,-1,0
3257,3661,3096,-1,-1,0
3257,3662,3096,-1,-1,0
3258,3663,3097,-1,-1,0
3259,3664,3098,902,-1,0
3260,3665,3099,-1,-1,0
3260,3666,3099,-1,-1,0
3261,3667,3100,903,-1,0
3262,3668,3101,-1,-1,0
3263,3669,3102,904,-1,0
3264,3670,3103,905,-1,0
3265,3671,3104,906,-1,0
3266,3672,3105,-1,-1,0
3267,3673,3106,-1,-1,0
3267,3674,3106,-1,-1,0
3268,3675,3107,-1,-1,0
3269,3676,3108,906,-1,0
3270,3677,3109,-1,-1,0
3271,3678,3110,-1,-1,0
3272,3679,3111,-1,-1,0
3273,3680,3112,906,-1,0
3274,3681,3113,907,-1,0
3275,3682,3114,-1,-1,0
3276,3683,3115,-1,-1,0
3277,3684,3116,908,-1,0
3278,3685,3117,-1,-1,0
3279,3686,3118,909,-1,0
3280,3687,3119,-1,-1,0
3280,3688,3119,-1,-1,0
3281,3689,3120,910,-1,0
3282,3690,3121,-1,-1,0
3282,3691,3121,-1,-1,0
3283,3692,3122,910,-1,0
3284,3693,3123,-1,-1,0
3285,3694,3124,-1,-1,0
3286,3695,3125,-1,-1,0
3287,3696,3126,911,-1,0
3288,3697,3127,912,-1,0
3289,3698,3128,-1,-1,0
3290,3699,3129,-1,-1,0
3291,3700,3130,912,-1,0
3292,3701,3131,-1,-1,0
3293,3702,3132,-1,-1,0
3294,3703,3133,913,-1,0
3295,3704,3134,914,-1,0
3296,3705,3135,-1,-1,0
3296,3706,3135,-1,-1,0
3297,3707,3136,-1,-1,0
3298,3708,3137,915,-1,0
3299,3709,3138,916,-1,0
3300,3710,3139,-1,-1,0
3301,3711,3140,-1,-1,0
3302,3712,3141,-1,-1,0
3303,3713,3142,-1,-1,0
3304,3714,3143,916,-1,0
3305,3715,3144,-1,-1,0
3305,3716,3144,-1,-1,0
3306,3717,3145,916,-1,0
3307,3717,3145,916,-1,0
3308,3718,3146,-1,-1,0
3308,3719,3146,-1,-1,0
3309,3720,3147,-1,-1,0
3310,3721,3148,917,-1,0
3311,3722,3149,-1,-1,0
3311,3723,3149,-1,-1,0
3312,3724,3150,917,-1,0
3313,3725,3151,918,-1,0
3314,3726,3152,-1,-1,0
3315,3727,3153,-1,-1,0
3315,3728,3153,-1,-1,0
3316,3729,3154,918,-1,0
3317,3730,3155,-1,-1,0
3318,3731,3156,-1,-1,0
3319,3732,3157,919,-1,0
3320,3733,3158,-1,-1,0
3321,3734,3159,-1,-1,0
3322,3735,3160,920,-1,0
3323,3736,3161,-1,-1,0
3323,3737,3161,-1,-1,0
3324,3738,3162,920,-1,0
3325,3738,3162,920,-1,0
3326,3739,3163,-1,-1,0
3327,3740,3164,-1,-1,0
3328,3741,3165,-1,-1,0
3329,3742,3166,-1,-1,0
3330,3743,3167,-1,-1,0
3331,3744,3168,920,-1,0
3332,3745,3169,921,-1,0
3333,3746,3170,-1,-1,0
3333,3747,3170,-1,-1,0
3334,3748,3171,-1,-1,0
3335,3749,3172,-1,-1,0
3336,3750,3173,-1,-1,0
3337,3751,3174,922,-1,0
3338,3751,3174,922,-1,0
3339,3752,3175,923,-1,0
3340,3753,3176,-1,-1,0
3341,3754,3177,924,-1,0
3342,3755,3178,-1,-1,0
3342,3756,3178,-1,-1,0
3343,3757,3179,925,-1,0
3344,3758,3180,926,-1,0
3345,3759,3181,-1,-1,0
3345,3760,3181,-1,-1,0
3345,3761,3181,-1,-1,0
3346,3762,3182,-1,-1,0
3347,3763,3183,-1,-1,0
3348,3764,3184,926,-1,0
3349,3765,3185,-1,-1,0
3350,3766,3186,926,-1,0
3351,3767,3187,-1,-1,0
3352,3768,3188,927,-1,0
3353,3769,3189,-1,-1,0
3354,3770,3190,-1,-1,0
3354,3771,3190,-1,-1,0
3355,3772,3191,-1,-1,0
3356,3773,3192,928,-1,0
3357,3774,3193,-1,-1,0
3358,3775,3194,929,-1,0
3359,3776,3195,930,-1,0
3360,3777,3196,-1,-1,0
3361,3778,3197,931,-1,0
3362,3779,3198,-1,-1,0
3363,3780,3199,-1,-1,0
3364,3781,3200,932,-1,0
3365,3782,3201,-1,-1,0
3366,3783,3202,-1,-1,0
3367,3784,3203,932,-1,0
3368,3785,3204,-1,-1,0
3369,3786,3205,-1,-1,0
3370,3787,3206,932,-1,0
3371,3788,3207,-1,-1,0
3372,3789,3208,-1,-1,0
3373,3790,3209,-1,-1,0
3374,3791,3210,932,-1,0
3375,3792,3211,933,-1,0
3376,3793,3212,-1,-1,0
3377,3794,3213,-1,-1,0
3377,3795,3213,-1,-1,0
3378,3796,3214,934,-1,0
3379,3796,3214,934,-1,0
3380,3797,3215,-1,-1,0
3381,3798,3216,935,-1,0
3382,3799,3217,-1,-1,0
3383,3800,3218,936,-1,0
3384,3801,3219,-1,-1,0
3385,3802,3220,937,-1,0
3386,3803,3221,-1,-1,0
3386,3804,3221,-1,-1,0
3387,3805,3222,938,-1,0
3388,3806,3223,-1,-1,0
3389,3807,3224,-1,-1,0
3390,3808,3225,-1,-1,0
3391,3809,3226,938,-1,0
3392,3810,3227,-1,-1,0
3393,3811,3228,-1,-1,0
3394,3812,3229,-1,-1,0
3395,3813,3230,938,-1,0
3396,3814,3231,-1,-1,0
3397,3815,3232,939,-1,0
3398,3816,3233,940,-1,0
3399,3817,3234,-1,-1,0
3399,3818,3234,-1,-1,0
3400,3819,3235,941,-1,0
3401,3820,3236,942,-1,0
3402,3821,3237,-1,-1,0
3402,3822,3237,-1,-1,0
3403,3823,3238,-1,-1,0
3404,3824,3239,-1,-1,0
3405,3825,3240,943,-1,0
3406,3826,3241,-1,-1,0
3407,3827,3242,944,-1,0
3408,3828,3243,-1,-1,0
3409,3829,3244,944,-1,0
3410,3830,3245,-1,-1,0
3411,3831,3246,-1,-1,0
3412,3832,3247,-1,-1,0
3412,3833,3247,-1,-1,0
3413,3834,3248,945,-1,0
3414,3835,3249,-1,-1,0
3414,3836,3249,-1,-1,0
3415,3837,3250,946,-1,0
3416,3838,3251,-1,-1,0
3417,3839,3252,946,-1,0
3418,3840,3253,947,-1,0
3419,3841,3254,948,-1,0
3420,3841,3254,948,-1,0
3421,3842,3255,-1,-1,0
3422,3843,3256,-1,-1,0
3423,3844,3257,-1,-1,0
3424,3845,3258,-1,-1,0
3425,3846,3259,-1,-1,0
3425,3846,3259,-1,-1,0
3425,3847,3259,-1,-1,0
3426,3848,3260,948,-1,0
3427,3849,3261,-1,-1,0
3427,3850,3261,-1,-1,0
3428,3851,3262,949,-1,0
3429,3852,3263,950,-1,0
3430,3853,3264,-1,-1,0
3431,3854,3265,-1,-1,0
3432,3855,3266,950,-1,0
3433,3856,3267,-1,-1,0
3433,3857,3267,-1,-1,0
3433,3858,3267,-1,-1,0
3434,3859,3268,951,-1,0
3435,3860,3269,-1,-1,0
3436,3861,3270,952,-1,0
3436,3861,3270,952,-1,0
3437,3862,3271,-1,-1,0
3437,3863,3271,-1,-1,0
3438,3864,3272,-1,-1,0
3439,3865,3273,952,-1,0
3440,3866,3274,953,-1,0
3441,3867,3275,-1,-1,0
3442,3868,3276,-1,-1,0
3442,3869,3276,-1,-1,0
3443,3870,3277,-1,-1,0
3443,3871,3277,-1,-1,0
3444,3872,3278,-1,-1,0
3445,3873,3279,954,-1,0
3446,3874,3280,-1,-1,0
3447,3875,3281,955,-1,0
3448,3876,3282,956,-1,0
3449,3877,3283,-1,-1,0
3450,3878,3284,-1,-1,0
3451,3879,3285,-1,-1,0
3451,3880,3285,-1,-1,0
3452,3881,3286,-1,-1,0
3453,3882,3287,956,-1,0
3454,3882,3287,956,-1,0
3455,3883,3288,957,-1,0
3456,3884,3289,-1,-1,0
3456,3885,3289,-1,-1,0
3457,3886,3290,-1,-1,0
3458,3887,3291,957,-1,0
3459,3888,3292,-1,-1,0
3460,3889,3293,958,-1,0
3461,3889,3293,958,-1,0
3462,3890,3294,-1,-1,0
3463,3891,3295,959,-1,0
3464,3892,3296,-1,-1,0
3464,3893,3296,-1,-1,0
3465,3894,3297,960,-1,0
3466,3895,3298,-1,-1,0
3467,3896,3299,960,-1,0
3468,3897,3300,-1,-1,0
3469,3898,3301,-1,-1,0
3470,3899,3302,960,-1,0
3471,3900,3303,-1,-1,0
3472,3901,3304,961,-1,0
3473,3902,3305,962,-1,0
3474,3903,3306,-1,-1,0
3475,3904,3307,-1,-1,0
3475,3905,3307,-1,-1,0
3476,3906,3308,-1,-1,0
3476,3907,3308,-1,-1,0
3476,3908,3308,-1,-1,0
3477,3909,3309,962,-1,0
3478,3910,3310,-1,-1,0
3479,3911,3311,963,-1,0
3480,3912,3312,-1,-1,0
3480,3913,3312,-1,-1,0
3481,3914,3313,964,-1,0
3482,3915,3314,-1,-1,0
3483,3916,3315,964,-1,0
3484,3917,3316,-1,-1,0
3485,3918,3317,-1,-1,0
3485,3919,3317,-1,-1,0
3486,3920,3318,-1,-1,0
3487,3921,3319,965,-1,0
3488,3922,3320,966,-1,0
3489,3923,3321,-1,-1,0
3489,3924,3321,-1,-1,0
3490,3925,3322,-1,-1,0
3490,3926,3322,-1,-1,0
3491,3927,3323,966,-1,0
3492,3927,3323,966,-1,0
3493,3928,3324,967,-1,0
3494,3929,3325,-1,-1,0
3494,3929,3325,-1,-1,0
3495,3930,3326,-1,-1,0
3496,3931,3327,967,-1,0
3497,3932,3328,968,-1,0
3498,3932,3328,968,-1,0
3499,3933,3329,-1,-1,0
3500,3934,3330,-1,-1,0
3501,3935,3331,-1,-1,0
3502,3936,3332,-1,-1,0
3502,3937,3332,-1,-1,0
3503,3938,3333,-1,-1,0
3504,3939,3334,968,-1,0
3505,3939,3334,968,-1,0
3506,3940,3335,-1,-1,0
3507,3941,3336,969,-1,0
3508,3942,3337,-1,-1,0
3508,3942,3337,-1,-1,0
3509,3943,3338,969,-1,0
3510,3944,3339,-1,-1,0
3511,3945,3340,970,-1,0
3512,3946,3341,-1,-1,0
3513,3947,3342,970,-1,0
3514,3948,3343,-1,-1,0
3514,3949,3343,-1,-1,0
3514,3950,3343,-1,-1,0
3514,3951,3343,-1,-1,0
3514,3952,3343,-1,-1,0
3515,3953,3344,971,-1,0
3516,3954,3345,-1,-1,0
3517,3955,3346,972,-1,0
3518,3955,3346,972,-1,0
3519,3956,3347,-1,-1,0
3519,3957,3347,-1,-1,0
3520,3958,3348,-1,-1,0
3521,3959,3349,-1,-1,0
3522,3960,3350,972,-1,0
3523,3961,3351,-1,-1,0
3523,3962,3351,-1,-1,0
3524,3963,3352,973,-1,0
3525,3964,3353,974,-1,0
3526,3964,3353,974,-1,0
3527,3965,3354,-1,-1,0
3528,3966,3355,974,-1,0
3529,3967,3356,-1,-1,0
3530,3968,3357,-1,-1,0
3531,3969,3358,975,-1,0
3532,3970,3359,-1,-1,0
3533,3971,3360,-1,-1,0
3534,3972,3361,976,-1,0
3535,3973,3362,-1,-1,0
3536,3974,3363,976,-1,0
3537,3975,3364,-1,-1,0
3538,3976,3365,-1,-1,0
3539,3977,3366,-1,-1,0
3540,3978,3367,977,-1,0
3541,3979,3368,-1,-1,0
3541,3979,3368,-1,-1,0
3542,3980,3369,978,-1,0
3543,3981,3370,-1,-1,0
3544,3982,3371,-1,-1,0
3545,3983,3372,979,-1,0
3546,3984,3373,980,-1,0
3547,3985,3374,-1,-1,0
3548,3986,3375,-1,-1,0
3549,3987,3376,-1,-1,0
3550,3988,3377,980,-1,0
3551,3989,3378,981,-1,0
3552,3990,3379,-1,-1,0
3553,3991,3380,-1,-1,0
3554,3992,3381,-1,-1,0
3555,3993,3382,-1,-1,0
3556,3994,3383,982,-1,0
3557,3994,3383,982,-1,0
3558,3995,3384,983,-1,0
3559,3996,3385,-1,-1,0
3559,3997,3385,-1,-1,0
3560,3998,3386,-1,-1,0
3560,3999,3386,-1,-1,0
3561,4000,3387,984,-1,0
3562,4001,3388,-1,-1,0
3562,4001,3388,-1,-1,0
3563,4002,3389,984,-1,0
3564,4003,3390,-1,-1,0
3565,4004,3391,-1,-1,0
3566,4005,3392,-1,-1,0
3567,4006,3393,984,-1,0
3568,4007,3394,-1,-1,0
3569,4008,3395,985,-1,0
3570,4009,3396,-1,-1,0
3571,4010,3397,-1,-1,0
3571,4011,3397,-1,-1,0
3572,4012,3398,985,-1,0
3573,4013,3399,986,-1,0
3574,4013,3399,986,-1,0
3575,4014,3400,-1,-1,0
3576,4015,3401,-1,-1,0
3577,4016,3402,987,-1,0
3578,4017,3403,-1,-1,0
3578,4018,3403,-1,-1,0
3579,4019,3404,-1,-1,0
3580,4020,3405,988,-1,0
3581,4021,3406,-1,-1,0
3582,4022,3407,-1,-1,0
3583,4023,3408,988,-1,0
3584,4024,3409,989,-1,0
3585,4025,3410,990,-1,0
3586,4026,3411,-1,-1,0
3587,4027,3412,990,-1,0
3588,4028,3413,-1,-1,0
3588,4029,3413,-1,-1,0
3589,4030,3414,-1,-1,0
3589,4031,3414,-1,-1,0
3590,4032,3415,990,-1,0
3591,4033,3416,991,-1,0
3592,4034,3417,-1,-1,0
3592,4035,3417,-1,-1,0
3593,4036,3418,992,-1,0
3594,4037,3419,-1,-1,0
3595,4038,3420,-1,-1,0
3595,4039,3420,-1,-1,0
3596,4040,3421,993,-1,0
3597,4041,3422,-1,-1,0
3597,4042,3422,-1,-1,0
3598,4043,3423,-1,-1,0
3598,4044,3423,-1,-1,0
3599,4045,3424,-1,-1,0
3600,4046,3425,994,-1,0
3601,4046,3425,994,-1,0
3601,4046,3425,994,-1,0
3602,4047,3426,-1,-1,0
3603,4048,3427,995,-1,0
3604,4049,3428,-1,-1,0
3605,4050,3429,-1,-1,0
3606,4051,3430,996,-1,0
3607,4052,3431,-1,-1,0
3608,4053,3432,-1,-1,0
3609,4054,3433,997,-1,0
3610,4055,3434,998,-1,0
3611,4055,3434,998,-1,0
3612,4056,3435,-1,-1,0
3613,4057,3436,-1,-1,0
3614,4058,3437,-1,-1,0
3615,4059,3438,-1,-1,0
3616,4060,3439,-1,-1,0
3617,4061,3440,-1,-1,0
3618,4062,3441,999,-1,0
3619,4063,3442,-1,-1,0
3620,4064,3443,1000,-1,0
3621,4064,3443,1000,-1,0
3622,4065,3444,-1,-1,0
3623,4066,3445,-1,-1,0
3624,4067,3446,-1,-1,0
3624,4067,3446,-1,-1,0
3624,4068,3446,-1,-1,0
3625,4069,3447,1000,-1,0
3626,4070,3448,-1,-1,0
3627,4071,3449,-1,-1,0
3628,4072,3450,1000,-1,0
3629,4073,3451,-1,-1,0
3630,4074,3452,1001,-1,0
3631,4075,3453,1002,-1,0
3632,4075,3453,1002,-1,0
3633,4076,3454,-1,-1,0
3634,4077,3455,1003,-1,0
3635,4078,3456,-1,-1,0
3635,4079,3456,-1,-1,0
3636,4080,3457,-1,-1,0
3636,4081,3457,-1,-1,0
3636,4082,3457,-1,-1,0
3637,4083,3458,-1,-1,0
3638,4084,3459,1003,-1,0
3639,4085,3460,1004,-1,0
3640,4086,3461,-1,-1,0
3640,4087,3461,-1,-1,0
3641,4088,3462,1004,-1,0
3642,4089,3463,-1,-1,0
3643,4090,3464,1004,-1,0
3644,4091,3465,-1,-1,0
3645,4092,3466,1004,-1,0
3646,4093,3467,-1,-1,0
3646,4094,3467,-1,-1,0
3647,4095,3468,1005,-1,0
3648,4096,3469,-1,-1,0
3648,4097,3469,-1,-1,0
3648,4098,3469,-1,-1,0
3649,4099,3470,1005,-1,0
3650,4100,3471,-1,-1,0
3651,4101,3472,-1,-1,0
3652,4102,3473,1006,-1,0
3653,4103,3474,-1,-1,0
3654,4104,3475,1006,-1,0
3655,4105,3476,-1,-1,0
3656,4106,3477,-1,-1,0
3657,4107,3478,-1,-1,0
3658,4108,3479,1006,-1,0
3659,4108,3479,1006,-1,0
3660,4109,3480,1007,-1,0
3661,4110,3481,-1,-1,0
3661,4111,3481,-1,-1,0
3662,4112,3482,-1,-1,0
3662,4112,3482,-1,-1,0
3663,4113,3483,1008,-1,0
3664,4114,3484,-1,-1,0
3665,4115,3485,1009,-1,0
3666,4116,3486,1010,-1,0
3667,4117,3487,-1,-1,0
3668,4118,3488,-1,-1,0
3669,4119,3489,-1,-1,0
3670,4120,3490,1010,-1,0
3671,4120,3490,1010,-1,0
3672,4121,3491,-1,-1,0
3672,4122,3491,-1,-1,0
3672,4123,3491,-1,-1,0
3673,4124,3492,-1,-1,0
3673,4125,3492,-1,-1,0
3674,4126,3493,1011,-1,0
3675,4127,3494,1012,-1,0
3676,4128,3495,-1,-1,0
3677,4129,3496,-1,-1,0
3678,4130,3497,1012,-1,0
3679,4131,3498,1013,-1,0
3680,4132,3499,-1,-1,0
3681,4133,3500,-1,-1,0
3682,4134,3501,-1,-1,0
3683,4135,3502,-1,-1,0
3683,4136,3502,-1,-1,0
3684,4137,3503,-1,-1,0
3685,4138,3504,1014,-1,0
3686,4139,3505,1015,-1,0
3687,4140,3506,-1,-1,0
3688,4141,3507,1016,-1,0
3689,4142,3508,-1,-1,0
3690,4143,3509,1017,-1,0
3691,4144,3510,-1,-1,0
3692,4145,3511,1018,-1,0
3693,4146,3512,-1,-1,0
3694,4147,3513,1018,-1,0
3695,4148,3514,-1,-1,0
3696,4149,3515,-1,-1,0
3696,4150,3515,-1,-1,0
3696,4150,3515,-1,-1,0
3697,4151,3516,-1,-1,0
3698,4152,3517,1018,-1,0
3699,4153,3518,1019,-1,0
3700,4154,3519,-1,-1,0
3701,4155,3520,-1,-1,0
3702,4156,3521,1020,-1,0
3703,4157,3522,-1,-1,0
3703,4158,3522,-1,-1,0
3703,4159,3522,-1,-1,0
3704,4160,3523,1020,-1,0
3705,4160,3523,1020,-1,0
3706,4161,3524,-1,-1,0
3706,4162,3524,-1,-1,0
3707,4163,3525,-1,-1,0
3708,4164,3526,1021,-1,0
3709,4165,3527,-1,-1,0
3709,4166,3527,-1,-1,0
3710,4167,3528,1022,-1,0
3711,4167,3528,1022,-1,0
3712,4168,3529,1023,-1,0
3713,4169,3530,-1,-1,0
3714,4170,3531,-1,-1,0
3715,4171,3532,-1,-1,0
3716,4172,3533,1024,-1,0
3717,4173,3534,-1,-1,0
3717,4174,3534,-1,-1,0
3718,4175,3535,-1,-1,0
3719,4176,3536,1024,-1,0
3720,4177,3537,1025,-1,0
3721,4178,3538,-1,-1,0
3722,4179,3539,-1,-1,0
3723,4180,3540,-1,-1,0
3724,4181,3541,-1,-1,0
3724,4182,3541,-1,-1,0
3725,4183,3542,1026,-1,0
3726,4184,3543,1027,-1,0
3727,4185,3544,1028,-1,0
3728,4186,3545,-1,-1,0
3728,4187,3545,-1,-1,0
3729,4188,3546,1028,-1,0
3730,4189,3547,-1,-1,0
3731,4190,3548,-1,-1,0
3731,4191,3548,-1,-1,0
3732,4192,3549,1028,-1,0
3733,4193,3550,-1,-1,0
3734,4194,3551,1029,-1,0
3735,4195,3552,-1,-1,0
3735,4195,3552,-1,-1,0
3735,4196,3552,-1,-1,0
3736,4197,3553,1030,-1,0
3737,4198,3554,1031,-1,0
3738,4199,3555,-1,-1,0
3739,4200,3556,1032,-1,0
3740,4201,3557,-1,-1,0
3741,4202,3558,-1,-1,0
3741,4203,3558,-1,-1,0
3742,4204,3559,1032,-1,0
3743,4205,3560,-1,-1,0
3744,4206,3561,-1,-1,0
3745,4207,3562,1033,-1,0
3746,4208,3563,1034,-1,0
3747,4209,3564,-1,-1,0
3748,4210,3565,-1,-1,0
3749,4211,3566,-1,-1,0
3750,4212,3567,1034,-1,0
3751,4213,3568,-1,-1,0
3752,4214,3569,-1,-1,0
3752,4215,3569,-1,-1,0
3752,4216,3569,-1,-1,0
3753,4217,3570,1035,-1,0
3754,4218,3571,1036,-1,0
3755,4219,3572,-1,-1,0
3756,4220,3573,1037,-1,0
3757,4221,3574,-1,-1,0
3758,4222,3575,1038,-1,0
3759,4223,3576,-1,-1,0
3759,4224,3576,-1,-1,0
3760,4225,3577,1038,-1,0
3761,4226,3578,-1,-1,0
3761,4226,3578,-1,-1,0
3761,4227,3578,-1,-1,0
3762,4228,3579,1039,-1,0
3763,4229,3580,1040,-1,0
3764,4230,3581,-1,-1,0
3765,4231,3582,-1,-1,0
3766,4232,3583,1040,-1,0
3767,4233,3584,-1,-1,0
3768,4234,3585,-1,-1,0
3769,4235,3586,-1,-1,0
3770,4236,3587,1041,-1,0
3771,4237,3588,-1,-1,0
3772,4238,3589,1042,-1,0
3773,4238,3589,1042,-1,0
3774,4239,3590,-1,-1,0
3775,4240,3591,-1,-1,0
3776,4241,3592,1042,-1,0
3777,4242,3593,-1,-1,0
3777,4243,3593,-1,-1,0
3778,4244,3594,1042,-1,0
3779,4245,3595,-1,-1,0
3780,4246,3596,-1,-1,0
3781,4247,3597,1043,-1,0
3782,4248,3598,-1,-1,0
3782,4248,3598,-1,-1,0
3783,4249,3599,1043,-1,0
3784,4250,3600,-1,-1,0
3785,4251,3601,1044,-1,0
3786,4251,3601,1044,-1,0
3787,4252,3602,-1,-1,0
3787,4253,3602,-1,-1,0
3788,4254,3603,-1,-1,0
3789,4255,3604,1045,-1,0
3790,4256,3605,1046,-1,0
3791,4257,3606,-1,-1,0
3791,4258,3606,-1,-1,0
3792,4259,3607,1046,-1,0
3793,4260,3608,-1,-1,0
3794,4261,3609,-1,-1,0
3795,4262,3610,-1,-1,0
3796,4263,3611,1046,-1,0
3797,4264,3612,-1,-1,0
3798,4265,3613,1047,-1,0
3799,4266,3614,-1,-1,0
3800,4267,3615,-1,-1,0
3801,4268,3616,1048,-1,0
3802,4269,3617,-1,-1,0
3803,4270,3618,-1,-1,0
3804,4271,3619,1049,-1,0
3805,4272,3620,-1,-1,0
3806,4273,3621,-1,-1,0
3807,4274,3622,-1,-1,0
3808,4275,3623,-1,-1,0
3809,4276,3624,1050,-1,0
3810,4277,3625,-1,-1,0
3811,4278,3626,1050,-1,0
3812,4279,3627,-1,-1,0
3812,4280,3627,-1,-1,0
3813,4281,3628,1050,-1,0
3814,4282,3629,-1,-1,0
3815,4283,3630,1051,-1,0
3816,4284,3631,1052,-1,0
3817,4285,3632,-1,-1,0
3818,4286,3633,-1,-1,0
3819,4287,3634,1052,-1,0
3820,4287,3634,1052,-1,0
3821,4288,3635,-1,-1,0
3822,4289,3636,-1,-1,0
3822,4290,3636,-1,-1,0
3823,4291,3637,1053,-1,0
3824,4292,3638,-1,-1,0
3824,4293,3638,-1,-1,0
3824,4293,3638,-1,-1,0
3824,4294,3638,-1,-1,0
3825,4295,3639,1053,-1,0
3826,4296,3640,1054,-1,0
3827,4297,3641,-1,-1,0
3828,4298,3642,1054,-1,0
3829,4299,3643,-1,-1,0
3829,4300,3643,-1,-1,0
3830,4301,3644,1055,-1,0
3831,4302,3645,-1,-1,0
3831,4303,3645,-1,-1,0
3832,4304,3646,-1,-1,0
3832,4305,3646,-1,-1,0
3833,4306,3647,1056,-1,0
