startdate,enddate,location,offers
889,-1,-1,-1
890,-1,-1,-1
891,-1,-1,-1
892,599,-1,-1
893,600,-1,-1
894,601,-1,-1
895,-1,-1,-1
896,-1,-1,-1
897,602,-1,-1
898,603,-1,-1
899,-1,-1,-1
900,-1,-1,-1
901,-1,-1,-1
902,604,-1,-1
903,605,-1,-1
904,-1,-1,-1
905,606,-1,-1
906,607,-1,-1
907,608,-1,-1
908,-1,-1,-1
909,609,-1,-1
910,610,-1,-1
911,-1,-1,-1
912,611,-1,-1
913,612,-1,-1
914,613,-1,-1
915,614,-1,-1
916,615,-1,-1
917,616,-1,-1
918,617,-1,-1
919,618,-1,-1
920,-1,-1,-1
921,619,-1,-1
922,620,-1,-1
923,621,-1,-1
924,622,-1,-1
925,623,-1,-1
926,624,-1,-1
927,625,-1,-1
928,626,-1,-1
929,627,-1,-1
930,628,-1,-1
931,629,-1,-1
932,630,-1,-1
933,631,-1,-1
934,632,-1,-1
935,633,-1,-1
936,634,-1,-1
937,635,-1,-1
938,636,-1,-1
939,637,-1,-1
940,638,-1,-1
941,639,-1,-1
942,640,-1,-1
943,641,-1,-1
944,642,-1,-1
945,643,-1,-1
946,644,-1,-1
947,645,-1,-1
948,646,-1,-1
949,647,-1,-1
950,648,-1,-1
951,649,-1,-1
952,650,-1,-1
953,651,-1,-1
954,652,-1,-1
955,653,-1,-1
956,654,-1,-1
957,655,-1,-1
958,656,-1,-1
959,657,-1,-1
960,658,-1,-1
961,659,-1,-1
962,660,-1,-1
963,661,-1,-1
964,662,-1,-1
965,663,-1,-1
966,664,-1,-1
967,665,-1,-1
968,666,-1,-1
969,667,-1,-1
970,668,-1,-1
971,669,-1,-1
972,670,-1,-1
973,671,-1,-1
974,672,-1,-1
975,673,-1,-1
976,674,-1,-1
977,675,-1,-1
978,676,-1,-1
979,677,-1,-1
980,678,-1,-1
981,679,-1,-1
982,680,-1,-1
983,681,-1,-1
984,682,-1,-1
985,683,-1,-1
986,684,-1,-1
987,685,-1,-1
988,686,-1,-1
989,687,-1,-1
990,688,-1,-1
991,-1,-1,-1
992,-1,-1,-1
993,689,-1,-1
994,690,-1,-1
995,691,-1,-1
996,692,-1,-1
997,693,-1,-1
998,-1,-1,-1
999,-1,-1,-1
1000,694,-1,-1
1001,695,-1,-1
1002,696,-1,-1
1003,697,-1,-1
1004,-1,-1,-1
1005,698,-1,-1
1006,699,-1,-1
1007,700,-1,-1
1008,-1,-1,-1
1009,701,-1,-1
1010,702,-1,-1
1011,703,-1,-1
1012,704,-1,-1
1013,-1,-1,-1
1014,705,-1,-1
1015,706,-1,-1
1016,-1,-1,-1
1017,707,-1,-1
1018,708,-1,-1
1019,709,-1,-1
1020,710,-1,-1
1021,711,-1,-1
1022,712,-1,-1
1023,-1,-1,-1
1024,713,-1,-1
1025,714,-1,-1
1026,715,-1,-1
1027,716,-1,-1
1028,-1,-1,-1
1029,717,-1,-1
1030,-1,-1,-1
1031,-1,-1,-1
1032,718,-1,-1
1033,-1,-1,-1
1034,-1,-1,-1
1035,719,-1,-1
1036,720,-1,-1
1037,-1,-1,-1
1038,721,-1,-1
1039,722,-1,-1
1040,723,-1,-1
1041,724,-1,-1
1042,-1,-1,-1
1043,725,-1,-1
1044,726,-1,-1
1045,-1,-1,-1
1046,727,-1,-1
1047,728,-1,-1
1048,729,-1,-1
1049,730,-1,-1
1050,731,-1,-1
1051,-1,-1,-1
1052,732,-1,-1
1053,733,-1,-1
1054,-1,-1,-1
1055,734,-1,-1
1056,735,-1,-1
1057,-1,-1,-1
1058,736,-1,-1
1059,-1,-1,-1
1060,737,-1,-1
1061,738,-1,-1
1062,739,-1,-1
1063,-1,-1,-1
1064,-1,-1,-1
1065,-1,-1,-1
1066,740,-1,-1
1067,-1,-1,-1
1068,741,-1,-1
1069,742,-1,-1
1070,-1,-1,-1
1071,-1,-1,-1
1072,-1,-1,-1
1073,743,-1,-1
1074,-1,-1,-1
1075,744,-1,-1
1076,745,-1,-1
1077,746,-1,-1
1078,-1,-1,-1
1079,747,-1,-1
1080,748,-1,-1
1081,749,-1,-1
1082,750,-1,-1
1083,751,-1,-1
1084,752,-1,-1
1085,-1,-1,-1
1086,-1,-1,-1
1087,753,-1,-1
1088,-1,-1,-1
1089,754,-1,-1
1090,755,-1,-1
1091,-1,-1,-1
1092,756,-1,-1
1093,757,-1,-1
1094,758,-1,-1
1095,759,-1,-1
1096,760,-1,-1
1097,761,-1,-1
1098,762,-1,-1
1099,763,-1,-1
1100,764,-1,-1
1101,765,-1,-1
1102,766,-1,-1
1103,767,-1,-1
1104,768,-1,-1
1105,769,-1,-1
1106,770,-1,-1
1107,771,-1,-1
1108,772,-1,-1
1109,773,-1,-1
1110,774,-1,-1
1111,775,-1,-1
1112,776,-1,-1
1113,777,-1,-1
1114,778,-1,-1
1115,779,-1,-1
1116,780,-1,-1
1117,781,-1,-1
1118,782,-1,-1
1119,783,-1,-1
1120,784,-1,-1
1121,785,-1,-1
1122,786,-1,-1
1123,787,-1,-1
1124,788,-1,-1
1125,789,-1,-1
1126,790,-1,-1
1127,791,-1,-1
1128,792,-1,-1
1129,793,-1,-1
1130,794,-1,-1
1131,795,-1,-1
1132,796,-1,-1
1133,797,-1,-1
1134,798,-1,-1
1135,799,-1,-1
1136,800,-1,-1
1137,801,-1,-1
1138,802,-1,-1
1139,803,-1,-1
1140,804,-1,-1
1141,805,-1,-1
1142,806,-1,-1
1143,807,-1,-1
1144,808,-1,-1
1145,809,-1,-1
1146,810,-1,-1
1147,811,-1,-1
1148,812,-1,-1
1149,813,-1,-1
1150,814,-1,-1
1151,815,-1,-1
1152,816,-1,-1
1153,817,-1,-1
1154,818,-1,-1
1155,819,-1,-1
1156,820,-1,-1
1157,821,-1,-1
1158,822,-1,-1
1159,823,-1,-1
1160,824,-1,-1
1161,825,-1,-1
1162,826,-1,-1
1163,827,-1,-1
1164,828,-1,-1
1165,829,-1,-1
1166,830,-1,-1
1167,831,-1,-1
1168,832,-1,-1
1169,833,-1,-1
1170,834,-1,-1
1171,835,-1,-1
1172,836,-1,-1
1173,837,-1,-1
1174,838,-1,-1
1175,839,-1,-1
1176,840,-1,-1
1177,-1,-1,-1
1178,841,-1,-1
1179,-1,-1,-1
1180,842,-1,-1
1181,843,-1,-1
1182,-1,-1,-1
1183,844,-1,-1
1184,845,-1,-1
1185,-1,-1,-1
1186,846,-1,-1
1187,847,-1,-1
1188,848,-1,-1
1189,-1,-1,-1
1190,-1,-1,-1
1191,849,-1,-1
1192,-1,-1,-1
1193,-1,-1,-1
1194,-1,-1,-1
1195,-1,-1,-1
1196,850,-1,-1
1197,851,-1,-1
1198,852,-1,-1
1199,-1,-1,-1
1200,-1,-1,-1
1201,853,-1,-1
1202,854,-1,-1
1203,-1,-1,-1
1204,-1,-1,-1
1205,855,-1,-1
1206,856,-1,-1
1207,857,-1,-1
1208,858,-1,-1
1209,-1,-1,-1
1210,-1,-1,-1
1211,859,-1,-1
1212,-1,-1,-1
1213,-1,-1,-1
1214,860,-1,-1
1215,861,-1,-1
1216,862,-1,-1
1217,863,-1,-1
1218,-1,-1,-1
1219,-1,-1,-1
1220,864,-1,-1
1221,865,-1,-1
1222,866,-1,-1
1223,-1,-1,-1
1224,-1,-1,-1
1225,867,-1,-1
1226,868,-1,-1
1227,869,-1,-1
1228,-1,-1,-1
1229,-1,-1,-1
1230,870,-1,-1
1231,871,-1,-1
1232,872,-1,-1
1233,-1,-1,-1
1234,873,-1,-1
1235,874,-1,-1
1236,-1,-1,-1
1237,-1,-1,-1
1238,-1,-1,-1
1239,-1,-1,-1
1240,-1,-1,-1
1241,875,-1,-1
1242,876,-1,-1
1243,877,-1,-1
1244,878,-1,-1
1245,879,-1,-1
1246,880,-1,-1
1247,881,-1,-1
1248,882,-1,-1
1249,-1,-1,-1
1250,883,-1,-1
1251,884,-1,-1
1252,-1,-1,-1
1252,885,-1,-1
1253,886,-1,-1
1254,-1,-1,-1
1255,887,-1,-1
1256,-1,-1,-1
1257,888,-1,-1
1258,889,-1,-1
1259,890,-1,-1
1260,-1,-1,-1
1261,891,-1,-1
1262,-1,-1,-1
1263,892,-1,-1
1264,893,-1,-1
1265,894,-1,-1
1266,-1,-1,-1
1267,895,-1,-1
1268,896,-1,-1
1269,897,-1,-1
1270,-1,-1,-1
1271,898,-1,-1
1272,899,-1,-1
1273,900,-1,-1
1274,901,-1,-1
1275,902,-1,-1
1276,-1,-1,-1
1277,-1,-1,-1
1278,903,-1,-1
1279,-1,-1,-1
1280,904,-1,-1
1281,905,-1,-1
1282,906,-1,-1
1283,-1,-1,-1
1284,-1,-1,-1
1285,907,-1,-1
1286,908,-1,-1
1287,909,-1,-1
1288,910,-1,-1
1289,911,-1,-1
1290,912,-1,-1
1291,-1,-1,-1
1292,913,-1,-1
1293,914,-1,-1
1294,915,-1,-1
1295,916,-1,-1
1296,917,-1,-1
1297,-1,-1,-1
1298,918,-1,-1
1299,919,-1,-1
1300,920,-1,-1
1301,921,-1,-1
1302,-1,-1,-1
1303,922,-1,-1
1304,923,-1,-1
1305,924,-1,-1
1306,925,-1,-1
1307,926,-1,-1
1308,-1,-1,-1
1309,927,-1,-1
1310,-1,-1,-1
1311,928,-1,-1
1312,929,-1,-1
1313,930,-1,-1
1314,931,-1,-1
1315,-1,-1,-1
1316,932,-1,-1
1317,933,-1,-1
1318,934,-1,-1
1319,935,-1,-1
1320,936,-1,-1
1321,937,-1,-1
1322,938,-1,-1
